ゆうげん	間違えた
23:08	ゆうげん	"現場で言うならヒヤリハット全部集めて集計して危険予知活動の内容やヒヤリハットから見える課題観を分析して、全体の小集団活動のためのトピック選定やわりあて

現場からきたPDCA後のレビューを資料に落としてフィードバック内容まとめてまた次期サイクルに任せて

その傍ら売上などの収支管理や収支分析をして、傾向や予測、また過去実績の課題の洗い出しと対策案を作り

そこで向上できるサービスがあるなら相見積とって比較して、稟議書あげて注文発注して、導入までの進捗管理や情報共有を常に行い、展開されたらその後の実績から費用対効果なりレビューまとめて

そんなレベルのことやってんねん"
23:10	ゆうげん	そんなん分かるわけないのに何がわかってるやねん
23:10	ゆうげん	わかってるんならもっと仕事の話したいわ
23:10	ゆうげん	情報交換してもっともっとブラッシュアップしたいわ
23:12	ゆうげん	"対男同士に共感なんて要らんねん
経験と実績と解決にために頭使う行為以外なんのためにもならん"
23:37	ゆうげん	"これを頑張ってると形容した俺のことを

理解出来ず

当たり前で

そんなのマルチタスクで育児もあすかと同出力でやるべきで

そんなことより育児のことなんもわかってねえな

我が子のことなんもわかってねえなを本心から疑いようもなく言えるんやったら"
23:37	ゆうげん	"俺は無理やと思う
頑張られへん"
23:38	ゆうげん	その時々で役割があるように俺は今踏ん張りどころで下手したら10何時間もやり続けなあかんねん
23:39	ゆうげん	それをなんかあった時に動けるようにって早めに帰ってきたのにこの仕打ち
23:39	ゆうげん	あまつさえなんで帰ってきたんみたいな

2024/05/17(金)
20:55	あすか 11/19 8/11	ナギ歯磨きさせて寝室連れて来る時でもいいから、碧の鼻水吸うやつとオムツ持ってきて
23:07	ゆうげん	俺は俺で
23:07	ゆうげん	気をつけるから
23:08	ゆうげん	あすかはもうちょい寄り添ってよ
23:08	ゆうげん	声掛けても俺だけトーン違うし
23:08	ゆうげん	目も合わせない
23:08	ゆうげん	そんなに嫌なら
23:08	ゆうげん	なんか俺も嫌や
23:09	ゆうげん	指輪だってなんかもう意図してつけてないやろうし
23:09	ゆうげん	俺ばっかり動くのバカみたい
23:09	ゆうげん	気にして気をつけても何も変わらん
23:10	ゆうげん	まじでつまんない

2024/05/20(月)
17:42	ゆうげん	今週末なんかあるなら帰らないし
17:42	ゆうげん	なんもないなら帰る
17:42	ゆうげん	あとあおと大丈夫?
21:33	あすか 11/19 8/11	別になんも予定してないけど長らくこっちおったし今週末は休んだらー？
21:33	あすか 11/19 8/11	あお？
22:27	ゆうげん	あお

2024/05/21(火)
08:37	あすか 11/19 8/11	いける
12:41	ゆうげん	よかった
12:41	ゆうげん	病院いったやろうなとおもって
12:41	ゆうげん	ナギはどう?
12:41	ゆうげん	幼稚園いやいや言ってたけど

2024/05/22(水)
11:54	ゆうげん	今日面接あって
11:54	ゆうげん	普通に受かったと思う
11:54	ゆうげん	ボーナスにも影響すると思うから
11:54	ゆうげん	増えた分から返済していく

2024/05/23(木)
12:08	ゆうげん	全然返事ないやん
12:56	あすか 11/19 8/11	なぎ日曜日熱あってからずっと幼稚園休んでる
12:56	あすか 11/19 8/11	アオも夜中とか朝方よく泣くし
12:57	あすか 11/19 8/11	あんまり余裕ないから
12:57	あすか 11/19 8/11	LINE開けてないだけ
13:01	ゆうげん	その辺を知りたかったの

2024/05/24(金)
06:38	ゆうげん	俺もずっと咳止まらなくて
06:39	ゆうげん	行って体調ぶっ壊したら元も子もないから
06:39	ゆうげん	今週は帰らずに来週帰る
11:21	あすか 11/19 8/11	わかった
19:24	ゆうげん	あおとなぎの体調変化とかなんかあったら教えて
19:24	ゆうげん	俺から送ってもどうせ返事ないから
19:24	ゆうげん	当分俺からは送らない
19:25	ゆうげん	"あと手術と術前検査も
進展あったら教えて"
19:27	ゆうげん	どうせなんもこやんやろうけど
23:53	あすか 11/19 8/11	アオとナギは今日も小児科連れてって薬もらってきた
23:53	あすか 11/19 8/11	ナギは週明けから幼稚園行くと思う
23:54	あすか 11/19 8/11	手術は6/27の受診以降じゃないとわからん

2024/05/26(日)
10:41	あすか 11/19 8/11	[写真]
10:41	あすか 11/19 8/11	これどうしたらいい？
10:41	ゆうげん	カード切り替えたからか
10:42	ゆうげん	前俺に送ったカードの番号登録して
10:44	あすか 11/19 8/11	Abemaのプレミアム会員のもなんか出てきてた
10:44	あすか 11/19 8/11	[写真]
10:44	ゆうげん	それは知らん
10:45	あすか 11/19 8/11	これもあのカードで支払いしてたからやろ？
10:45	ゆうげん	携帯代経由で払ってたのか
10:45	あすか 11/19 8/11	今IDも使われへんねんでな？
10:45	ゆうげん	直接契約はしてなかったはず
10:45	ゆうげん	うん
10:45	ゆうげん	IDも一応あのもうひとつのカードに入れれる
10:46	あすか 11/19 8/11	このiPhoneに登録してるカード(IDのやつ？)で支払ってたんちゃうかな
10:47	ゆうげん	わからん
10:47	ゆうげん	アベマは全く関与してない
10:49	あすか 11/19 8/11	いや、このiPhoneに登録してたカードで支払ってる感じになっててん、携帯代に入ってたかどうかとかはわからんけど
10:49	あすか 11/19 8/11	そのカードが使われへんなったからあーいうの出てきてる
10:49	ゆうげん	ならIDの再登録か
10:49	ゆうげん	直接アベマのサブスク設定でいいと思う
10:49	あすか 11/19 8/11	そう、でもまた新しいカード届くんやろ？
10:50	あすか 11/19 8/11	別にこれは急がんからまたでいいけど携帯代のはしとく
10:50	ゆうげん	カード
10:50	ゆうげん	なんか受け取られへんかったから
10:50	ゆうげん	来週になると思う
11:06	あすか 11/19 8/11	IDはそれ登録する方がいいやろ？別に急がんかったら
11:06	ゆうげん	うん
11:06	あすか 11/19 8/11	携帯代のはこれ急いだ方がいいんかな
11:06	ゆうげん	急いだ方がいいと思う
11:07	あすか 11/19 8/11	じゃあアオキのやつでやっとく
11:19	ゆうげん	わかった
11:19	ゆうげん	ZOZOのやつ入ったら
11:19	ゆうげん	それに変えて欲しい
21:12	あすか 11/19 8/11	[写真]
21:12	あすか 11/19 8/11	アオキのやつ入れたらこんなん出てきた
21:36	ゆうげん	わからん

2024/05/27(月)
09:29	あすか 11/19 8/11	いけた
09:29	あすか 11/19 8/11	[写真]

2024/05/28(火)
09:58	ゆうげん	雨大丈夫?
14:31	あすか 11/19 8/11	うん大丈夫

2024/05/29(水)
14:03	ゆうげん	[写真]
22:04	あすか 11/19 8/11	今日試したんやけどエンジン付かんくて
22:04	あすか 11/19 8/11	また明日いける時間やってみる
22:05	あすか 11/19 8/11	[写真]
22:05	あすか 11/19 8/11	これ回すん？

2024/05/30(木)
08:22	ゆうげん	鍵刺して回す
08:22	ゆうげん	鍵は車のキーの裏の引っ掛けを引っ張ったら
08:22	ゆうげん	鍵出る
08:22	あすか 11/19 8/11	鍵は刺して回してあけたよ
08:23	あすか 11/19 8/11	エンジンかけるのはあれまわすん？
08:23	ゆうげん	ブレーキ踏みながら回す
09:13	あすか 11/19 8/11	昨日そうしたけどエンジンかからんかった
09:13	あすか 11/19 8/11	またいけるときやってみる
10:33	ゆうげん	バスの価格の都合で
10:33	ゆうげん	今日帰る

2024/06/01(土)
11:18	あすか 11/19 8/11	家おる？
11:19	ゆうげん	おる
11:19	ゆうげん	車の中
11:19	あすか 11/19 8/11	もうすぐ家着く！
11:19	ゆうげん	お昼買った感じ?
11:19	あすか 11/19 8/11	そのまま昼買いに行くかなんかする？
11:20	あすか 11/19 8/11	買ってない
11:20	ゆうげん	買い物行こか

2024/06/02(日)
22:48	ゆうげん	[写真]
22:48	ゆうげん	[写真]
23:04	あすか 11/19 8/11	あ、忘れてた
23:05	ゆうげん	また明日足らん金額
23:05	ゆうげん	伝えるね
23:05	あすか 11/19 8/11	はーい！
23:05	あすか 11/19 8/11	また病院とかのお金も飛んでくから結構減るかもな
23:05	ゆうげん	しゃあない
23:05	ゆうげん	また仕事頑張る
23:05	あすか 11/19 8/11	とりあえず明日病院行ってくるさすがにw
23:06	ゆうげん	また結果分かったら教えて
23:06	ゆうげん	骨折ひび割れは
23:06	ゆうげん	さすがに帰らんと行かん
23:09	あすか 11/19 8/11	まぁ辛さはあるけど動けるし大丈夫やで
23:10	ゆうげん	"今はな
悪化したらあかん"
23:19	あすか 11/19 8/11	とりあえず咳おさまってほしい
23:19	あすか 11/19 8/11	それが治まらんと肋骨あたりが痛むのも治まらんよなw
23:21	ゆうげん	家のハウスダストかな
23:21	ゆうげん	みんなやられてる
23:21	ゆうげん	pm2.5とか黄砂が1番ありそうやけど
23:21	ゆうげん	大阪おるときが1番悪化する
23:24	あすか 11/19 8/11	今は風邪もはやってるけどな
23:24	あすか 11/19 8/11	なんやろなぁ
23:24	あすか 11/19 8/11	ナギアオは喉がちょっと赤いとかで喉の風邪かなって病院では言われてたけど
23:25	ゆうげん	口呼吸と乾燥かな
23:25	ゆうげん	もっと簡易的な加湿器欲しいな
23:25	ゆうげん	紙のやつみたいな
23:26	あすか 11/19 8/11	リビングも寝室も湿度50~60%くらいを保つようにはしてんねんけどなぁ
23:26	あすか 11/19 8/11	そういえばまたサンダルとかメルカリで出すって言ってたけどさ
23:26	ゆうげん	うん
23:26	あすか 11/19 8/11	あれって売り上げ？いくらくらいなん？
23:27	ゆうげん	ポイントとかも加味すると1500-2000
23:27	ゆうげん	利益ね
23:27	あすか 11/19 8/11	ポイントとかも加味すると、、とは？
23:27	ゆうげん	継続して買うとポイント貯まるやろ
23:27	あすか 11/19 8/11	そーなん？
23:27	ゆうげん	それで値引きしたりするから
23:28	あすか 11/19 8/11	まずあれどこから仕入れてるん？？
23:28	ゆうげん	zozoとかでもポイントあるやろ
23:28	ゆうげん	"色々
ファッション系も中国通販もめっちゃ色々"
23:28	あすか 11/19 8/11	色んなとこからなんか
23:30	ゆうげん	"日本のファッション系はほぼ全部見てる

ロコンド
ヨドバシ
BEAMS
ベイクルーズ
ZOZO
shoplist
ムラサキスポーツ
オッシュマンズ
300均の系列のやつ
LOWRYSFARMの系列のやつ
とか"
23:30	ゆうげん	めっちゃ色々
23:31	ゆうげん	特に15%オフとか数千円引きっていうのを狙って買ってる
23:31	ゆうげん	ただ最近メルカリポイントが尽きたから全然補充できてない
23:31	あすか 11/19 8/11	そーなんか
23:31	あすか 11/19 8/11	なかなか大変そやな
23:32	ゆうげん	これは好きやから流行りが見えてただけで、今は全然追えてないから
23:32	ゆうげん	来年は無理やと思う
23:32	ゆうげん	だから本業頑張ってる
23:33	あすか 11/19 8/11	本業も限界があるもんなぁ
23:33	あすか 11/19 8/11	私もなんか出来たらいいけどなかなかなー、
23:33	あすか 11/19 8/11	パート出るのもあんまメリットなさそやし
23:34	ゆうげん	"今はないで
AIを使うのが1番いい

まだ日本の10～20%しか使いこなせてない

女性なんてめっちゃ少ないから"
23:34	ゆうげん	SNSとかインスタ、Twitterも今では必須
23:34	ゆうげん	しまむらのモデルもAIで作ってるし
23:34	ゆうげん	AI学ぶのが1番いい
23:35	ゆうげん	俺も教えれる
23:37	ゆうげん	https://aismiley.co.jp/ai_news/shimamura-ai-luna-fashion-instagram/
23:37	ゆうげん	このモデルは存在しないAIで顔作ったモデル
23:39	あすか 11/19 8/11	今からなんか勉強してっていう余裕はないんよな
23:39	ゆうげん	"これは顔を別人に変える
ディープフェイクって言う技術で顔作ってる

今なら全身作れるけど、服着るの考えたら顔変える方がいい"
23:39	あすか 11/19 8/11	だから保育士…て思うけどメリットないからなー今はあんまり
23:39	ゆうげん	それすらAIに聞いて進めれるから今からならまじで一択
23:40	ゆうげん	"おれのサブスク貸してあげれるから
今ならタダで使えるよ"
23:41	あすか 11/19 8/11	いや、いいかなw
23:41	あすか 11/19 8/11	私もやけどまわりも家で出来ることとか探してるんよなー
23:42	あすか 11/19 8/11	メルカリとかはもう使い方も分かるし慣れてるからまだいいけど、、わからんもの学んで……ていう余裕は今はないなー
23:43	ゆうげん	"俺は今はこれ以外おすすめ出来ないな

何やるにも使うから

ハンドメイドだろうが転売だろうが勉強だろうが

身体動かす仕事じゃないなら尚更"
23:43	ゆうげん	まあ
23:43	ゆうげん	興味でたら言ってくれ
23:43	ゆうげん	一応会社では準専門やから
23:46	あすか 11/19 8/11	おすすめとか関係なしに普通に家でできる仕事って何あるんやろ
23:46	あすか 11/19 8/11	みんな探してても怪しく思ってしまうんやってぇ
23:47	ゆうげん	"パソコンでデザインとかかな
スキル磨く以外はまじで変なのしかないと思う"
23:48	ゆうげん	勉強なしにって言うと身体動かすしかない
23:52	あすか 11/19 8/11	家でできる仕事なんていくらでもあるとか言うてたからもっと知ってるんかな思たw

2024/06/03(月)
06:24	ゆうげん	おととしまでは
06:24	ゆうげん	いっぱいあったけど
06:24	ゆうげん	そのほとんどがAIのせいで
06:25	ゆうげん	仕事激減してるから
06:25	ゆうげん	タイピング仕事とか
06:25	ゆうげん	文字起こし仕事とか
06:25	ゆうげん	ほんまになくなって来てるねん
06:25	ゆうげん	言うたやん
06:25	ゆうげん	AIのせいでほんまに世界変わってきてるって
06:26	ゆうげん	まじで事務員さんとか来年消えてるから
06:27	ゆうげん	だから俺は必死に勉強してるねん
06:27	ゆうげん	"ココナラとかにいっぱいあったはずの仕事も
まじでなくなってきてる"
11:33	ゆうげん	18まん
11:33	ゆうげん	たらんかった
13:02	あすか 11/19 8/11	[写真]
13:03	あすか 11/19 8/11	いけたかな
13:16	ゆうげん	ありがとう
13:16	ゆうげん	後で確認するね
20:11	あすか 11/19 8/11	今日病院行ったけどレントゲンの写真では何も異常ないってー
20:11	あすか 11/19 8/11	肺炎とかにもなってないって
20:11	ゆうげん	よかった
20:11	あすか 11/19 8/11	とりあえず薬もらった5日分
20:11	ゆうげん	ならなんの痛みなんや
20:13	あすか 11/19 8/11	なんやろー、まぁ多少骨痛めてたり筋肉がやられてたりすんのかな？
20:13	あすか 11/19 8/11	ちょっと突っ込んでは聞けんかったからよく分からんけど
20:13	あすか 11/19 8/11	とりあえず薬飲んで治まらんかったらまた来てって言われた
22:24	ゆうげん	とにかく良くなって欲しい
22:24	ゆうげん	髪も好きな時に行ってきて
22:24	ゆうげん	死ぬ気で働くから大丈夫
23:03	あすか 11/19 8/11	ありがとうーー

2024/06/04(火)
06:49	ゆうげん	なんか
06:49	ゆうげん	テンション高めやな
06:49	あすか 11/19 8/11	やべぇ
06:50	あすか 11/19 8/11	37.6~37.8でそんなに高いわけじゃないけど熱出てきた私
06:50	ゆうげん	高いやん
06:50	ゆうげん	今日戻ろうか?
06:50	あすか 11/19 8/11	戻ってこれるなら戻ってきてくれるとありがたい
06:51	ゆうげん	"今日いきなりはわからんけど
今日〜明日で調整する"
06:51	あすか 11/19 8/11	明日になったら下がってるかもやけどw
06:53	あすか 11/19 8/11	いけたらでいいよー、全く動けんことはないから
06:54	ゆうげん	"わかった
今日1日研修やから合間合間で色々調整する"
06:54	あすか 11/19 8/11	今日は戻られへんよな？
06:55	ゆうげん	それも聞いてみる
07:05	あすか 11/19 8/11	お願いします
11:34	ゆうげん	今日帰るわ
11:34	ゆうげん	帰れる
11:56	あすか 11/19 8/11	ありがとう
11:56	あすか 11/19 8/11	何時くらい？
11:57	ゆうげん	朝着
11:57	ゆうげん	バスは今からとる
11:57	ゆうげん	早めに着くようにする
11:57	あすか 11/19 8/11	ありがとう
13:00	ゆうげん	7:30なんばやから
13:00	ゆうげん	8:10-8:20に家着くと思う
13:20	あすか 11/19 8/11	わかつた
13:31	ゆうげん	間に合う?
13:31	ゆうげん	ナギの幼稚園とか
13:40	あすか 11/19 8/11	8:30頃家出る
13:41	ゆうげん	シャワー浴びれないな
13:41	ゆうげん	帽子で行こう
13:49	ゆうげん	今はどう?
13:49	ゆうげん	明日は有給取ったから
13:49	ゆうげん	1日動ける
13:50	あすか 11/19 8/11	38℃超えてきてまぁ普通に辛い
13:50	ゆうげん	おけ
13:50	ゆうげん	無理せず
13:50	ゆうげん	誰か呼んで今日は乗り越えて
18:54	ゆうげん	"一応明後日明明後日も
テレワークか有給で切り替えられるから"

2024/06/05(水)
07:29	ゆうげん	いま電車
07:29	ゆうげん	15分くらい早めに着く
16:47	ゆうげん	☎ 通話をキャンセルしました

2024/06/06(木)
21:57	あすか 11/19 8/11	どっか行ってるんー？
21:57	ゆうげん	にもつ
21:57	ゆうげん	取りに行ってる
21:58	ゆうげん	だからお酒飲まなかった
21:58	あすか 11/19 8/11	そーなんか
21:58	あすか 11/19 8/11	コンビニ？
21:58	ゆうげん	うん
21:58	あすか 11/19 8/11	朝食べるパンほしい
21:58	ゆうげん	パン?
21:58	ゆうげん	おけ
21:58	あすか 11/19 8/11	パン
21:58	ゆうげん	どんな??
21:58	あすか 11/19 8/11	どこのコンビニ？ファミマ？
21:59	ゆうげん	ファミマ
22:00	ゆうげん	セブンでもローソンでもいいで
22:02	あすか 11/19 8/11	セブンのあのクロワッサンは気になる
22:02	あすか 11/19 8/11	[写真]
22:02	あすか 11/19 8/11	ファミマやとこれ
22:03	ゆうげん	どっちや
22:03	あすか 11/19 8/11	ファミマに取りに行くなら生スコーンでもいいよ
22:08	ゆうげん	買ったから
22:09	ゆうげん	かえる
22:09	あすか 11/19 8/11	ありがとう
22:09	ゆうげん	スコーンちいさいな
22:09	あすか 11/19 8/11	うん
22:18	ゆうげん	ちょいまってな
22:18	あすか 11/19 8/11	どしたー？
22:20	ゆうげん	普通にダンボールしててる
22:20	ゆうげん	す
22:20	あすか 11/19 8/11	お風呂入る！
22:20	ゆうげん	うい

2024/06/07(金)
11:36	あすか 11/19 8/11	[動画]
11:36	あすか 11/19 8/11	[動画]
11:36	あすか 11/19 8/11	[写真]
11:36	あすか 11/19 8/11	[写真]
20:56	あすか 11/19 8/11	今日こそ買ってきてもらおかな、、セブンの、、🥐
20:57	あすか 11/19 8/11	あお寝たーお風呂入ってくる
20:57	ゆうげん	セブンおっけい

2024/06/09(日)
10:41	あすか 11/19 8/11	次の次くらいに呼ばれる
10:41	ゆうげん	うい
11:23	あすか 11/19 8/11	[動画]
11:23	あすか 11/19 8/11	[動画]
11:23	あすか 11/19 8/11	[動画]
