/19 8/11	今思いつくのはこれくらい
14:12	ゆうげん	意外とスペース取るのよね
14:12	ゆうげん	そっちには4つずつ送ったよね？
16:01	あすか 11/19 8/11	え、めっちゃあるじゃん
16:01	あすか 11/19 8/11	そうやったかな
16:01	ゆうげん	コストコみたいなまとめ買いがヨドバシで安かった方
16:01	ゆうげん	から
17:27	あすか 11/19 8/11	そうなんやね
17:27	あすか 11/19 8/11	そういえば
17:27	あすか 11/19 8/11	かい君にエアコンのこと聞いたら
17:28	あすか 11/19 8/11	ヤマダ電機で買うにしろ買わんにしろ10月までに買った方がいいでって言ってた
17:28	あすか 11/19 8/11	値上がりするからって
17:28	ゆうげん	なんで?
17:28	ゆうげん	その辺に今日話させて
17:30	あすか 11/19 8/11	わからんけどさ、保険料とかもやし何かと10月から値段上がるよね
17:30	あすか 11/19 8/11	エアコンも10月から値段上がるらしい
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	[写真]
17:32	あすか 11/19 8/11	こういうのインスタでもめっちゃ見る
17:33	ゆうげん	"ふむ
家電系もそうなんかな"
17:34	ゆうげん	"購入10月までで
発送12月できるんかな"
17:55	あすか 11/19 8/11	かい君はエアコンとかも値上がりするって言ってたよ
17:55	あすか 11/19 8/11	"ヤマダ電機は、9月購入
12月取り付けできるって言ってた"
18:02	ゆうげん	"冷蔵庫
テレビ
洗濯機も？"
18:02	ゆうげん	どれくらい上がるの?
18:28	あすか 11/19 8/11	冷蔵庫テレビ洗濯機はどーなんやろな
18:28	あすか 11/19 8/11	わかんない
18:41	ゆうげん	わかった
18:49	あすか 11/19 8/11	聞いてみてる
18:51	あすか 11/19 8/11	[写真]
18:51	あすか 11/19 8/11	[写真]
18:52	あすか 11/19 8/11	大阪今日と明日気温低め
18:52	あすか 11/19 8/11	ゆーくん帰ってくる時は最高気温は30度近い＆天気悪め
18:52	ゆうげん	天気がクソ
18:53	あすか 11/19 8/11	ホンマに
18:53	あすか 11/19 8/11	天気悪
19:07	ゆうげん	あしたから
19:07	ゆうげん	芋か
19:34	あすか 11/19 8/11	芋？
19:35	あすか 11/19 8/11	スタバ？
19:39	ゆうげん	そそ
19:41	ゆうげん	今帰るけど
19:41	ゆうげん	外クソ寒い
20:22	あすか 11/19 8/11	今日大阪も寒いもん
20:22	あすか 11/19 8/11	まじ気をつけてね
20:22	あすか 11/19 8/11	気温差
20:27	ゆうげん	気をつける
20:27	ゆうげん	明日格好どうしよう
20:29	あすか 11/19 8/11	"夜とか朝は寒いやろうから
羽織るもんもっときね"
20:32	ゆうげん	カーディガンか
20:33	ゆうげん	一貫して涼しくなって欲しいね
20:51	ゆうげん	久々に2人ににあえるから
20:51	ゆうげん	ワクワク
22:37	あすか 11/19 8/11	ねー、また暑なったり寒なったり、、季節の変わり目はまじ気をつけないと
22:37	あすか 11/19 8/11	明日の夜発やんな
22:37	ゆうげん	明日の23:30
22:37	ゆうげん	着は6:30なんば
22:37	ゆうげん	普通に仕事ある
23:19	あすか 11/19 8/11	気をつけて帰ってきてください
23:22	ゆうげん	通話する?
23:36	あすか 11/19 8/11	そのうち寝てるかもやけど
23:36	あすか 11/19 8/11	ゆーくんまだ寝ないのー？
23:43	ゆうげん	☎ 通話時間 0:01

2022/09/21(水)
06:28	あすか 11/19 8/11	☎ 通話時間 6:44:43
07:26	ゆうげん	おはよう
07:26	ゆうげん	そういえば
07:27	ゆうげん	[写真]
07:27	ゆうげん	オーナメント
07:44	あすか 11/19 8/11	このオーナメント
07:44	あすか 11/19 8/11	ビスクで売ってたやつ？
07:45	あすか 11/19 8/11	おはよう
07:45	あすか 11/19 8/11	あ、そういえば、クリスマスツリー届いた音沙汰ないんやけどいつ届くんやっけ？
07:50	ゆうげん	そそ
07:50	ゆうげん	[写真]
07:50	ゆうげん	今日っぽい
07:56	あすか 11/19 8/11	[写真]
07:56	あすか 11/19 8/11	[写真]
07:56	あすか 11/19 8/11	オーナメント後はこういうのあったら可愛いかな
07:56	あすか 11/19 8/11	今日ぽいのか
07:56	あすか 11/19 8/11	何時頃やったっけな
08:01	ゆうげん	18-20
08:01	ゆうげん	ふむ
08:02	ゆうげん	ゴールド×ホワイト?
08:03	ゆうげん	東京今日最高
08:03	ゆうげん	涼しい
08:15	あすか 11/19 8/11	そだなーこの色味が1番かわいかったかな
08:15	あすか 11/19 8/11	大阪も今日は気温低め
08:16	あすか 11/19 8/11	[写真]
08:19	ゆうげん	金曜暑いな
08:34	ゆうげん	まじ格好困る
08:35	あすか 11/19 8/11	金曜日以降は最高気温30度近い全部
08:35	あすか 11/19 8/11	朝晩は冷えそう
08:36	ゆうげん	一番難しいな
08:36	ゆうげん	何持っていこう
09:04	あすか 11/19 8/11	とりあえず羽織るものは必要なんじゃない
09:08	ゆうげん	そこに着ていける羽織がない
09:08	ゆうげん	いまライトなアウター選別して万単位のやつばっかや
09:14	あすか 11/19 8/11	カーディガンとかないの？
09:15	あすか 11/19 8/11	なんでもいいからとにかく羽織れるもの
09:15	ゆうげん	ウールとかいいコットンのやつしかないねぇ
09:15	ゆうげん	ユニクロ探さないと
09:15	あすか 11/19 8/11	どこの金持ちやねん
09:15	あすか 11/19 8/11	見た目なんでもいいからとにかく羽織れるものね
09:15	あすか 11/19 8/11	風邪ひく
09:15	ゆうげん	マイホームならなんでも来て帰れるし好きな時に洗濯できるのにねぇ
09:16	あすか 11/19 8/11	まぁ実家おる選択してるから仕方ない
09:16	あすか 11/19 8/11	羽織れるもの忘れずにね
09:16	ゆうげん	うむ
09:16	あすか 11/19 8/11	寒くなるなら早く寒くなってしまってほしいな
09:16	あすか 11/19 8/11	服片付けられへん
09:42	ゆうげん	せやな
09:42	ゆうげん	30度はあかんわ
11:35	あすか 11/19 8/11	まだしばらく最高気温は30度近いからなぁ
11:35	あすか 11/19 8/11	夏物なおされへん
13:45	あすか 11/19 8/11	そういえば、ナギの真っ黒コーデもうある？？
13:50	ゆうげん	まだや
13:50	ゆうげん	かわないと
14:00	あすか 11/19 8/11	この連休中にハロウィンフォト撮りたかったのだけど
14:00	あすか 11/19 8/11	間に合うかな
14:01	ゆうげん	ユニクロかGU行こか
14:01	あすか 11/19 8/11	こっちでってことよね？
15:57	ゆうげん	そうそう
17:32	あすか 11/19 8/11	いけるタイミングありますように
18:21	あすか 11/19 8/11	[写真]
18:21	あすか 11/19 8/11	ですって
18:22	あすか 11/19 8/11	"あとさ、クリスマスツリー届いたんやけどさ、デカ(笑)
早く倉庫持っていかな邪魔や"
18:29	ゆうげん	四半期ね
18:29	ゆうげん	そんなにでかいんか
19:31	あすか 11/19 8/11	まぁ、普通にでかいって感じ
19:33	ゆうげん	明日見てみよう
19:34	ゆうげん	ナギの写真
19:34	ゆうげん	金土日どこで取る?
19:35	あすか 11/19 8/11	色々考え中
19:36	あすか 11/19 8/11	あれ持ってきてほし
19:36	あすか 11/19 8/11	プチミグ
19:36	ゆうげん	うい
19:36	ゆうげん	必須のものは先行っといてな
19:36	ゆうげん	今帰ってる
19:46	ゆうげん	家ついたら準備せな
20:09	あすか 11/19 8/11	もうオーナメントも持って来とく？
20:15	ゆうげん	ちょい大きいから
20:15	ゆうげん	まだなつもりやった
20:19	あすか 11/19 8/11	おけおけ
20:19	あすか 11/19 8/11	プチミグは欲しい
20:19	あすか 11/19 8/11	ビスクで何買ったんかも気になるな〜
20:26	ゆうげん	オーナメントだけやで
20:27	あすか 11/19 8/11	[写真]
20:28	あすか 11/19 8/11	このベストはまだ届いてないやつ？
20:33	ゆうげん	それ在庫切れやった
20:34	ゆうげん	あとでお詫び来てた
20:34	あすか 11/19 8/11	届きますっていうから注文してるんかおもた
20:34	あすか 11/19 8/11	そうなんか
20:34	ゆうげん	残念やけどしゃあない
20:34	ゆうげん	焚き火いる?
20:35	あすか 11/19 8/11	焚き火どっちでも
20:35	ゆうげん	タペストリーは?
20:35	あすか 11/19 8/11	どっちでも
20:35	ゆうげん	言うてタペストリーもう使う機会ないやろ
20:36	あすか 11/19 8/11	前話してたタペストリーも買ってるからなぁ
20:37	ゆうげん	ちなみに
20:37	ゆうげん	クリスマスツリーは
20:37	ゆうげん	家の中?
20:37	ゆうげん	そと?
20:37	あすか 11/19 8/11	どゆこと？
20:37	ゆうげん	雨で濡れないか
20:38	あすか 11/19 8/11	当たり前に家の中入れてる
20:39	ゆうげん	ありがとう
20:39	ゆうげん	明日仕事終わったら
20:39	ゆうげん	持ってくわ
22:41	ゆうげん	涼しいと思って
22:41	ゆうげん	スウェットで出たら
22:41	ゆうげん	あちぃ
22:41	ゆうげん	気温より湿度が頭おかしい

2022/09/22(木)
02:08	あすか 11/19 8/11	だから羽織ものにしなって言ったのにーーーー
05:36	あすか 11/19 8/11	めちゃくちゃ雨降ってる
05:36	あすか 11/19 8/11	大丈夫？
06:06	ゆうげん	おはよう
06:06	ゆうげん	そろそろ難波つくが
06:06	ゆうげん	そんなにか
06:09	あすか 11/19 8/11	いまおさまってそう
06:22	ゆうげん	北助松〜お家間だけでも収まってくれたらいい
06:23	ゆうげん	[写真]
06:23	ゆうげん	今日涼しいな
07:09	あすか 11/19 8/11	雨は？
07:10	ゆうげん	今んとこ大丈夫
07:10	あすか 11/19 8/11	そかそか
07:10	ゆうげん	8:00くらいに着くと思う
07:10	ゆうげん	なんば駅の近く
07:11	あすか 11/19 8/11	まだバス？
07:11	ゆうげん	もう降りてる
07:12	あすか 11/19 8/11	おけ
07:12	ゆうげん	今回も荷物やばい
07:12	ゆうげん	椅子二脚にテント
07:21	あすか 11/19 8/11	結局テント持ってきたん？
07:21	あすか 11/19 8/11	使わなさそやのに
07:21	ゆうげん	持ってきた
07:21	あすか 11/19 8/11	なんで？
07:23	ゆうげん	"使いたいし
場所にも困ってた"
07:23	あすか 11/19 8/11	気をつけて
07:46	ゆうげん	しまった
07:46	ゆうげん	羽衣降りたのに泉大津行き乗っちゃった
07:46	ゆうげん	くそ
07:46	ゆうげん	車でえききてほしい
07:51	ゆうげん	お風呂入る時間ないわ
07:51	あすか 11/19 8/11	車出せる人居ない
07:51	あすか 11/19 8/11	今どこ？
07:52	ゆうげん	泉大津
07:52	ゆうげん	今乗り換えてる
07:52	あすか 11/19 8/11	8時くらいに北助松？
07:53	ゆうげん	うん
07:53	あすか 11/19 8/11	車は無理やから自転車で行けるようにする
09:04	ゆうげん	コンビニの袋
09:04	ゆうげん	欲しい
09:05	ゆうげん	手巻き寿司入ってる
18:08	あすか 11/19 8/11	ご飯できてるのでいつでも降りてきてください

2022/09/25(日)
08:27	ゆうげん	https://search.rakuten.co.jp/search/mall/成長+チェア/?s=5
12:36	ゆうげん	☎ 通話時間 0:48
12:43	ゆうげん	☎ 通話をキャンセルしました
14:41	あすか 11/19 8/11	[写真]
14:55	あすか 11/19 8/11	"一応確認に説明きとくね！

小学校の前の道通って
踏切まで行って踏切渡らず
手前で左に曲がってまっすぐ
走って、左手に税務署出て
きたら右に曲がって少し
行ったとこらへんに
LOOPあるよ"
14:56	ゆうげん	きとく
15:50	ゆうげん	今から向かうで
16:04	ゆうげん	着いたけどまだそうやから
16:04	ゆうげん	隣のアプロおる
16:04	ゆうげん	スーパー
19:04	あすか 11/19 8/11	気をつけて帰ってね
19:04	ゆうげん	[スタンプ]
19:04	あすか 11/19 8/11	なぎ頼める時間あって気分転換できたよありがとうーー
19:04	あすか 11/19 8/11	祭りも無事会えるようにお気を付けて！！
19:04	ゆうげん	よかったよかった
19:04	ゆうげん	また再来週ね
19:05	あすか 11/19 8/11	うん、そだね
19:05	あすか 11/19 8/11	またいい写真出来上がったらみせて〜
19:05	ゆうげん	頑張って加工する
19:07	あすか 11/19 8/11	ナギの法被姿も楽しみやな
19:07	ゆうげん	貰えるの?
19:08	あすか 11/19 8/11	あーりんちに色んなサイズの置いてるみたいやから着れそうなの借りる！
19:09	ゆうげん	俺もいい格好しよ
19:10	あすか 11/19 8/11	"なぎ動き回るやろうし
汚れてもいいのにしといてね"
19:14	ゆうげん	汚れてもいいいい格好しよ
19:35	あすか 11/19 8/11	うん、そうしよーー
19:35	ゆうげん	あと
19:35	ゆうげん	かでん
19:35	あすか 11/19 8/11	うん、家電ね、考えなきゃ
19:36	ゆうげん	あと5日しかない
19:36	ゆうげん	10月まで
19:38	あすか 11/19 8/11	そだな
19:38	あすか 11/19 8/11	どやって決める
19:38	あすか 11/19 8/11	どこで買う？
20:23	ゆうげん	ライブあったんか
20:23	ゆうげん	なんか
20:23	ゆうげん	人多いな
20:24	ゆうげん	とりあえず
20:24	ゆうげん	ネットで
20:24	ゆうげん	値段みよ
20:35	あすか 11/19 8/11	人多いのか、、まじ気をつけて
20:35	あすか 11/19 8/11	うん、おけ
20:36	ゆうげん	新幹線乗ったよ
20:49	あすか 11/19 8/11	何時に東京駅？
20:49	あすか 11/19 8/11	おうちまで気をつけてね、色々
20:50	ゆうげん	10:57
20:50	ゆうげん	もち
20:50	あすか 11/19 8/11	遅いね
20:51	あすか 11/19 8/11	"今からなぎの歯磨きして
その後寝かしつけだ"
21:09	ゆうげん	無理せず眠かったら寝てな
23:09	ゆうげん	アキバ着いた
23:56	ゆうげん	家ついたよ

2022/09/26(月)
00:17	ゆうげん	今日もありがとうね
07:10	あすか 11/19 8/11	ごめん寝ちゃってた
07:10	あすか 11/19 8/11	無事家ついたのね、お疲れ様
08:22	ゆうげん	おはよう
08:56	あすか 11/19 8/11	おはよう
08:56	あすか 11/19 8/11	松本さんLINEみてるんー？
08:56	ゆうげん	見てない気が
08:57	あすか 11/19 8/11	あら、そうなのか
12:57	ゆうげん	今日こそ
12:57	ゆうげん	家電決めるよ
15:48	あすか 11/19 8/11	うん、夜起きとけるように頑張ります
21:44	ゆうげん	なぎちゃん寝たら教えてちょ

2022/09/27(火)
01:19	あすか 11/19 8/11	ごめん寝てしまってた…
08:31	ゆうげん	おはようやで
08:36	あすか 11/19 8/11	おはよう
13:56	ゆうげん	今月のお給料28やから
13:56	ゆうげん	引き落としと保険で
13:56	ゆうげん	足りなくなる
15:28	あすか 11/19 8/11	前にお給料余ってても持っててーて言ってたやつでいける？
15:28	ゆうげん	行けるっちゃ行ける
15:29	あすか 11/19 8/11	いけるっちゃいけるとはどんな感じ
15:29	ゆうげん	メルぺいの現金化
15:31	あすか 11/19 8/11	9月とか引き落とし額やばいから…て置いてた前のお給料とかを足してもメルペイいるてこと？
15:32	ゆうげん	いや足りるわ
15:33	ゆうげん	労金にはいるからいちいち計算しないといけない
15:33	ゆうげん	めんど
15:34	あすか 11/19 8/11	労金にお給料入るのは確かにややこしい
15:35	ゆうげん	引き落とし口座変えたいね
15:49	あすか 11/19 8/11	今は入るのも出るのも労金？
15:56	ゆうげん	クレジットは
15:56	ゆうげん	UFJ
17:12	あすか 11/19 8/11	"クレジットの引き落としは
労金から毎回送ってるん？"
17:12	ゆうげん	手で送金してる
17:12	ゆうげん	毎回
18:39	あすか 11/19 8/11	めんどいやつやね
19:06	ゆうげん	もうちょいで帰ります
19:07	あすか 11/19 8/11	お気を付けて
19:08	あすか 11/19 8/11	[写真]
19:08	ゆうげん	大阪暑かった?
19:08	ゆうげん	目よ
19:08	あすか 11/19 8/11	うん、暑かったね
19:08	ゆうげん	[写真]
19:09	あすか 11/19 8/11	午後は雨降ってたから外出てないけど
19:09	あすか 11/19 8/11	よくある事故w
19:09	ゆうげん	だんじりは天気大丈夫かな
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	[写真]
19:09	あすか 11/19 8/11	だんじりもなー
19:10	あすか 11/19 8/11	危うい
19:10	ゆうげん	なぎのだんじりverだけでも見ときたいな
19:11	ゆうげん	"アスカのだんじり姿と見比べたい
昔の"
19:13	あすか 11/19 8/11	見比べるの？(笑)
19:13	ゆうげん	"感慨深いやん
2世代"
19:17	あすか 11/19 8/11	私の小さい頃のはっぴ姿探しとこ
19:24	ゆうげん	おれもいつかきたいな
19:25	あすか 11/19 8/11	わろた(笑)
19:35	ゆうげん	なにわろてんねん
19:48	ゆうげん	結局今から帰ります
20:21	あすか 11/19 8/11	あらま
20:21	あすか 11/19 8/11	お疲れ様です
20:21	あすか 11/19 8/11	気をつけてね
20:37	ゆうげん	着いたよ
20:38	ゆうげん	飯食う
20:38	ゆうげん	[スタンプ]
21:04	あすか 11/19 8/11	今日は何食べるのー？
21:04	あすか 11/19 8/11	今からなぎ寝かせる
21:04	ゆうげん	1人豚しゃぶ
23:53	ゆうげん	おきろー

2022/09/28(水)
00:05	ゆうげん	☎ 通話に応答がありませんでした
00:12	ゆうげん	☎ 通話に応答がありませんでした
00:15	あすか 11/19 8/11	☎ 不
