8/11	角地にするか
11:40	ゆうげん	その3つのどれでもいいよ
11:40	あすか 11/19 8/11	あ、でも24日に出さなあかん粗大ゴミあるやんね？
11:41	あすか 11/19 8/11	てことは23日はセフィール行くんかな？
11:41	ゆうげん	ゴミは前日に出すから
11:41	ゆうげん	"あ
電気退去日まで続けてくれると助かる"
11:41	ゆうげん	真っ暗な中作業できん
11:41	あすか 11/19 8/11	おけおけ，電気は27日におわるようにしてもらうね
11:42	あすか 11/19 8/11	ガスはどうしよ？23日セフィールにおるなら23日にしてもらう？
11:42	あすか 11/19 8/11	行ったり来たりできるだけ減らせる方がいいかなーと💭どうしよう？
11:43	あすか 11/19 8/11	あれ？
11:43	あすか 11/19 8/11	あー
11:44	あすか 11/19 8/11	"25日も粗大ゴミ出さなやから
24日もセフィールいくと
思うけど24日は夜に
セフィールいく感じよね？"
11:44	あすか 11/19 8/11	"いつがベストだろ、、
ごめん一人でめっちゃしゃべってる"
11:44	ゆうげん	"ガス入らん
いつ切ってもいいよ"
11:45	ゆうげん	家近いからゴミは大丈夫
11:46	あすか 11/19 8/11	"どうせならゴミの都合で
セフィールおる日の方が
いいかなーて思って💭

23日朝イチ東京ついて23日はゴミ出しのためにもセフィール行くやろうから23日のお昼過ぎとかにしとくのはどうかな？"
11:48	あすか 11/19 8/11	平日の午前中とかの方がよければ24日の午前中にしとくよ〜
11:48	ゆうげん	"いや
ゴミは前日の夜出すから"
11:48	ゆうげん	マジでいつでもいいよ
11:49	あすか 11/19 8/11	"じゃあ23日のお昼過ぎとか
無理だったら夕方とかに
しとくね？"
11:49	ゆうげん	うん
11:49	あすか 11/19 8/11	で，電気は27日にとめるんよね！
11:50	あすか 11/19 8/11	じゃあ電話してきます
11:58	ゆうげん	おけ
12:06	あすか 11/19 8/11	"ニチガスは11/23 お昼過ぎの
希望を担当者に伝えて
担当者から電話しますって感じやったから電話待ちです"
12:06	ゆうげん	おけ
12:06	あすか 11/19 8/11	電気はエネオス電気よね？
12:06	ゆうげん	うん
12:06	あすか 11/19 8/11	[写真]
12:07	あすか 11/19 8/11	ここにかけたんやけど
12:07	あすか 11/19 8/11	"私が伝えた情報で登録者が見当たらないから登録されてる電話番号から電話してもらうか
お客様番号を確認して欲しいって言われた"
12:08	ゆうげん	[写真]
12:08	ゆうげん	これ
12:08	あすか 11/19 8/11	ご契約番号てやつやね
12:08	ゆうげん	これでやって見て
12:08	あすか 11/19 8/11	電話する場所はあれであってるよね？
12:16	ゆうげん	たぶん
12:37	あすか 11/19 8/11	めちゃんこ時間かかった笑笑
12:37	あすか 11/19 8/11	なんかね
12:37	あすか 11/19 8/11	契約の時に間違いがあったみたいで
12:37	ゆうげん	うん
12:46	あすか 11/19 8/11	"名前が
こくまつ　ゆうかい
になってて

生年月日が
1992/12/02になってたから

確認とられへんかったみたい"
12:46	ゆうげん	笑うわ
12:47	あすか 11/19 8/11	とりあえず無事に解約はできてる
12:47	ゆうげん	よかったよかった
12:47	ゆうげん	こくまっつ
12:47	あすか 11/19 8/11	注意事項があって
12:51	あすか 11/19 8/11	"○郵便局かWEBから
　転送届っていうのを出したら
　ハガキとか新しいとこ届く
　から転送届出してね

○解約月は日割り計算になるよ

○27日ブレーカー落としててね

○27日の翌日以降に電気止まるよ

○2年とくとく割りっていう
　オプションサービス利用
　してるんだけど、
　これは更新月以外の解約に
　なると手数料がいって
　1100円かかるよ
　これは最後の請求で
　一緒に請求する形になるよ"
12:52	ゆうげん	おけけ
12:52	あすか 11/19 8/11	電気は無事に解約手続きできて、ガスもおそらく11月23日にできます！
12:52	あすか 11/19 8/11	今のところできるのこれくらいかな？
12:52	あすか 11/19 8/11	ほか何かある？
16:02	ゆうげん	ほかは
16:02	ゆうげん	ないかなぁ
19:17	ゆうげん	帰ります
19:48	あすか 11/19 8/11	何かあったらまた言ってね
19:48	あすか 11/19 8/11	たいしたことできなくてごめん
19:48	あすか 11/19 8/11	気をつけて帰ってね，お疲れ様です
20:22	ゆうげん	さて
20:22	ゆうげん	今日中にほぼ終わらすで

2021/11/12(金)
04:11	ゆうげん	やばい
04:11	ゆうげん	まだ寝てない
04:48	ゆうげん	そろそろねる
06:07	あすか 11/19 8/11	ごめん
06:08	あすか 11/19 8/11	なぎと一緒に寝ちゃってた
06:08	あすか 11/19 8/11	梛のご飯作らなきゃやったのに…
06:08	あすか 11/19 8/11	朝方までやってたの？ごめんね…
06:08	あすか 11/19 8/11	"明日出社無理せず
しんどかったらテレワークに切り替えてもらったりしてね"
06:09	あすか 11/19 8/11	何よりも身体大事にしてね
06:09	あすか 11/19 8/11	なんか夢見た
06:16	あすか 11/19 8/11	"ゆー君と私と梛と知らない女の人が同じ部屋にいた

ゆーくん、知らない女の人には
昔私に見せてくれてた照れた表情見せてた

でも私と梛には興味なさげで

知らない女の人が
トイレに行った隙に
私がゆー君に近付いて
抱き締めようとすると
首振って拒否られた

号泣してもスルーで

笑顔も見せてくれなくて

散らかったおもちゃや荷物を
早くカバンに詰めて出ていって欲しいっていう感じやった

私と梛が荷物を持ってそこを
出ていく時、知らない女の人が
「待ってる」ていうと
「なんで？」てゆー君が
言ってた

着いてきてよって感じの
甘えた表情みせてた

私と梛が出ていくのも
ゆー君一人でお見送りしようと
してくれなかった

久しぶりにこんな夢見た

夢が嫌で起きて
涙出てきて

ものすんごくゆー君に
会いたくなった"
06:24	ゆうげん	そんなんできる元気ないで
06:27	あすか 11/19 8/11	"ここ最近

疲れさせてしまってる
ゆーくんに
言葉かけることしか
できないのに

何を言えばいいかも
わかんなくて

こんな私だったら
嫌われるんじゃないかとか

ゆーくんなんとなく
素っ気ないしもう
嫌われてるんじゃないかとか

そんなことないでしょって
ことまで考えちゃうように
なってて

ゆー君が疲れてる時に
弱音吐いちゃダメだって
ずっと言えなかったけど

私も何かと精神的に疲れてて

ゆー君のそばにいて
力になれない自分が
嫌になって

こんな自分嫌われるって

こわくなって

ほんとにごめんね

全然ゆーくんのためになること
できてなくて"
06:28	あすか 11/19 8/11	"ごめんしか言えないのも
もどかしい"
06:28	あすか 11/19 8/11	何もかも私が悪く感じる
06:28	あすか 11/19 8/11	ごめん
06:33	あすか 11/19 8/11	疲れてるのにごめんねこんなこと話して
08:02	ゆうげん	おはよ
08:02	ゆうげん	全然ええでーー
08:03	ゆうげん	とりあえず2時間寝てげんき
08:05	あすか 11/19 8/11	無理しないでね
08:05	ゆうげん	ユニクロの最新人気コラボ買えて上機嫌
08:05	ゆうげん	よく起きれた俺
08:06	あすか 11/19 8/11	そかそか
08:06	あすか 11/19 8/11	"私がどうこうするより
そんなんの方が元気出るよね"
08:06	あすか 11/19 8/11	またいろんな服着せて見せてね
08:07	あすか 11/19 8/11	どんな服買えたの？
08:07	ゆうげん	プラスジェイ
08:08	ゆうげん	前俺が店舗まで買いに行ったやつ
08:08	ゆうげん	あれから1年かぁ
08:08	あすか 11/19 8/11	そか
08:08	あすか 11/19 8/11	はやいね
08:09	ゆうげん	さて
08:09	ゆうげん	シャワー浴びな
08:12	ゆうげん	大丈夫
08:12	ゆうげん	なんだかんだ言っても
08:12	ゆうげん	アスカとナギのこと
08:12	ゆうげん	大好きマンやから
08:12	ゆうげん	ただ今回はあまりに大変で
08:12	ゆうげん	余裕なかっただけやで
12:07	あすか 11/19 8/11	うん、ありがと
12:10	あすか 11/19 8/11	"ガス

11/23 
13:00〜17:00の間で15分くらい

この時間内でどこで
いけるかわからんから
行く前に
08014914175に
電話してから伺うように
しますってさ"
12:36	あすか 11/19 8/11	"あ、あとガスの方も
転送届のこと言ってた"
14:30	ゆうげん	あい
14:55	ゆうげん	土地のローン何時からやっけ
15:09	あすか 11/19 8/11	13時って言ってたよ
15:09	ゆうげん	おけ
15:09	あすか 11/19 8/11	どした？
15:14	ゆうげん	バスの時間
15:27	ゆうげん	寝てないし今日くそ忙しくてお昼食ってないし死ねる
15:42	あすか 11/19 8/11	バス予約とったの？
15:43	あすか 11/19 8/11	"お昼食べてないんか、、
夜しっかり食べて
今日はしっかり寝てね"
19:28	ゆうげん	さて
19:28	ゆうげん	帰ってます
19:29	ゆうげん	バス撮るつもり
20:13	あすか 11/19 8/11	晩ご飯しっかり食べてね
20:13	あすか 11/19 8/11	お疲れ様です
20:41	ゆうげん	ありあど
20:41	ゆうげん	今日土日が勝負や
21:15	あすか 11/19 8/11	今はどんな感じ？
21:15	あすか 11/19 8/11	なぎ寝たよ〜
21:15	ゆうげん	ご飯食べてる
21:15	あすか 11/19 8/11	そかそか
21:15	あすか 11/19 8/11	何食べてるの？
21:15	ゆうげん	すし
21:15	ゆうげん	景気づけ
21:16	あすか 11/19 8/11	お寿司か、いーね(emoji)
21:17	あすか 11/19 8/11	今さ，スシローかに
21:17	あすか 11/19 8/11	[写真]
21:17	ゆうげん	うわー
21:17	ゆうげん	おいしそ
21:17	あすか 11/19 8/11	ね、おいしそう
21:20	あすか 11/19 8/11	ゆー君，今日邪魔にならなさそうやったら電話かけて〜
21:20	あすか 11/19 8/11	私も服の整理してるから
21:20	ゆうげん	言っとくけど
21:20	ゆうげん	かなちにもつおおいで
21:20	ゆうげん	かなり
21:21	ゆうげん	大阪送るの
21:21	ゆうげん	ダンボール20はあるから
21:21	あすか 11/19 8/11	うん、わかった
21:21	あすか 11/19 8/11	まとめてくれてありがとう
21:21	ゆうげん	俺40個超えそうやけど
21:21	あすか 11/19 8/11	すごいね，ゆーくんの
21:21	ゆうげん	あたおかや
21:21	あすか 11/19 8/11	40
21:21	あすか 11/19 8/11	📦
21:22	ゆうげん	これ家電入ってないしな
21:22	ゆうげん	靴が効率悪い
21:22	ゆうげん	靴箱で保管してるから
21:22	あすか 11/19 8/11	靴か
21:22	ゆうげん	箱サイズが合わん
21:22	あすか 11/19 8/11	あー、そか
21:23	あすか 11/19 8/11	なるほど。。
21:23	ゆうげん	まあいいや
21:23	ゆうげん	当初25箱くらいって言ってたのに
21:23	ゆうげん	2倍になりそう
21:23	ゆうげん	ごめんね佐川
21:23	ゆうげん	ちゃうわ
21:23	ゆうげん	さかい
21:24	あすか 11/19 8/11	サカイ引越センター
21:24	あすか 11/19 8/11	服好きやった人やね
21:24	ゆうげん	俺は異次元やけどな
21:24	ゆうげん	個人引越しで40箱は頭おかしい
21:26	ゆうげん	でも服畳んでる時幸せやった
21:26	あすか 11/19 8/11	"父になっても趣味に💸は…
て思うこともあったけど"
21:26	あすか 11/19 8/11	ハマるととことんやるとこ
21:27	あすか 11/19 8/11	ゆー君のいいとこよね
21:27	ゆうげん	服はお金よりも技術が大事やからね
21:27	ゆうげん	合わせ方と買い方
21:27	ゆうげん	そこら辺はかなり熟練されてると思う
21:28	ゆうげん	そして配色勉強できたのが1番でかい
21:28	あすか 11/19 8/11	趣味をそこまで深掘りしたこと
21:28	あすか 11/19 8/11	私はないからさ
21:28	あすか 11/19 8/11	ゆー君すごいなって思う
21:29	ゆうげん	趣味と家族のために生きてるからな
21:29	ゆうげん	仕事は二の次
21:29	あすか 11/19 8/11	今日の夢
21:30	あすか 11/19 8/11	"最悪やったけど
やっぱり逆夢だった"
21:30	あすか 11/19 8/11	調べた（笑）
21:30	ゆうげん	だいたい夢は反対よね
21:30	あすか 11/19 8/11	でもね、あの知らない女の人に見せてた表情忘れられへん
21:31	ゆうげん	俺なんもわからんティ
21:31	あすか 11/19 8/11	今はあんな顔で私のこと見ないのに…てなった
21:31	あすか 11/19 8/11	頑張らなきゃ…
21:31	あすか 11/19 8/11	服畳んでる時幸せって
21:32	あすか 11/19 8/11	めっちゃ服好きね
21:32	ゆうげん	服で人生変わったからね
21:34	あすか 11/19 8/11	そか
21:34	あすか 11/19 8/11	服もライバルだな私の
21:34	あすか 11/19 8/11	ちなみにこんな感じの顔ね
21:34	あすか 11/19 8/11	[写真]
21:34	あすか 11/19 8/11	[写真]
21:35	ゆうげん	痩せてんな
21:35	あすか 11/19 8/11	"愛おしそうにというか
ちょっと照れてるというか"
21:35	あすか 11/19 8/11	"1枚目のが近いね
今日の夢"
21:35	あすか 11/19 8/11	痩せてるね
21:36	ゆうげん	この頃かっこいいな
21:36	あすか 11/19 8/11	うん
21:36	ゆうげん	ままにしか見せへんて
21:36	あすか 11/19 8/11	いや，今私にもあんな顔せん
21:37	ゆうげん	それはなかなか2人っきりなったり落ち着いたり出来へんからやて
21:37	あすか 11/19 8/11	まぁそれはあるけど
21:38	あすか 11/19 8/11	頑張る~
21:38	ゆうげん	一緒になったらいっぱい色々したる
21:38	ゆうげん	"俺の奥さんよ
北助松で1番のオシャレママにしたる"
21:39	あすか 11/19 8/11	パパがそれで幸せ感じるなら
21:39	あすか 11/19 8/11	ぜひ
21:52	ゆうげん	しあわせよ
21:52	ゆうげん	ママは素質あるから
21:52	あすか 11/19 8/11	[写真]
21:52	あすか 11/19 8/11	めっちゃ唐突
21:52	ゆうげん	懐かしい
21:52	あすか 11/19 8/11	これ夜行バス？
21:52	ゆうげん	せや
21:53	あすか 11/19 8/11	なつかし
21:53	あすか 11/19 8/11	[写真]
21:53	あすか 11/19 8/11	[写真]
21:53	あすか 11/19 8/11	かっこいいけどこのポーズどした
21:53	ゆうげん	髪くるくるやな
21:53	あすか 11/19 8/11	それがかっこいいね
21:54	あすか 11/19 8/11	[写真]
21:54	あすか 11/19 8/11	[写真]
21:54	あすか 11/19 8/11	[写真]
21:54	あすか 11/19 8/11	この辺りもパパ細〜
21:54	ゆうげん	やっぱり浮腫みやな
21:54	ゆうげん	とったらかっこいい
21:54	あすか 11/19 8/11	[写真]
21:55	あすか 11/19 8/11	笑
21:55	あすか 11/19 8/11	なんかおもしろいけどかっこいい
21:55	ゆうげん	下からでもこの程度のブサイク加減ならかっこいい
21:55	あすか 11/19 8/11	今も思ってるけど
21:55	あすか 11/19 8/11	写真見返しても思う
21:55	あすか 11/19 8/11	やっぱり
21:55	あすか 11/19 8/11	タイプだなぁ
21:56	あすか 11/19 8/11	かっこいい
21:56	ゆうげん	また頑張るわ
21:56	ゆうげん	今何故か順調に体重減ってるし
21:56	あすか 11/19 8/11	私も頑張る
21:56	あすか 11/19 8/11	私は体重に関してはきっと増やさなきゃなんやろうな〜
22:07	ゆうげん	ママは
22:07	ゆうげん	ストレス解消せなね
22:09	あすか 11/19 8/11	ここにおる限り難しいけど
22:09	あすか 11/19 8/11	考え方とか次第でどうにかなる部分はあるもんね
22:09	あすか 11/19 8/11	がんばる

2021/11/13(土)
05:24	ゆうげん	おはよー
05:24	ゆうげん	死んだように寝てたわ
07:12	あすか 11/19 8/11	おはよ
08:10	ゆうげん	はいさーい
11:00	あすか 11/19 8/11	なぎ寝た〜
11:00	あすか 11/19 8/11	もう散々だった〜
11:09	あすか 11/19 8/11	ゆー君片付け中？
11:09	ゆうげん	お疲れ様
11:09	ゆうげん	せやで
11:10	あすか 11/19 8/11	そかそか，もう少しかな？無理せずね
11:11	あすか 11/19 8/11	今日は梛にガムが入った手のひらサイズの小さいクレーンゲームみたいなやつを床に投げ捨てられて
11:11	あすか 11/19 8/11	"それが割れて中身出てきて
買わざる終えへんくなったけど食べられへんしいらんしで
処分してもらったから"
11:11	あすか 11/19 8/11	無駄に500円とんでった
11:12	ゆうげん	あれまーま
11:12	ゆうげん	ナギさすが
11:17	あすか 11/19 8/11	その前もいらんもんばっかり手に取って散らかすからほったらかしにしてるのに知らんぷりやしもう私はイライライライライライライライライライライライライライラ
11:19	あすか 11/19 8/11	キリン堂でさ、フェイスマスク買おうかな〜、口紅買おうかな〜、あー、やっぱいいやー、て結局無駄に500円払って出てきた
11:19	あすか 11/19 8/11	😇😇😇😇😇
11:21	ゆうげん	フェイスマスク?
11:21	ゆうげん	その辺また送るよ
11:22	ゆうげん	今回の荷物にもCHANELの口紅あるし
11:30	あすか 11/19 8/11	そそ、なんか勝手に買ったら無駄になる気がしてやめたの
11:31	ゆうげん	お化粧はわからんから勝手には買えん
11:40	あすか 11/19 8/11	私のお化粧事情はなんでもよくて
11:40	あすか 11/19 8/11	とにかく梛がやんちゃなのーていう
11:40	あすか 11/19 8/11	お話でした
11:41	ゆうげん	うむ
11:41	ゆうげん	元気で何よりやけど
11:42	あすか 11/19 8/11	そだね
11:52	ゆうげん	ちなみに
11:52	ゆうげん	いま66
11:52	ゆうげん	kg
11:52	ゆうげん	なんでこんな高速に痩せてんだ
11:52	あすか 11/19 8/11	それだけ動いてるのかな
11:52	あすか 11/19 8/11	出社の日も増えたし
11:53	ゆうげん	"ある程度規則正しい生活と
ご飯減ったからやな"
11:53	あすか 11/19 8/11	私は40.6だった
11:53	あすか 11/19 8/11	ご飯減ったのね
11:58	ゆうげん	ママそろそろ飛んでまうで
11:59	あすか 11/19 8/11	とんだらとんだときや
11:59	あすか 11/19 8/11	別に好きでこの体重なんじゃないし知らね
11:59	あすか 11/19 8/11	わら
12:04	あすか 11/19 8/11	そういや
12:04	あすか 11/19 8/11	うちに荷物届くのっていつやったかな
12:05	ゆうげん	わからん
12:05	ゆうげん	特に指定なしやから
12:05	ゆうげん	確定したら教えるで
12:05	あすか 11/19 8/11	わかったありがとう
12:06	あすか 11/19 8/11	あーあと
12:06	あすか 11/19 8/11	"松本さんに連絡して
ショールームの日程きいたけど"
12:06	あすか 11/19 8/11	22日シェアカー？
12:06	ゆうげん	"あー
言うの忘れとった"
12:06	ゆうげん	22やろ
12:07	あすか 11/19 8/11	"シェアカーやったら
手配しとかなとおもって"
12:08	ゆうげん	せやな
12:08	あすか 11/19 8/11	"どやってするかわからんけど
しとうかー？"
12:08	あすか 11/19 8/11	しとこうか
12:08	ゆうげん	いや俺の会員情報じゃないと出来へんから
12:08	ゆうげん	しよくで
12:08	ゆうげん	とくで
12:08	ゆうげん	最寄りまた送って
12:08	あすか 11/19 8/11	わかった、ありがとね
12:09	あすか 11/19 8/11	[写真]
12:09	あすか 11/19 8/11	[写真]
12:21	ゆうげん	おけけ
16:13	ゆうげん	あとちょいやーーー
16:13	ゆうげん	あとシャツ
17:44	ゆうげん	最近なぎもらってへん
18:40	あすか 11/19 8/11	もうちょいなんやね！
18:40	あすか 11/19 8/11	ほんとお疲れ様
18:42	あすか 11/19 8/11	いやー，最近梛とか私の写真送っても反応薄かったりスルーやったりしてたから
18:42	あすか 11/19 8/11	"今はそんな求めてないかなーて
控えてたの〜"
18:42	あすか 11/19 8/11	[動画]
18:42	あすか 11/19 8/11	今日うんちしてる時動画撮ったら怒られた😂
18:50	ゆうげん	見返して笑ってるのは内緒
19:41	あすか 11/19 8/11	そなの？
19:54	ゆうげん	せやで
19:54	ゆうげん	なぎのガラス床の動画お気に入り
20:51	ゆうげん	"ブラッシング
シワがあったらアイロン
折りたたむ
シートにしまう"
20:51	ゆうげん	これを100回
20:51	ゆうげん	死ぬ死ぬ
21:04	あすか 11/19 8/11	ガラスの床の可愛いよね
21:04	あすか 11/19 8/11	なぎ寝た〜
21:05	あすか 11/19 8/11	わー、、さすが，丁寧にしてるんだね
21:05	あすか 11/19 8/11	お疲れ様
21:06	ゆうげん	あと1/3
21:08	あすか 11/19 8/11	その丁寧さほんと尊敬だ
21:09	ゆうげん	つかれてぃん
21:12	あすか 11/19 8/11	そうだよね
21:12	あすか 11/19 8/11	ほんとお疲れ様
21:12	ゆうげん	"でももう終わる
最後に食器と調味料と調理家電"
21:13	ゆうげん	服終わったら9割終わる
21:13	あすか 11/19 8/11	ほんとにありがとう
21:15	ゆうげん	後半ほぼ自分のやけどな
21:15	ゆうげん	45箱くらい
21:15	ゆうげん	俺一人で
21:17	あすか 11/19 8/11	45箱すげ📦
21:17	ゆうげん	"ね
佐川に怒られるわ"
21:17	ゆうげん	"んー25くらいっすかねー
言ってたから"
21:17	ゆうげん	2倍やん
21:17	あすか 11/19 8/11	値段かわるよねきっと
21:17	あすか 11/19 8/11	あ
21:18	ゆうげん	"でももう値段確定してる
請求書貰ってるから"
21:18	あすか 11/19 8/11	そうなんやね
21:18	あすか 11/19 8/11	"ガスやっけな、
閉栓の日に現金で請求あるって言ってたと思うんだよね"
21:18	ゆうげん	いぇい
21:18	あすか 11/19 8/11	追加で現金送ってたほうがよさそ？
21:19	ゆうげん	いくらや
21:19	あすか 11/19 8/11	"まだ確定してないと思う！
11月分のガス代"
21:21	ゆうげん	お給料とボーナス入るし
21:21	ゆうげん	まあ行けるやろ
21:23	あすか 11/19 8/11	そかそか，ボーナスか
21:24	あすか 11/19 8/11	ボーナス多めにゆーくんの手元に置いてて大丈夫やけど、できるだけ貯金できたらいいね
21:24	ゆうげん	お金あったら使うから
21:24	ゆうげん	食費以外は送るで
21:25	あすか 11/19 8/11	"他の支払いとかもあるし
その辺しっかり取っといてね"
21:25	あすか 11/19 8/11	ありがとね
21:25	あすか 11/19 8/11	あ
21:26	あすか 11/19 8/11	"そろそろiPhoneどーするか
考えなきゃやね"
21:26	ゆうげん	ほんまや
21:26	ゆうげん	いつまでパパ持ちやっけ
21:26	あすか 11/19 8/11	この3月とかやと思う
21:26	あすか 11/19 8/11	たぶん
21:26	ゆうげん	この??
21:26	あすか 11/19 8/11	3月！
21:27	あすか 11/19 8/11	やと思う、たぶん
21:27	ゆうげん	2021/3?
21:27	あすか 11/19 8/11	2022
21:27	あすか 11/19 8/11	次の3月？
21:27	ゆうげん	おけ
21:27	ゆうげん	iPhone買い替えと会社買えないと
21:27	あすか 11/19 8/11	どこがいいんやろね，iPhone
21:28	あすか 11/19 8/11	"あーりらはみんな
ソフトバンクで
ワイモバイルにしたって
言ってた"
21:28	あすか 11/19 8/11	"回線とかも全部変えて
みんな揃ってソフトバンクで
ワイモバイルにして
安くできるようにしたんやって"
21:29	ゆうげん	通信どれだけ使うかやな
21:29	あすか 11/19 8/11	どんくらい使うかな〜
21:49	ゆうげん	さて
21:49	ゆうげん	再開しよ
21:55	あすか 11/19 8/11	ふぁいとです
21:56	あすか 11/19 8/11	ねぇゆー君
21:56	ゆうげん	ん?
21:56	あすか 11/19 8/11	大好きだよ
21:56	ゆうげん	俺も大好きだよ
21:56	ゆうげん	愛してるよ
21:57	あすか 11/19 8/11	私も愛してるよ
21:57	あすか 11/19 8/11	私も今から服の片付けするね
22:00	ゆうげん	一緒にガンバろ
22:30	あすか 11/19 8/11	ひと段落〜
22:30	あすか 11/19 8/11	服の置き場所無さすぎて辛いw

2021/11/14(日)
00:46	ゆうげん	早く家建てへんかなぁ
00:47	ゆうげん	あすかのスペースめっちゃあるのに
00:47	ゆうげん	ひえー疲れた
00:47	ゆうげん	食器棚からにした
00:47	あすか 11/19 8/11	ね、待ち遠し〜
00:47	あすか 11/19 8/11	お疲れ様
00:47	ゆうげん	起きとったか
00:47	あすか 11/19 8/11	起きてるよ〜
00:48	あすか 11/19 8/11	遅くまでお疲れ様ゆーくん
00:48	ゆうげん	サカイは家電は包んでくれるんかな
00:48	ゆうげん	家電はむき出しで置いてるわ
00:48	あすか 11/19 8/11	家電、、話せんかったんー？
00:48	ゆうげん	忘れとった
00:48	ゆうげん	まああかんかったら5000円握らせてやってもらお
00:49	あすか 11/19 8/11	うん、なんとかなるよ！
00:52	ゆうげん	引越し前やのに
00:52	ゆうげん	めちゃめちゃ生活感残ってる
00:52	ゆうげん	まだ全部まとめれてない
00:52	ゆうげん	ひょえー
00:53	あすか 11/19 8/11	あとは何が残ってるの？
00:53	あすか 11/19 8/11	粗大ゴミあるから余計生活感残るよね
00:53	ゆうげん	あとは靴と雑貨と夏服
00:53	ゆうげん	と食器とお酒
00:54	ゆうげん	調理器具もか
00:54	あすか 11/19 8/11	なるほど
00:54	ゆうげん	ブルーノは大阪送るわ
00:54	ゆうげん	新品
00:54	あすか 11/19 8/11	うん、おけおけ
00:54	ゆうげん	"保管しといて
東京もうスペースない"
00:54	あすか 11/19 8/11	うん、保管しとくね
00:55	ゆうげん	りょすけの部屋えぐいと思う
00:55	あすか 11/19 8/11	前もって伝えとく！
00:55	ゆうげん	ハーゲンダッツ握らせといて
00:55	ゆうげん	そしたら行ける
00:56	あすか 11/19 8/11	"亮介ハーゲンダッツは
興味ないかな（笑）"
00:56	ゆうげん	じゃあスイカバー
00:56	あすか 11/19 8/11	笑
00:56	ゆうげん	それかあずきバー
00:56	あすか 11/19 8/11	あずきもっといらんって言われる笑
00:57	ゆうげん	"生意気やなぁ
上手いんやぞあずき"
00:57	あすか 11/19 8/11	[写真]
00:57	あすか 11/19 8/11	[写真]
00:57	あすか 11/19 8/11	ナギの写真大量に送り付けたら許してくれそ笑
00:57	あすか 11/19 8/11	[写真]
00:57	あすか 11/19 8/11	[写真]
00:58	ゆうげん	半靴下
00:58	あすか 11/19 8/11	靴下ww
00:58	ゆうげん	"なぎちゃん可愛いな
大きなった
スリムになった"
00:59	あすか 11/19 8/11	[動画]
01:00	あすか 11/19 8/11	🐘……
01:00	ゆうげん	"ちっさいなぁ
らっきょや"
01:01	ゆうげん	顔がおもろい
01:01	あすか 11/19 8/11	[写真]
01:01	あすか 11/19 8/11	事故
01:01	あすか 11/19 8/11	[写真]
01:01	あすか 11/19 8/11	[写真]
01:01	あすか 11/19 8/11	[写真]
01:01	ゆうげん	カメラで撮ってあげたいな
01:02	ゆうげん	全体的に顔がおもろい
01:02	あすか 11/19 8/11	"1 ｢臭っ｣

2｢いないいなーい…｣

3｢にこー｣"
01:02	あすか 11/19 8/11	ほんまに！
01:02	あすか 11/19 8/11	カメラで撮りたい
01:03	ゆうげん	ホンマに臭い顔
01:04	ゆうげん	ちなみに家電はバルミューダってのにする予定
01:04	あすか 11/19 8/11	家電って？
01:05	ゆうげん	"れんじ
ポッド
炊飯器
トースター

の辺り"
01:05	ゆうげん	まあポッド以外隠すけどな
01:12	あすか 11/19 8/11	バルミューダ
01:12	あすか 11/19 8/11	はじめてきいた
01:13	ゆうげん	"まあシンプルよ
白or黒で

性能は普通やけど見た目がいい"
01:13	ゆうげん	ポッドだけはすごい優秀
01:15	あすか 11/19 8/11	今ちらっとみてきた
01:15	あすか 11/19 8/11	オーブンレンジもトースターもほしぃぃ
01:15	あすか 11/19 8/11	シンプルやね
01:15	あすか 11/19 8/11	炊飯器もあるの？
01:16	あすか 11/19 8/11	ポッドはどれだ
01:16	ゆうげん	[写真]
01:16	ゆうげん	真ん中左上
01:16	ゆうげん	ギフトで送ったらセンスいいね
01:16	あすか 11/19 8/11	[写真]
01:16	あすか 11/19 8/11	炊飯器これ？
01:17	あすか 11/19 8/11	[写真]
01:17	あすか 11/19 8/11	これか
01:17	あすか 11/19 8/11	おっしゃれ〜！
01:17	ゆうげん	"それやね

まあ炊飯器は正直まだいいかな

ポッド
レンジ
トースター
の順位欲しい"
01:18	あすか 11/19 8/11	"うんうん、炊飯器は
今のも新しいしまだね"
01:18	あすか 11/19 8/11	トースターもアラジンやからオシャレやしいいやつやもんね〜
01:19	ゆうげん	"バルミューダは性能はまあ普通やから

見せることが多いポッドとレンジはいいかもね"
01:19	あすか 11/19 8/11	"トースター て検索したら
アラジンとバルミューダ
って出てきた笑"
01:19	あすか 11/19 8/11	[写真]
01:19	ゆうげん	"アラジンの結構汚れてきたけどね

かなり拭いたんけど中々とれんかた"
01:20	あすか 11/19 8/11	[写真]
01:21	あすか 11/19 8/11	"オーブンレンジやから
お料理とかお菓子作りの
幅も広がるねーっ"
01:21	ゆうげん	しかもそれダウンライトついてるから
01:21	ゆうげん	なんか無駄にオシャレ
01:21	あすか 11/19 8/11	おしゃれ
01:21	あすか 11/19 8/11	パパこんなんどっから見つけてくるのー？
01:21	ゆうげん	これはだいぶ前から知ってた
01:21	あすか 11/19 8/11	ゆー君のセンス
01:21	あすか 11/19 8/11	すき
01:22	あすか 11/19 8/11	そうなんやね
01:22	ゆうげん	というかインスタでみんなが憧れるやつ収集してる
01:22	あすか 11/19 8/11	なるほど
01:22	あすか 11/19 8/11	そういうのをよく見てるのね
