/11	ボサボサ頭で食パン頬張る梛人
08:54	ゆうげん	俺はそろそろ天王寺
08:54	ゆうげん	先難波いとくな
08:55	あすか 11/19 8/11	ごめんね
08:55	ゆうげん	全然
08:55	ゆうげん	久々に2人に会えるかな
08:55	ゆうげん	ら
08:55	ゆうげん	ウキウキやで
09:04	ゆうげん	いつもみたいに
09:04	ゆうげん	ママらから見て左端におるね
09:04	あすか 11/19 8/11	電車動いた瞬間泣いた
09:04	あすか 11/19 8/11	[写真]
09:04	ゆうげん	あらま
09:05	ゆうげん	久々でびびったか
09:18	ゆうげん	ついたで
09:18	ゆうげん	待ってるわ
18:42	ゆうげん	まま
18:43	ゆうげん	1日お疲れ様
18:52	あすか 11/19 8/11	ゆー君も疲れ様
18:53	あすか 11/19 8/11	家まで気をつけてね
18:53	あすか 11/19 8/11	大移動ありがとう
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
18:53	あすか 11/19 8/11	[写真]
19:07	ゆうげん	2人通ると
19:07	ゆうげん	幸せやね
19:40	あすか 11/19 8/11	それはよかったです
19:41	ゆうげん	ままも
19:41	ゆうげん	ホンマにお疲れ様
19:41	あすか 11/19 8/11	お疲れ様ぁぁ
19:41	あすか 11/19 8/11	そろそろお風呂連れてかなきゃ
19:44	ゆうげん	まだ
19:44	ゆうげん	ゆっくりできやんやろうけど
19:44	ゆうげん	なぎ寝たら
19:44	ゆうげん	まじでゆっくりしてな
21:17	ゆうげん	ナギやっぱ
21:17	ゆうげん	くっそかわいいな
21:51	ゆうげん	もうちょいで
21:51	ゆうげん	東京だよ
22:05	ゆうげん	品川着いた
22:05	ゆうげん	次東京
22:17	ゆうげん	東京着いて
22:17	ゆうげん	かえってるほ
22:17	ゆうげん	よ
22:53	ゆうげん	ついたよー
23:50	ゆうげん	ねまーーす

2022/02/22(火)
04:02	あすか 11/19 8/11	梛ちゃん寝かせてそのまま寝ちゃってた
04:03	あすか 11/19 8/11	おうち着くまで見守れなくてごめんね
04:03	あすか 11/19 8/11	無事に帰った報告ありがとう
08:39	あすか 11/19 8/11	☎ 不在着信
08:39	あすか 11/19 8/11	起きてる？
08:39	ゆうげん	おきてるよーーー
08:39	あすか 11/19 8/11	それならよかった
08:40	ゆうげん	"6:30
7:00
7:30
8:00
に起きた"
08:40	ゆうげん	あすかにあいたい
08:58	あすか 11/19 8/11	おぉ、なるほど
08:59	あすか 11/19 8/11	一緒にいられるのがいーよね
08:59	ゆうげん	なぎも
08:59	ゆうげん	やっぱり可愛いわ
10:01	あすか 11/19 8/11	可愛いよね
10:01	あすか 11/19 8/11	大変やけど
10:22	ゆうげん	めっちゃ
10:22	ゆうげん	痩せれそう
11:36	あすか 11/19 8/11	痩せれそう確かに
11:37	あすか 11/19 8/11	アイコンかえたのね
11:37	ゆうげん	ナギは常にアップデート
13:03	あすか 11/19 8/11	なぎ可愛
13:03	あすか 11/19 8/11	"なぎ買い物帰りの自転車で
寝ちゃって今からお昼ご飯"
13:07	ゆうげん	家族は宝やで
13:07	ゆうげん	ナギの寝落ちする感じ好きよ
13:22	あすか 11/19 8/11	"いつものペースじゃないから
今から夜まで何しよーて
感じやけどねぇ（笑）"
13:28	ゆうげん	なぎちゃんは
13:28	ゆうげん	意外とボルダリングとか
13:28	ゆうげん	得意そう
14:26	あすか 11/19 8/11	腕の力とか強そうやもんね！
14:26	あすか 11/19 8/11	まだ1歳やしわからんけど笑
14:27	ゆうげん	好きそう
14:28	あすか 11/19 8/11	"ボルダリング目の前にしたら
どんなことするやろね"
14:29	ゆうげん	登るやろぉ
14:30	ゆうげん	砂浜遊びもしたい
14:30	ゆうげん	海ちょっと怖いけど
14:37	ゆうげん	なぎと一緒に死ぬほど走り回りたい
14:37	ゆうげん	昨日の鳩追ってるの笑うなぎちゃん最高に愛おしかった
14:45	あすか 11/19 8/11	海開き前の綺麗な砂浜で遊びたいなぁ
14:45	ゆうげん	人っ子一人居ない砂浜がいいね
14:45	ゆうげん	ママも水着で
14:45	あすか 11/19 8/11	めっちゃ笑ってたね（笑）
14:46	あすか 11/19 8/11	いや、私はいい
14:46	ゆうげん	あれあれ
14:46	ゆうげん	ダイバースーツみたいなの
14:47	あすか 11/19 8/11	とりあえずは海開きとかしてない時の白良浜いきたい
14:52	ゆうげん	寒そうや
14:58	あすか 11/19 8/11	沖縄とかは4月海開きしてないけど暑いとかやった気がする
14:58	あすか 11/19 8/11	3月の白浜は寒かった
14:58	ゆうげん	山の川も行きたい
14:58	ゆうげん	焼肉BBQ
16:11	あすか 11/19 8/11	川でBBQが1番落ち着くね
16:12	あすか 11/19 8/11	[写真]
16:12	あすか 11/19 8/11	[写真]
16:12	ゆうげん	お
16:12	ゆうげん	買ってもらったん?
16:12	あすか 11/19 8/11	梛の月齢に程よいおもちゃほしくて
16:12	あすか 11/19 8/11	買ってきちゃった
16:12	あすか 11/19 8/11	2500円くらい
16:12	ゆうげん	ええやんええやん
16:12	ゆうげん	ママとナギにはじゃんじゃん使っちゃって
16:18	あすか 11/19 8/11	いや、じゃんじゃんは使わん(emoji)
17:00	ゆうげん	使える時は使っちゃって
17:20	あすか 11/19 8/11	ブロックに興味示したのい
17:21	あすか 11/19 8/11	一瞬やった
17:21	あすか 11/19 8/11	そのあと遊び出したかと思えば私が作ったの壊してぶん投げるっていう遊びをしておりました
17:50	ゆうげん	破壊神ナギ
17:58	あすか 11/19 8/11	"破壊はいいとして
ぶん投げるのやめてほしい"
17:58	あすか 11/19 8/11	[写真]
17:58	あすか 11/19 8/11	遊ばんくせに何回直しても出すだけ出す
18:00	ゆうげん	またままが
18:00	ゆうげん	ピースなくして激おこ
18:01	あすか 11/19 8/11	"少しは大人しく座って
遊んで欲しいものですねぇ"
18:04	ゆうげん	まぁまぁ
18:04	ゆうげん	俺がそばにおったらなぁ
18:04	ゆうげん	見とくのに
18:05	あすか 11/19 8/11	めっちゃ短気なんよなーナギ
18:05	ゆうげん	俺みたい
18:05	あすか 11/19 8/11	できひんかったらすぐイライラしてグズグズ言い出す（笑）
18:06	あすか 11/19 8/11	ホンマにすぐなんよ
18:06	あすか 11/19 8/11	おもちゃもすぐ飽きる
18:06	あすか 11/19 8/11	集中してするのは悪さのみ
18:09	ゆうげん	まあ
18:09	ゆうげん	もっとこう
18:09	ゆうげん	ちゃうものも見たいんやろうな
18:10	ゆうげん	刺激が欲しい
18:12	あすか 11/19 8/11	"保育士してた時に
悪さで目離せんかった子に
そっくり"
18:12	あすか 11/19 8/11	（笑）
18:13	ゆうげん	ママの子とは思えんb
18:13	ゆうげん	悪戯さ
18:40	あすか 11/19 8/11	"乱暴やし飽き性やし
短気やし……"
18:40	あすか 11/19 8/11	(emoji)
18:41	ゆうげん	[スタンプ]
18:41	あすか 11/19 8/11	"大人しいの食べてる時と
YouTube見てる時だけ"
18:42	あすか 11/19 8/11	YouTubeは気分じゃないものやったらちゃうって言ってくるめんどくささやけどな
18:42	あすか 11/19 8/11	(emoji)
18:42	あすか 11/19 8/11	[動画]
18:42	あすか 11/19 8/11	[動画]
18:42	あすか 11/19 8/11	"癖あるおもろい動きも
誰に似たんだか"
18:43	ゆうげん	なにこれ
18:43	ゆうげん	"しぇ
しぇーー"
18:45	あすか 11/19 8/11	ちょうだいって言ってる
18:48	ゆうげん	どこで覚えた笑
18:49	あすか 11/19 8/11	ずっと前から言ってるよ
18:49	あすか 11/19 8/11	"しぇって聞こえるけど
ちょうだいって言ってるの
わかってれば早口でちょうだい
って言ってるっぽくきこえるよ"
18:50	ゆうげん	ムズい..
18:50	あすか 11/19 8/11	しょやい
18:50	あすか 11/19 8/11	て聞こえん？
18:51	ゆうげん	しょぇぃ
18:51	ゆうげん	でも
18:51	ゆうげん	伝わるし言おうとしてるのはわかる
18:52	あすか 11/19 8/11	ちょうだいの動きのクセが強い
18:52	あすか 11/19 8/11	はーいもなんかおもろい
18:56	ゆうげん	あいー
18:56	ゆうげん	はーいじゃないね笑
18:59	あすか 11/19 8/11	"手の位置というか角度というか
敬礼に近い感じ？"
18:59	あすか 11/19 8/11	なんかおもろい
19:00	あすか 11/19 8/11	いつもあれやねんな、はーい
19:03	ゆうげん	[写真]
19:03	ゆうげん	これな
19:03	ゆうげん	かえあいい
19:22	あすか 11/19 8/11	そうそれ（笑）
19:22	ゆうげん	芸人みたい
20:03	あすか 11/19 8/11	動きにクセあるのパパに似てるね
20:09	ゆうげん	3人でご飯食べたい
20:27	ゆうげん	なぎ寝る前
20:27	ゆうげん	でんわしょ
21:36	あすか 11/19 8/11	☎ 通話時間 4:16
22:07	あすか 11/19 8/11	おつかれさま
22:13	ゆうげん	おつやでー
22:13	ゆうげん	ままも
22:13	ゆうげん	毎日ありがとう
22:15	あすか 11/19 8/11	いえいえーー
22:18	ゆうげん	あれ見ないと
22:18	ゆうげん	LIXIL
22:38	あすか 11/19 8/11	"キッチンはLIXILが強め

お風呂とトイレは
TOTOもみてみたい！
TOTOのお風呂の
ホッカラリ床？が良さげ"
22:46	ゆうげん	LIXILキッチンおっけい
22:47	ゆうげん	TOTOも見よう
22:47	ゆうげん	カタログあるよね
23:00	あすか 11/19 8/11	"とりあえず
キッチン、トイレ、お風呂
洗面台しっかり決めていきたいね。

あとはサッシ？
玄関ドアどーするかと

床とかもやね
ダイケン見に行ったあと
どこの採用するか決めよー

壁はアイ工務店のオリジナルクロスも色とか豊富やったけど、その中でいいの見つけられへん〜てなったらリリカラとかルノンてとこが壁紙有名ポイよ"
23:00	あすか 11/19 8/11	なんのカタログ？
23:00	ゆうげん	TOTOのカタログ
23:05	あすか 11/19 8/11	うん、あるよ
23:06	ゆうげん	これもサラッと見とかないとね
23:10	あすか 11/19 8/11	TOTOのはさらっとみた
23:39	あすか 11/19 8/11	あれ
23:39	ゆうげん	☎ 通話時間 26:18
23:39	ゆうげん	回線が
23:39	ゆうげん	ちょっとトイレと歯磨きしてくる
23:40	あすか 11/19 8/11	はーい
23:56	ゆうげん	おけい

2022/02/23(水)
00:01	あすか 11/19 8/11	滋賀県 マキノ高原 メタセコイア並木
00:01	あすか 11/19 8/11	調べてみ
06:06	あすか 11/19 8/11	☎ 通話時間 6:08:07
09:24	ゆうげん	☎ 通話時間 6:49
11:26	ゆうげん	洗面台さ
11:26	ゆうげん	[写真]
11:26	ゆうげん	これが近いと思うんやけど
11:26	ゆうげん	これに
11:26	ゆうげん	[写真]
11:26	ゆうげん	板こんな感じでつけるでおっけいやんな?
11:27	ゆうげん	[写真]
11:27	ゆうげん	[写真]
11:27	ゆうげん	カウンターは
11:28	ゆうげん	こんな感じで足入れられるスペースあるのか
11:28	ゆうげん	[写真]
11:28	ゆうげん	壁にするか
11:28	ゆうげん	どっちがいい?
13:33	あすか 11/19 8/11	洗面台の色はどうするの
13:33	あすか 11/19 8/11	キッチンの壁はどっちでも
13:33	ゆうげん	台はグレーじゃないかなぁ
13:33	あすか 11/19 8/11	渋谷ってまた、、気をつけや
13:34	あすか 11/19 8/11	おけ
13:34	ゆうげん	まあ平日やし
13:34	あすか 11/19 8/11	"てかTOTOそういう形で
見に行くなら今回なんで
大阪で一緒に見たのって
なるな"
13:34	あすか 11/19 8/11	平日とか関係ない
13:35	あすか 11/19 8/11	朝は電車人多い
13:36	ゆうげん	LIXILもパナソニックもやっぱりキッチンとかメイン所が多いからかな
13:36	ゆうげん	TOTOはトイレとバスルームがメインやしね
13:45	あすか 11/19 8/11	まぁ
13:45	あすか 11/19 8/11	とりあえず気をつけて
13:46	あすか 11/19 8/11	"ステルスオミクロン
今のオミクロンよりこわい
噂あるし"
13:46	ゆうげん	気をつけるね
13:46	ゆうげん	スケジュールありがとう
13:47	あすか 11/19 8/11	"着工予定通り行かん気が
するんやけどって心配なって"
13:48	ゆうげん	急かしましょう
13:48	あすか 11/19 8/11	間取り決めるのと色んな仕様決めるのは期日別なんかな
13:48	あすか 11/19 8/11	"モールテックスも使うやろうし
梅雨通るから引渡しも遅れるんじゃないかって思ってて"
13:48	ゆうげん	間取りは計算とか国への申請がいるから早めなんやと思う
13:49	ゆうげん	そこも聞こか
13:49	あすか 11/19 8/11	"自分勝手な気持ちやけど
梛の誕生日も
間に合うか不安やし
あんまり延びると私や
実家それぞれ精神的に
持つかなぁって（笑）"
13:51	ゆうげん	せやな
13:52	ゆうげん	まじでナギの誕生日には間に合わせよう
13:52	あすか 11/19 8/11	"あと何ヶ月あと何ヶ月…て
ずっと前から数えてて
7月を待ち遠しく思ってるのに
それが伸びたら…て思うと
奇声あげたくなる。わら"
13:52	ゆうげん	[スタンプ]
13:53	あすか 11/19 8/11	仕様もすぐ決めれるものばっかちゃうし普通よりはこだわる部分多いから話し合って決めなあかん部分も多いわけで。。
13:53	あすか 11/19 8/11	造作もあるしさ
13:53	あすか 11/19 8/11	色々早く決めて注文？しとかんと
13:54	ゆうげん	家具は2ヶ月前から予約できるんやて
13:54	あすか 11/19 8/11	壁もアイ工務店のオリジナルクロスもだけでいくのか他のも見るのかでまたかかる時間かわるしなぁ
13:54	ゆうげん	かなでもののshowroomも見に行こうとは思う
13:54	あすか 11/19 8/11	家具はまぁどうにでもなる、後々でも問題ないから
13:55	あすか 11/19 8/11	"それはとりあえず急がず
また一緒に行けるタイミングで
いこ"
13:55	ゆうげん	東京しかないで
13:55	あすか 11/19 8/11	そーなん
13:55	あすか 11/19 8/11	とりあえずまだ急がんといて
13:55	ゆうげん	"そーやねん
おけけ"
13:56	ゆうげん	とりあえず予約だけ見とく
13:56	あすか 11/19 8/11	5.6月以降とかでいいよ
13:57	あすか 11/19 8/11	家たってすぐ家具ないとかは全然いけるし
13:57	あすか 11/19 8/11	"布団とかタオルとか
洗い物や洗濯物の洗剤とか
日用的なものはすぐいるけど"
13:58	あすか 11/19 8/11	とりあえず先家のこと決めなあかん
13:58	あすか 11/19 8/11	でもほんまにコロナ油断せんといてね
14:02	ゆうげん	おけ
14:06	あすか 11/19 8/11	[写真]
14:06	あすか 11/19 8/11	[写真]
14:06	あすか 11/19 8/11	こんな感じでインターホンのモニターとかいろんなスイッチがニッチの中におさまってるの
14:06	あすか 11/19 8/11	すてきだね
14:06	ゆうげん	ふむふむ
14:07	あすか 11/19 8/11	この前ニッチ考えてないって行ったけど
14:07	あすか 11/19 8/11	言った
14:07	ゆうげん	一応
14:07	ゆうげん	パントリーの裏は候補
14:07	あすか 11/19 8/11	パントリーの裏？
14:08	ゆうげん	リビング側ね
14:10	あすか 11/19 8/11	ん？どこ
14:11	ゆうげん	[写真]
14:12	あすか 11/19 8/11	そゆことね
14:19	あすか 11/19 8/11	"なんかさ、いつもお風呂の扉の位置と洗面台どこに置く形になるのかって今の図面だと聞かれるんやけど、いいのかな？
これから付け足していくのかな"
14:26	ゆうげん	引き戸かどうかとか
14:26	ゆうげん	そのへんやろ?
14:28	あすか 11/19 8/11	かな？
14:55	ゆうげん	ちょっと書いて見よかな
14:59	あすか 11/19 8/11	書いてみるとは？
14:59	あすか 11/19 8/11	https://www.instagram.com/p/CZl8TcgviLd/?utm_medium=copy_link
14:59	あすか 11/19 8/11	話変わるけど色々へぇーてなる投稿あった
15:01	ゆうげん	写真でちょーだい
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	動画もあるからインスタでも見れたら見てみてー
15:24	ゆうげん	フルハイドアか
15:30	ゆうげん	巾木のやつなんて書いてる?
15:32	あすか 11/19 8/11	[写真]
15:32	あすか 11/1
