11/19 8/11	そうやな、キツイやろな
09:47	あすか 11/19 8/11	楽天スーパーセール？やってるってビスクのインスタのストーリーで見て慌ててshop見に行ってんけど楽天で買った方が安くなるん？
09:48	ゆうげん	ポイントつくんかな
09:48	あすか 11/19 8/11	そゆことか
09:48	ゆうげん	額面変わらんならどっちでもいいよ
09:54	あすか 11/19 8/11	[写真]
09:57	ゆうげん	いいよ
09:59	あすか 11/19 8/11	ありがとうございます
11:13	ゆうげん	あと欲しいもののリスト作っておいてね
12:01	ゆうげん	寝室に
12:01	ゆうげん	空気清浄機欲しいな
13:50	ゆうげん	りょうすけのプレゼントは
13:50	ゆうげん	注文しといた
13:50	ゆうげん	ポイントで
13:51	あすか 11/19 8/11	そうや、、優先順位も考えてリスト作らな
13:51	あすか 11/19 8/11	寝室に空気清浄機な、ほしいな
13:52	あすか 11/19 8/11	亮介が言ってたやつ？
13:52	ゆうげん	うん
13:59	あすか 11/19 8/11	亮介はもう誕プレOKやな
14:00	あすか 11/19 8/11	ウーフォスまだ売れてなくて今8200で出してるけどこのまま放置する？
14:17	ゆうげん	さげていいで
15:30	ゆうげん	空気清浄機も買うかな
15:31	ゆうげん	あと1回の掃除機も欲しい
19:58	あすか 11/19 8/11	ベビーのものもいるしなかなかお金飛ぶなぁ
19:58	あすか 11/19 8/11	車も考えな
20:01	ゆうげん	車が1番大事
20:28	ゆうげん	でも極力あすかに添えるように頑張る

2023/09/06(水)
09:35	ゆうげん	おはよう
11:08	あすか 11/19 8/11	"

○クーファン
○コニー抱っこ紐
○コニー沐浴上がりタオル
○ベビーカー
○チャイルドシート
○ベビーモニター
○寝室の寝床


○枕
○おくるみ
○ガチョウぬいぐるみS(senger naturewelt)
(妥協でジェリーキャットひつじ)


○おむつ
○哺乳瓶
○ガーゼ
○肌着
○新生児服


○マタニティーブラジャー
(母乳あげやすいもの)
○産褥ショーツ
○産褥パッド
○母乳パッド
○ストローキャップ
○"
11:08	あすか 11/19 8/11	今思いつくもの
11:41	ゆうげん	明確に商品名わかるの書いて欲しい
11:41	あすか 11/19 8/11	わかるものは書いてる
11:42	あすか 11/19 8/11	細々したものは自分でバースデイとかアカチャンホンポとかで揃えなあかんやつ
12:13	ゆうげん	[写真]
12:13	ゆうげん	また難易度高いものを
12:36	ゆうげん	多いなぁ
12:44	ゆうげん	[写真]
12:44	ゆうげん	このブランドいいね
12:57	あすか 11/19 8/11	"難易度高いなークーファンもガチョウも
でもほしいなぁ"
12:58	あすか 11/19 8/11	なにこれ
12:58	ゆうげん	キッズブランド
12:59	ゆうげん	ガチョウは
12:59	ゆうげん	どんなサイズがいいの
13:08	ゆうげん	[写真]
13:08	ゆうげん	これは安い
13:09	あすか 11/19 8/11	メモにも書いてるSサイズ
13:09	あすか 11/19 8/11	柄が…
13:10	ゆうげん	どんな柄がいいの
13:10	あすか 11/19 8/11	シンプル
13:34	ゆうげん	ふむ
18:58	ゆうげん	今週帰った方がいいんやっけ
18:58	ゆうげん	バス撮るの忘れてた
19:01	あすか 11/19 8/11	まかせる
19:03	ゆうげん	どっちにしよかな
19:09	ゆうげん	いや
19:09	ゆうげん	帰るわ
19:10	ゆうげん	予約する
23:56	あすか 11/19 8/11	待ってます

2023/09/07(木)
07:25	ゆうげん	次のボーナス
07:25	ゆうげん	と
07:25	ゆうげん	お互いで貯めて
07:26	ゆうげん	頭金80~100用意して
07:26	ゆうげん	4月までに車買おう
08:21	ゆうげん	そんなん考えてる時に限って
08:22	ゆうげん	iPhone落として画面割れt
08:22	ゆうげん	全然操作できるけど
09:19	あすか 11/19 8/11	4月までに…遠いな
09:19	ゆうげん	ボーナスが12月やから
09:20	あすか 11/19 8/11	そこから半年~1年納車までからるもんなぁ
09:20	ゆうげん	毎月お互い合わせて4万貯金とボーナス使って
09:20	ゆうげん	80は準備したい
09:20	ゆうげん	"ボーナスが90～100やから
出産準備などの費用省いて"
09:21	ゆうげん	何とか貯めたい
09:21	あすか 11/19 8/11	これからベビーもおるって中でお互い4万の系8万を毎月は非現実的すぎる
09:22	ゆうげん	ちゃう
09:22	ゆうげん	お互いで4
09:23	あすか 11/19 8/11	合計4も厳しくない？？
09:25	ゆうげん	それは行けるやろ
09:25	ゆうげん	現に既にメルペイにお金あるやろ
09:25	あすか 11/19 8/11	子ども2人いて貯金ってなかなか難しいよな、、今でも貯金100キープするので精一杯やのに
09:25	ゆうげん	それを貯金に回せばいい
09:27	あすか 11/19 8/11	それは置いとかないつ何あるかわからんで、なんかの故障とか何か子どもにお金いるとか
09:27	あすか 11/19 8/11	それはないものやと思って1からやわ、車貯金するなら
09:27	ゆうげん	いやそれは無理や
09:27	ゆうげん	それやったら車は諦めてくれ
09:28	あすか 11/19 8/11	でも何かあった時どーするん
09:28	ゆうげん	だから今の100は残すやん
09:28	あすか 11/19 8/11	でもそれは無理なんやろ？？？
09:28	ゆうげん	ボーナスと今からの貯金で合わせて100
09:28	ゆうげん	今の口座は使わん
09:31	あすか 11/19 8/11	父にもいくらかは返さなあかんから
09:31	あすか 11/19 8/11	なかなか厳しい生活にはなるなぁ
09:32	ゆうげん	既にやで
09:33	あすか 11/19 8/11	それでも来年のゴールデンウィークも車なさげやな
09:33	ゆうげん	"カード10
家賃13
固定費2
保険2

既に27万ほぼ確定で飛んでる"
09:33	あすか 11/19 8/11	今すぐ買えても来年の1~3月納車やもんなぁ
09:34	ゆうげん	メルカリ無かったら既に死んでる
09:35	ゆうげん	"だから食費も捨てるの多いから少なめにしたりとか
工夫しないと死ぬ"
09:35	ゆうげん	1馬力やったらこんなもん
09:37	あすか 11/19 8/11	子ども増えたら出費も増えるしこれに加えて光熱費やし
09:39	あすか 11/19 8/11	食費もどうにかせなあかんのはわかってるし私が働きに出なあかんのもわかってるけど普段ワンオペでまだ子どもも望んでて働きに出れるタイミングまだ先やと思うとなかなか頭抱えるな
09:39	ゆうげん	だから食費工夫して
09:39	ゆうげん	捨てる分多いから
09:39	ゆうげん	極力冷凍で廃棄しないようする
09:39	あすか 11/19 8/11	捨てる分多いって？
09:40	ゆうげん	賞味期限切れで捨てるようが多すぎる
09:40	あすか 11/19 8/11	私普段ほぼ破棄してないで
09:40	あすか 11/19 8/11	使ってる
09:40	あすか 11/19 8/11	なぎがたべへんくて作ったもん捨てるはあるけど
09:40	ゆうげん	卵フルーツよう捨ててるやん
09:41	あすか 11/19 8/11	"卵はたまたまや
フルーツもたまたま！
いつもは破棄してないで"
09:41	あすか 11/19 8/11	2人の時は昼おかず卵焼きだけとかあるし
09:42	ゆうげん	"とりあえず
普段俺はそっちの管理できないから"
09:42	ゆうげん	死ぬ気で節約してくれ
09:42	ゆうげん	あーだこーだ行ってもなんも変わらん
09:43	あすか 11/19 8/11	どうしても身体しんどい時は出来たもの食べるけどやっぱ出来たものって高くなるし。。でもこの先子どもふたりをワンオペするって考えると節約ってなかなかに厳しいところある、全くできひんことはないやろうけど
09:43	あすか 11/19 8/11	そんなんわかってる
09:43	ゆうげん	わかっててこれ以上減らせないなら増やす方法考えてくれ
09:43	ゆうげん	これはナギの時もそうやってけど家で出来ることはいくらでもある
09:44	ゆうげん	頭使って調べてやってくれ
09:45	あすか 11/19 8/11	"子どもおらんならできるけどそうじゃないからなぁ、、それ言われると、やっぱ子どもと四六時中一緒でさらに今は妊婦って…その大変さわからんのやなぁと思ってしまう。
そりゃなんかして稼ぎたいよ私も。肩身狭いし。でも厳しいんよなぁ。私のキャパでは。今でもよくキャパオーバーして無意味になぎに怒鳴り散らしてるし……

まぁそんなん言ってもしゃーないって思われるだけなんやろうけど。。"
09:46	あすか 11/19 8/11	ナギがこども園行きだしてベビーとの生活にも慣れたら何か考えれるんかもしらんけど。
09:49	ゆうげん	とりあえず動かんでいいから
09:49	ゆうげん	いっぱい調べていっぱい頭使って
09:49	ゆうげん	"できることリスト化
今やってて省くべきことをリスト化して"
09:50	あすか 11/19 8/11	とりあえず何か少しでも削るなりなんなりは考える
10:05	ゆうげん	[写真]
10:05	ゆうげん	これは?
10:09	あすか 11/19 8/11	それは良さげかなぁ
10:09	あすか 11/19 8/11	ほかの写真どんなん？
10:09	あすか 11/19 8/11	1枚目以外の写真
10:10	ゆうげん	[写真]
10:10	ゆうげん	[写真]
10:10	ゆうげん	[写真]
10:10	ゆうげん	[写真]
10:10	ゆうげん	[写真]
10:11	あすか 11/19 8/11	いい感じかな、カゴに柄もないし
10:15	ゆうげん	今日中にメルペイ溜まるからからかっとく
10:15	あすか 11/19 8/11	ありがとう
10:16	ゆうげん	あとベビーカーとチャイルドシートやけど
10:17	ゆうげん	とりあえずどんなあるかだけ見といて
17:18	ゆうげん	明日台風やねんな
17:18	ゆうげん	東京
17:18	ゆうげん	最悪帰られへんかもしれん
17:49	あすか 11/19 8/11	危なかったらやめとき
17:56	あすか 11/19 8/11	一応土日の天気は悪くないけどな
18:09	ゆうげん	もう予約してるから
18:09	ゆうげん	バス会社が止まらん限り行くよ
18:23	あすか 11/19 8/11	無理せずー
19:35	ゆうげん	うむ
19:35	ゆうげん	まってて
20:23	あすか 11/19 8/11	[写真]
20:23	あすか 11/19 8/11	[写真]
20:23	あすか 11/19 8/11	[写真]
20:23	あすか 11/19 8/11	どのおそろいが好き？
20:23	あすか 11/19 8/11	最後のボーダーはパパママサイズもあるやつ
20:23	ゆうげん	値段による
20:25	あすか 11/19 8/11	どれが好みなんかなと思って聞いてみた
20:25	あすか 11/19 8/11	値段とかの前にどれが好きなんかなって
20:25	あすか 11/19 8/11	[写真]
20:25	あすか 11/19 8/11	[写真]
20:25	あすか 11/19 8/11	[写真]
20:25	あすか 11/19 8/11	[写真]
20:25	あすか 11/19 8/11	[写真]
20:39	あすか 11/19 8/11	"

ベビーカー


○サイベックス メリオ
https://cybex-japan.com/products/melio-carbon-2023

○YOYO2
https://store-jp.babyzen.com/ja/pages/yoyo2-stroller-birth


○アップリカ ラクーナ
https://www.aprica.jp/products/babycar/detail/reversible_lw/luxuna_cushion_ae/
"
20:42	ゆうげん	"兄弟ならチェックやし
親子ならボーダー"
20:43	ゆうげん	ベビーカー高すぎ
20:43	あすか 11/19 8/11	どっちもチェックやけど
20:44	ゆうげん	"見た目は
メリオ
ラクーナ
yoyoやけd"
20:46	あすか 11/19 8/11	今あるのと同じやつくらいになるんちゃう、3~5万とかやったら
20:46	ゆうげん	[写真]
20:46	あすか 11/19 8/11	YOYO値段よくわからん
20:46	ゆうげん	インナーでも活躍するこの色
20:47	あすか 11/19 8/11	"ラクーナは色がなー
まぁいいんやけど"
20:47	ゆうげん	[写真]
20:47	あすか 11/19 8/11	やっぱそれが好みか
20:47	ゆうげん	50000~
20:47	あすか 11/19 8/11	親子でおそろいもいいんやけどパパサイズだけブラックしかない
20:48	ゆうげん	俺絶対似てるの持ってるから
20:48	ゆうげん	俺は要らんよ
20:48	あすか 11/19 8/11	"でも親子でお揃いのボーダー兄弟だけでも可愛いなぁ

なんか1個でも用意しときたいなぁ、おそろい"
20:49	ゆうげん	りょうすのプレゼント届いたから
20:49	ゆうげん	買わないように言っといて
20:50	ゆうげん	無印とかでボーダーあるから
20:50	ゆうげん	シンプルなのはその辺のチェーンの方がいいかな
20:51	あすか 11/19 8/11	無印おそろいあるんかな、キッズとベビー
20:52	あすか 11/19 8/11	今インスタ秋服で溢れてて韓国服とか可愛すぎる、、我慢やなぁ
20:52	あすか 11/19 8/11	わかった
20:53	ゆうげん	どんなふく
20:56	あすか 11/19 8/11	どれってないけど、あんま詳しく見てないから
20:56	ゆうげん	保存したヤツ
20:56	あすか 11/19 8/11	？？
20:57	ゆうげん	韓国服保存してないの?
21:08	あすか 11/19 8/11	保存はしてないよ
21:09	あすか 11/19 8/11	流れてくるの流して見てるだけ
21:09	あすか 11/19 8/11	ビスクだけチェックしてるけど保存とかお気に入りとかはしてない
21:10	ゆうげん	[写真]
21:10	ゆうげん	[写真]
21:10	ゆうげん	[写真]
21:10	ゆうげん	これどう?
21:13	ゆうげん	[写真]
21:13	ゆうげん	[写真]
21:13	ゆうげん	[写真]
21:13	ゆうげん	プチミグほどでは無いけど
21:13	ゆうげん	この値段にしては十分なデザイン
21:29	あすか 11/19 8/11	かわいーとおもう
21:30	ゆうげん	良かった
21:32	あすか 11/19 8/11	この写真が全部好みかっていうとそうでは無いけど
21:34	ゆうげん	どれが好き
21:38	あすか 11/19 8/11	[写真]
21:38	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	あすか 11/19 8/11	[写真]
21:39	ゆうげん	結構被った
22:01	ゆうげん	[写真]
22:01	ゆうげん	またこれやろ
22:03	あすか 11/19 8/11	"こんなん買ったん？
2人でするん？わら"
22:03	ゆうげん	ほら
22:03	ゆうげん	HIKAKINやってたし
22:03	ゆうげん	年末みんなで
22:08	あすか 11/19 8/11	私家おるかなぁ
22:09	ゆうげん	ほらあと
22:09	ゆうげん	ナギのお友達きたとき
22:09	ゆうげん	親同士で
22:09	あすか 11/19 8/11	お義母さんとかお義父さんチョコレートって食べる？
22:10	あすか 11/19 8/11	子おって親だけで遊ぶは無理すぎw
22:10	ゆうげん	お泊まりの夜タイム
22:10	ゆうげん	チョコ好きやで
22:11	あすか 11/19 8/11	お義父さんもお義母さんも？
22:11	ゆうげん	うん
22:11	ゆうげん	父はだいすき
22:17	あすか 11/19 8/11	[写真]
22:18	あすか 11/19 8/11	敬老の日  チロルチョコかわいい
22:19	ゆうげん	めっちゃいいな
22:20	ゆうげん	やっぱなぎ
22:20	ゆうげん	さいかわ
22:20	あすか 11/19 8/11	チロルチョコにしていい？敬老の日
22:21	ゆうげん	もちろん
22:21	ゆうげん	喜ぶよ
22:32	あすか 11/19 8/11	[写真]
22:32	あすか 11/19 8/11	クレジットいい？
22:32	ゆうげん	一応これいくら?
22:32	ゆうげん	送料たっっか
22:33	あすか 11/19 8/11	[写真]
22:33	あすか 11/19 8/11	[写真]
22:33	あすか 11/19 8/11	[写真]
22:34	ゆうげん	送料無料いくらから❓
22:34	ゆうげん	送料で1100円たっか
22:35	あすか 11/19 8/11	何も書いてない
22:35	ゆうげん	まあ
22:35	ゆうげん	みんなの分やろうし
22:35	ゆうげん	ええよ
22:35	ゆうげん	可愛いし
22:35	あすか 11/19 8/11	"國松ばぁば
國松じぃじ
棚橋ばぁば
棚橋じぃじ
山村じぃばぁ(私の祖父母)"
22:36	あすか 11/19 8/11	うち特殊すぎん？國松も棚橋もじぃばぁ一緒に住んでない、、わら
22:36	ゆうげん	ほんまや
22:36	ゆうげん	みんな別々
22:37	あすか 11/19 8/11	そ、だから別々で5箇所に渡せるようにした
22:39	ゆうげん	いいと思う
22:39	ゆうげん	むしろ贈り物で3000円以下は安い
22:39	ゆうげん	可愛いし
22:41	あすか 11/19 8/11	いや、消費税とか送料でこうなった
22:41	あすか 11/19 8/11	[写真]
22:41	ゆうげん	ん?
22:41	ゆうげん	よく分からない明細
22:42	あすか 11/19 8/11	消費税8パーのと10パーのあるってことやんな
22:42	ゆうげん	軽減税率かな
22:43	ゆうげん	チョコなのに
22:43	ゆうげん	🤷‍♀️
22:43	あすか 11/19 8/11	5組分でこれやしまぁ安くついてる方か、、
22:45	あすか 11/19 8/11	これでクレジット支払いするよ？
22:49	あすか 11/19 8/11	[写真]
22:49	あすか 11/19 8/11	注文した
22:58	ゆうげん	おけい
22:58	ゆうげん	まあ
22:58	ゆうげん	おけい

2023/09/08(金)
11:13	ゆうげん	おはよう
11:13	ゆうげん	コニーの抱っこ紐
11:13	ゆうげん	注文しといた
11:14	ゆうげん	[ノート] ○クーファン
○コニー抱っこ紐
○コニー沐浴上がりタオル
○ベビーカー
○チャイルドシート
○ベビーモニター
○寝室の寝床


○枕
○おくるみ
○ガチョウぬいぐるみS(senger naturewe
12:09	ゆうげん	[写真]
12:10	ゆうげん	[写真]
12:10	ゆうげん	[写真]
12:10	ゆうげん	前のやつより
12:10	ゆうげん	1万5千やすい
12:40	あすか 11/19 8/11	コニーの抱っこ紐どれにしたん？
12:40	あすか 11/19 8/11	持ち手の色が好きじゃないけどそこは妥協するか
12:42	ゆうげん	先に返事もらった方かう
12:43	あすか 11/19 8/11	梛鼻水ずっと出てるし咳も出てきてたから早めに耳鼻科行ってきた
12:44	あすか 11/19 8/11	耳は大丈夫やった
12:44	ゆうげん	風邪?
12:44	あすか 11/19 8/11	風邪かな？喉がちょっと赤いですね、鼻でてるから
12:44	あすか 11/19 8/11	て感じやった
12:44	ゆうげん	また泣いちゃったか
12:44	あすか 11/19 8/11	放置してたらまた中耳炎なりそやし気をつけな
12:44	ゆうげん	せやな
12:44	あすか 11/19 8/11	今日はちょっと泣いてた
12:45	あすか 11/19 8/11	薬もらったし頑張って飲ませます
12:45	ゆうげん	なぎのけっこう色々やられるな
12:45	ゆうげん	安静にしてもらおう
12:47	あすか 11/19 8/11	鼻からの風邪なりやすいんかもなぁ
12:47	あすか 11/19 8/11	中耳炎と
12:48	あすか 11/19 8/11	ウーフォスどこまでさげていけるん？
12:48	ゆうげん	俺の鼻が遺伝したか..
12:48	ゆうげん	100円づつ
12:48	あすか 11/19 8/11	[写真]
12:49	あすか 11/19 8/11	いくらまでさげていけるん？
12:49	ゆうげん	売れるまで
12:49	あすか 11/19 8/11	気をつけたらなな
12:49	ゆうげん	下げていいよ
12:49	あすか 11/19 8/11	とりあえず今日また夜下げる
12:49	あすか 11/19 8/11	スニーカーもさげていいん？
12:49	ゆうげん	うん
12:50	あすか 11/19 8/11	スニーカーも100ずつ下げていいん？
12:50	ゆうげん	うん
12:50	あすか 11/19 8/11	beautifulpeopleのは売れてさっき受け取り評価もあった
12:51	ゆうげん	おけおけ
12:51	ゆうげん	バッグやんな
12:53	ゆうげん	beautiful peopleの
12:53	ゆうげん	トートバッグ
12:53	ゆうげん	売ったことあったっけ
12:54	ゆうげん	黒の在庫あるから
12:54	ゆうげん	手伝って欲しい
13:14	ゆうげん	あ
13:14	ゆうげん	ベビーカメラもうあるからおっけいやね
18:47	あすか 11/19 8/11	どこにあるんー？
18:47	あすか 11/19 8/11	あ、そや、あったな
18:47	ゆうげん	出品履歴にあれば
18:47	ゆうげん	その写真で
18:47	あすか 11/19 8/11	黒は無い
18:47	ゆうげん	出して欲しい
18:48	ゆうげん	じゃあ持ってくわ
18:48	あすか 11/19 8/11	あ、あるわ
18:48	あすか 11/19 8/11	[写真]
18:48	あすか 11/19 8/11	これか
18:48	ゆうげん	よし
18:48	ゆうげん	それ1個出しといて
18:48	あすか 11/19 8/11	またゆっくり時間取れる時やる
18:48	ゆうげん	3こもってく
19:24	ゆうげん	[写真]
19:24	ゆうげん	こわ
19:25	ゆうげん	無印で買わなくてよかった
20:23	ゆうげん	コニーの沐浴って
20:23	ゆうげん	どこで売ってる？
23:33	あすか 11/19 8/11	わからん、インスタで見かけたけど、、

2023/09/09(土)
07:42	ゆうげん	今梅田着いた
12:56	ゆうげん	大丈夫?
13:02	あすか 11/19 8/11	とりあえず診察終わったから帰る
13:06	ゆうげん	☎ 通話時間 1:11
13:10	あすか 11/19 8/11	このまま家届けてもらおうと思ったんやけど、コンタクトも買わなやばいからコンタクトだけ買いに連れてってもらおかなと思う
13:10	あすか 11/19 8/11	お昼どーする？
13:12	あすか 11/19 8/11	☎ 不在着信
13:13	あすか 11/19 8/11	☎ 不在着信
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:14	あすか 11/19 8/11	[スタンプ]
13:32	ゆうげん	ごめん出れてなかったな
13:44	あすか 11/19 8/11	"いけるー
ナギなんか食べそう？"
13:44	ゆうげん	今はお菓子食ってるな
13:44	ゆうげん	食べれそうではある
13:45	ゆうげん	マクド
13:45	ゆうげん	行きたいって
13:46	あすか 11/19 8/11	"帰り買って帰ろうか？
それか明日月見バーガーとか
食べる？みんなで一緒に"
13:49	ゆうげん	今行きたいらしい
13:49	ゆうげん	日焼け止め塗って行くって
13:50	あすか 11/19 8/11	それはやめてた方が、、
13:50	ゆうげん	あくまでナギの意見
13:52	あすか 11/19 8/11	外出たいのかな
13:55	ゆうげん	かもな
14:29	ゆうげん	☎ 通話時間 0:52
14:44	あすか 11/19 8/11	さっき電話切れちゃったけどいけてる？？
14:45	ゆうげん	遅くなりそうやな
14:45	あすか 11/19 8/11	やな、、
14:45	ゆうげん	どうしよか
14:45	あすか 11/19 8/11	なんか食べたん？？
14:46	ゆうげん	なんも
14:47	あすか 11/19 8/11	夜ご飯後の薬と間隔あんま開かんくなるから昼は薬なしでいい
15:29	ゆうげん	ウーバーたのむ
15:29	ゆうげん	クーポンあるし
16:03	あすか 11/19 8/11	マクド？？
16:04	あすか 11/19 8/11	とりあえず今視力検査とかコンタクトの相性とか見終わって診察待ち
16:05	あすか 11/19 8/11	時間かかってごめんよ
16:08	ゆうげん	マクド
16:08	ゆうげん	4時間くらい外おったな
16:21	ゆうげん	☎ 通話時間 0:44
16:24	あすか 11/19 8/11	今コンタクト買うとこ来れたからもうちょい待ってね、ごめんね
16:24	あすか 11/19 8/11	梛アイス買って帰るねーーー
16:24	ゆうげん	うむ
16:44	あすか 11/19 8/11	今アリオ出た、ごめんねお待たせ
20:01	あすか 11/19 8/11	https://www.osaka-kodomoshien.com/
22:04	ゆうげん	https://item.rakuten.co.jp/ah-mart/app519/?iasid=07rpp_10097___ep-lmc1fuht-8x-f44fb2e0-75c0-4aa0-8695-07735bc8ea49

2023/09/10(日)
00:42	あすか 11/19 8/11	"『あ』

[メルカリ] すーちゃんさんからお金 (メルペイ残高) ・ポイントの受取依頼があります。下記のURLより確認してください。
https://pay.merpay.com/receive/?token=e9c88241-bce4-48d6-a0e4-cca2a1f4f6b9"
21:54	ゆうげん	バス乗った
21:54	ゆうげん	大変やけど
21:54	ゆうげん	ナギまた5日間お願いします
23:03	あすか 11/19 8/11	気をつけて！
23:03	あすか 11/19 8/11	頑張ります

2023/09/11(月)
10:36	ゆうげん	意識飛びどうなくらい眠い
10:52	あすか 11/19 8/11	無理せず
13:55	ゆうげん	俺多分風邪ひいたけど
13:55	ゆうげん	あすかは大丈夫?
13:59	あすか 11/19 8/11	今朝は声ガラガラやったけど大丈夫やと思う
14:00	あすか 11/19 8/11	無理せず
15:50	ゆうげん	トローチばくなめしてる
18:24	ゆうげん	加湿器つけよ
19:14	あすか 11/19 8/11	ちゃんと正しく使うようにしいや
19:28	ゆうげん	もちろん
19:41	あすか 11/19 8/11	今日もナギ熱あったし引きこもったけど明日こども園願書取りに行かな
19:50	ゆうげん	体調はどう?
19:50	ゆうげん	ナギも免疫分辛い思いしたら
19:50	ゆうげん	あとは変わってあげたい
19:56	あすか 11/19 8/11	梛は元気やけどまだ熱は下がりきってない
19:56	あすか 11/19 8/11	今から風呂入れてゴミ出して寝かせる
19:57	ゆうげん	あすもむりせずに
19:57	ゆうげん	しっかり寝て食べてや
20:06	あすか 11/19 8/11	BBQ17日の日曜日でいい？
20:07	ゆうげん	うん
20:10	ゆうげん	お肉割り勘で
20:10	ゆうげん	笑
20:11	ゆうげん	Amazonカード使っていい?
20:11	ゆうげん	BBQコンロ
21:57	あすか 11/19 8/11	うん、いいよーー
21:57	ゆうげん	ありがと
21:57	ゆうげん	またチャージしといて
21:59	あすか 11/19 8/11	どうやってチャージするん？
21:59	あすか 11/19 8/11	[写真]
21:59	ゆうげん	普通にバーコード読み取りかな
21:59	ゆうげん	ちゃうわ
21:59	ゆうげん	剥がして数字読み取り
22:00	あすか 11/19 8/11	どこで読みとるん？
22:00	ゆうげん	Amazonのアプリで出来へん?
22:01	あすか 11/19 8/11	どこからやるかわからん
22:01	あすか 11/19 8/11	剥がしたらアルファベットと数字混ざったやつ出てきたけど
22:02	ゆうげん	それをどっかで読み取る
22:02	あすか 11/19 8/11	そのどっかがわからん
22:04	ゆうげん	アカウントサービス▶︎ギフトカード登録
22:06	あすか 11/19 8/11	多分いけた
22:06	あすか 11/19 8/11	2000円分
22:08	ゆうげん	ありがとうございます
22:09	ゆうげん	コンパクトなコンロかお
22:55	あすか 11/19 8/11	どんなん？
22:55	ゆうげん	まだ探してるよ
22:59	ゆうげん	次帰ったら
22:59	ゆうげん	膝枕
22:59	ゆうげん	1回
22:59	ゆうげん	3000円で
23:01	あすか 11/19 8/11	なんやそれ
23:01	あすか 11/19 8/11	そんなんお金出し出したらもう……お店かよw
23:11	ゆうげん	俺にはそれだけの価値がある
23:15	あすか 11/19 8/11	私基本的に甘えられるより甘えたいタイプやから今の状況で甘えられると嫌なオーラ出てまうかもw
23:15	ゆうげん	あまえへんやん
23:15	あすか 11/19 8/11	梛に甘えられるのも離せーってなる
23:15	あすか 11/19 8/11	どっちかというとって話
23:16	ゆうげん	今はナギを嗅ぐことしか楽しみがない
23:16	あすか 11/19 8/11	ナギにも申し訳ない、でもすぐやめてって言うてまう
23:29	ゆうげん	今だけやったらいいけど
23:30	ゆうげん	俺は全然あすかと触れ合いたいから
23:33	あすか 11/19 8/11	すっぴんボサボサが基本やのにそう思えるのすごい…
23:33	あすか 11/19 8/11	[写真]
23:33	ゆうげん	あすかのすっぴんは充分や
23:33	ゆうげん	なんかさみしいの
23:33	あすか 11/19 8/11	明日ハロウィン第1弾の写真撮ろかな
23:34	あすか 11/19 8/11	ハロウィンパーティー早めにしたいなぁ
23:34	ゆうげん	どんな格好❓
23:34	あすか 11/19 8/11	ハロウィンパーティーの時は手作りお菓子とか用意したい
23:35	あすか 11/19 8/11	明日は今ある服で猫耳とか付けるだけにしよかなぁ
23:35	あすか 11/19 8/11	ハロウィンパーティーする時は
23:35	あすか 11/19 8/11	[写真]
23:36	あすか 11/19 8/11	こういう感じの格好に黒の蝶ネクタイとデビルか猫のカチューシャ
23:36	ゆうげん	いくらや
23:36	あすか 11/19 8/11	したい
23:36	あすか 11/19 8/11	[写真]
23:37	ゆうげん	ふむ
23:37	ゆうげん	どっち色
23:38	あすか 11/19 8/11	黒
23:42	ゆうげん	こんごつかうかなぁ
23:43	あすか 11/19 8/11	普段使いできるかなーと思ってこういうイメージにした
23:45	ゆうげん	上は?
23:48	あすか 11/19 8/11	上はなんか家にシャツみたいなんあった気する
23:51	ゆうげん	うむ
23:51	ゆうげん	わかった
23:56	あすか 11/19 8/11	10/21にしよかな、ハロウィンパーティー
23:56	あすか 11/19 8/11	その付近でみきちゃん大阪来るから予定合えばハロウィンパーティーしよやーて亮介が言うてた
23:56	あすか 11/19 8/11	亮介とみきちゃん10/22で1年やねんて

2023/09/12(火)
00:02	ゆうげん	おー
00:03	ゆうげん	もう1年か
11:09	あすか 11/19 8/11	そうー
14:28	あすか 11/19 8/11	ゆーくん19日休み取れたりせんよな？？
15:12	ゆうげん	理由は?
15:13	ゆうげん	10がつ?
15:13	あすか 11/19 8/11	"9/19

10:30~検診
13:30~かみじょうこども園

て感じでバタバタするから、
間に合いはするやろうけど
パパおったら助かるなーと、、"
15:14	あすか 11/19 8/11	まぁ全然おらんでもどーにかなる！
19:09	ゆうげん	今からは厳しいな
19:20	あすか 11/19 8/11	おけ
19:48	ゆうげん	申し訳ない
19:50	あすか 11/19 8/11	大丈夫！バタバタはするやろけど間に合うはず
20:02	ゆうげん	すまないがその日は任せた
20:10	あすか 11/19 8/11	うん
20:53	あすか 11/19 8/11	[写真]
