 8/11	これはこの色が好き
10:35	ゆうげん	Amazonで頼んでいいよ
11:22	ゆうげん	ウォーターボトルもう既に前の写真の白いの
11:22	ゆうげん	あるけどね
11:35	ゆうげん	[写真]
12:32	あすか 11/19 8/11	ありがとう
12:32	あすか 11/19 8/11	これはこれで可愛いからアウトドア用にしよかな
12:36	ゆうげん	そうやね
12:37	ゆうげん	ガラスやから少し気を使うから
12:37	ゆうげん	普段はプラスチックにしとき
16:31	あすか 11/19 8/11	うん、そうする
16:33	あすか 11/19 8/11	あのさ、今日バースデイにナギのお菓子とか水とか買いに行ったらさ
16:33	あすか 11/19 8/11	秋冬物出てたさ
16:33	ゆうげん	もう出てるのね
16:33	あすか 11/19 8/11	使う頃にはなくなってそうだなーて思って買っちゃった
16:34	ゆうげん	いくら分?
16:34	あすか 11/19 8/11	[写真]
16:34	ゆうげん	コート?
16:34	ゆうげん	シャツ?
16:35	あすか 11/19 8/11	[写真]
16:35	あすか 11/19 8/11	[写真]
16:35	あすか 11/19 8/11	[写真]
16:35	あすか 11/19 8/11	この3つ
16:36	ゆうげん	やっぱりコートか
16:36	ゆうげん	なぎもうコート着れるのね
16:36	ゆうげん	秋っていうより春っぽいね
16:36	あすか 11/19 8/11	薄手やから良いなーとおもって！
16:36	あすか 11/19 8/11	確かに春っぽい
16:36	あすか 11/19 8/11	でもかわいい
16:37	ゆうげん	ええと思うで
16:37	ゆうげん	安いし
16:37	あすか 11/19 8/11	この3つを買っちゃった
16:45	ゆうげん	ええでええで
16:49	あすか 11/19 8/11	[写真]
16:49	あすか 11/19 8/11	どう？
16:51	ゆうげん	似合うわァ
16:51	ゆうげん	これにハイネックのニットで
16:51	ゆうげん	モテボーイ
16:53	あすか 11/19 8/11	[写真]
16:53	あすか 11/19 8/11	[写真]
16:53	あすか 11/19 8/11	[写真]
16:54	あすか 11/19 8/11	ちょっと女の子っぽい
16:56	あすか 11/19 8/11	[写真]
16:56	あすか 11/19 8/11	[写真]
17:07	ゆうげん	濃い色を中に入れた方がいいかもね
17:12	あすか 11/19 8/11	今日着てた服の上に着せてみただけやから組み合わせは適当(笑)
17:12	ゆうげん	コートがいい感じ
17:13	ゆうげん	秋冬の帽子揃えたいな
17:13	ゆうげん	俺も帽子30個前後ある気がする
17:29	あすか 11/19 8/11	秋冬の帽子
17:30	あすか 11/19 8/11	昨年は手作りのどんぐり帽子めっちゃかぶってたな〜
17:30	あすか 11/19 8/11	秋冬で30こ？
17:30	ゆうげん	全部で
17:31	ゆうげん	どんぐりはベージュとブラウン欲しいな
17:37	あすか 11/19 8/11	全部でか
17:38	あすか 11/19 8/11	ベージュとブラウン秋冬の毛糸買わないと
17:45	ゆうげん	急いで作ってな
17:45	ゆうげん	１ヶ月くらいしかないで時間
17:46	あすか 11/19 8/11	毛糸さえあれば
17:46	あすか 11/19 8/11	1ヶ月後はまだ暑そうやけどな
18:23	ゆうげん	9月から結構気温落ちるらしい
18:45	あすか 11/19 8/11	落ちるって言ってもどんぐり帽子かぶれるほど涼しくなるのかな…
18:45	あすか 11/19 8/11	毎年祭りの時期も暑いもん。。
18:46	あすか 11/19 8/11	[写真]
19:12	ゆうげん	かおよ
20:15	あすか 11/19 8/11	[写真]
20:15	あすか 11/19 8/11	[写真]
20:15	あすか 11/19 8/11	[写真]
20:15	あすか 11/19 8/11	シャンプーハット買ってみた
20:16	ゆうげん	かっぱ
20:22	あすか 11/19 8/11	ナギ頭小さいのか
20:22	あすか 11/19 8/11	シャンプーハットしてても顔に水ダラダラ
20:22	ゆうげん	ぶかってるのか
20:22	ゆうげん	頭小さいのはいいことやけど
20:22	あすか 11/19 8/11	そんなぶかってる感じないけどなぁぁ
20:22	ゆうげん	隙間が
20:30	あすか 11/19 8/11	うん、なんかピタッとはなってないみたいね
20:54	ゆうげん	いいな
20:54	ゆうげん	顔ちっちゃいの
21:15	あすか 11/19 8/11	[写真]
21:15	あすか 11/19 8/11	今日のお昼
21:16	あすか 11/19 8/11	さー寝かしつけします
21:20	ゆうげん	かわい
21:21	ゆうげん	なぎの髪切らないとね
21:44	あすか 11/19 8/11	寝ました
21:44	あすか 11/19 8/11	うん、切らなきゃね
21:44	ゆうげん	早いな
21:52	あすか 11/19 8/11	ホントはもっと早く寝て欲しいけどね
21:52	ゆうげん	しゃあない
21:52	ゆうげん	早く涼しくなって欲しい
21:52	ゆうげん	今年はマジでしんどい
21:54	あすか 11/19 8/11	ね
21:54	あすか 11/19 8/11	ホンマに暑すぎる
21:55	あすか 11/19 8/11	これからずっとこんなんなんかな
22:01	ゆうげん	帰るとマジでビシャビシャやもん
22:01	ゆうげん	あかんて
22:20	あすか 11/19 8/11	[写真]
22:20	あすか 11/19 8/11	[写真]
22:20	あすか 11/19 8/11	出かけられてた夏が懐かしい
22:20	あすか 11/19 8/11	ひまわり見たいなぁ
22:21	ゆうげん	懐かしい
22:21	ゆうげん	この頃そんな暑くなかったよな
22:22	あすか 11/19 8/11	暑かったけど出かけられた
22:22	あすか 11/19 8/11	[写真]
22:22	あすか 11/19 8/11	[写真]
22:22	あすか 11/19 8/11	昨年
22:22	あすか 11/19 8/11	昨年じゃない
22:22	あすか 11/19 8/11	一昨年？
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	昨年
22:27	ゆうげん	このナギ
22:27	ゆうげん	かわええな
22:27	ゆうげん	まるい
22:30	あすか 11/19 8/11	[写真]
22:30	あすか 11/19 8/11	[写真]
22:30	あすか 11/19 8/11	[写真]
22:30	あすか 11/19 8/11	[写真]
22:31	あすか 11/19 8/11	丁度1年前くらい
22:31	あすか 11/19 8/11	ぷくぷく
22:31	あすか 11/19 8/11	ちっちゃい🥹
22:40	ゆうげん	マジでかなったなぁ
22:40	ゆうげん	男の子
22:40	ゆうげん	なった感
22:41	ゆうげん	この頃からYouTube見とったんか
22:47	あすか 11/19 8/11	これ多分iPhone持ってるだけ(笑)
22:48	あすか 11/19 8/11	大きくなったし男の子感増した
22:48	ゆうげん	[写真]
22:48	ゆうげん	かっこいいよね
22:48	ゆうげん	シュッとした顔になりそう
22:49	あすか 11/19 8/11	しょうやくんに似てるちょっと
22:51	あすか 11/19 8/11	[写真]
22:51	あすか 11/19 8/11	笑った顔パパに似てる
22:52	ゆうげん	クシャがお
22:52	ゆうげん	そしてまだ生理来てないよな
22:53	あすか 11/19 8/11	うん、来てない
22:56	ゆうげん	大丈夫かな
22:57	ゆうげん	万が一妊娠してたとしたら
22:57	ゆうげん	いつ頃わかる?
22:57	あすか 11/19 8/11	んー。
22:59	あすか 11/19 8/11	"目安というか一般的なサイクルは

生理〜排卵日まで2週間
排卵日〜生理まで2週間

今生理きてないってことは
恐らく2週間前はまだ
排卵してないてこと

体調も崩したから
排卵日が遅れてるのか
無排卵なのか

そこは謎"
22:59	ゆうげん	ふむ
22:59	あすか 11/19 8/11	"病気とかじゃなければ
いいって感じだな私は"
22:59	ゆうげん	体調も色々あったしな
23:00	ゆうげん	仕方ない
23:00	あすか 11/19 8/11	そうなんよ、体調とかストレスとかでも結構狂うからさ
23:00	ゆうげん	あすかは狂いやすそうやしな
23:01	あすか 11/19 8/11	ココ最近しっかり整ってたから
23:01	あすか 11/19 8/11	久々やけどな、狂うの
23:01	あすか 11/19 8/11	今月半ば辺りでまだ生理来てなかったら1回妊娠検査薬してもいいかもね
23:02	あすか 11/19 8/11	"それが陰性でも陽性でも
産婦人科は行った方がいいかも"
23:12	ゆうげん	まだ残ってる?
23:12	ゆうげん	検査
23:12	ゆうげん	なんか第二子は
23:12	ゆうげん	もちろんタイミングはあるけど
23:13	ゆうげん	いつでもウェルカム
23:13	あすか 11/19 8/11	検査は買わないとない
23:17	ゆうげん	全然買ってな
23:18	ゆうげん	女の子かなぁ
23:19	あすか 11/19 8/11	"まだわかんないけどねー
普通に狂ってるってことも
全然有り得る"
23:19	あすか 11/19 8/11	"でもあの検査薬買うの
結構ドキドキするんよな(笑)"
23:20	ゆうげん	なんでやねん
23:42	あすか 11/19 8/11	え、なんやろ、わからん？
23:42	あすか 11/19 8/11	検査するのもめっちゃドキドキするねん
23:47	ゆうげん	まあ
23:47	ゆうげん	楽しみや不安
23:47	ゆうげん	色々あるよね
23:47	ゆうげん	自分の体やし尚更
23:50	あすか 11/19 8/11	ナギの時めっちゃドキドキしたもん

2022/08/04(木)
00:01	ゆうげん	今回は
00:01	ゆうげん	受け止める覚悟あるから
00:01	ゆうげん	大丈夫
00:02	あすか 11/19 8/11	このタイミングでほしい！て強い気持ちがあったわけじゃないけど、
00:02	あすか 11/19 8/11	検査して陰性って謎に落ち込むんよな(笑)
00:03	あすか 11/19 8/11	でも陽性やと戸惑いもあるんよな
00:03	あすか 11/19 8/11	だからまじドキドキ
00:20	ゆうげん	今は
00:20	ゆうげん	それを
00:20	ゆうげん	楽しむというか
00:21	ゆうげん	ドキドキしよう
00:21	ゆうげん	いい意味で
08:04	あすか 11/19 8/11	うん、そだね
08:04	あすか 11/19 8/11	おはよう
08:04	あすか 11/19 8/11	今日はちゃんとテレワーク？
08:32	ゆうげん	おはよう
08:32	ゆうげん	いまおきた
08:32	ゆうげん	テレワーク
08:47	ゆうげん	相も変わらず初っ端は会議あるから
08:47	ゆうげん	最初はお願いね
10:02	あすか 11/19 8/11	今着いたよ
10:02	あすか 11/19 8/11	会議何時から何時？
10:05	ゆうげん	10:30まであるよ
10:05	あすか 11/19 8/11	了解です
10:06	あすか 11/19 8/11	一旦そこで入ってくる？
10:06	あすか 11/19 8/11	なんかね、zoom起動しようとしてるんやけどワンタイムパスワードっていうのが届かんくて起動できひんなってる
10:36	ゆうげん	今どうなってる?
10:37	あすか 11/19 8/11	zoomはいけた
10:37	あすか 11/19 8/11	今お風呂とかトイレの仕様の確認中
10:37	ゆうげん	おけおけ
10:41	あすか 11/19 8/11	なんか、ゆー君に確認せなわかんないなーて事が多い(笑)
10:41	あすか 11/19 8/11	11時から神谷さん来るって
10:43	ゆうげん	おけけ
10:43	ゆうげん	もうちょいで入れる
10:56	あすか 11/19 8/11	神谷さんきたっぽい
11:43	ゆうげん	zoomお願い
11:55	あすか 11/19 8/11	[写真]
11:55	あすか 11/19 8/11	[写真]
13:37	ゆうげん	全然入れなさそう
13:37	ゆうげん	決めれるとこだけ
13:37	ゆうげん	決めといて
14:33	ゆうげん	今どんな感じ?
14:34	あすか 11/19 8/11	モールテックスの方きて話してる
14:35	ゆうげん	うい
14:39	あすか 11/19 8/11	なんか聞きたいことある？
14:40	ゆうげん	むしろなんか課題ある?
14:41	ゆうげん	金額とかもまだわからんし
14:44	あすか 11/19 8/11	いや、特にない
14:44	あすか 11/19 8/11	金額はまた出してくれる
14:44	あすか 11/19 8/11	モールテックスの方帰りました
14:44	ゆうげん	決まったことは何?
14:45	あすか 11/19 8/11	どちらかというと、どういう風に工事というか、、その辺の確認
14:45	あすか 11/19 8/11	色は一覧もらって、
14:45	あすか 11/19 8/11	1色だけサンプル借りた
14:55	ゆうげん	そろそろ参加する
14:55	あすか 11/19 8/11	ほい
15:51	あすか 11/19 8/11	[写真]
15:51	あすか 11/19 8/11	[写真]
17:15	あすか 11/19 8/11	ゆー君お疲れ様
17:15	あすか 11/19 8/11	6.7日無理せんでね
17:15	あすか 11/19 8/11	とりあえず決めなきゃいけないことはまとめておくね
17:15	ゆうげん	あすかもお疲れ様
17:16	ゆうげん	今日はバリバリ残業
17:16	あすか 11/19 8/11	バリバリか…
17:16	ゆうげん	色々全然終わってない
17:16	あすか 11/19 8/11	ごめんね、打ち合わせしながらやったもんね
17:16	あすか 11/19 8/11	ちゃんと飲んだり食べたりはしてね
17:16	あすか 11/19 8/11	あとさ
17:19	あすか 11/19 8/11	"今日出かける前に出血あった！だからナプキンつけて行ったんやけど、お昼休憩の時にトイレ行ったら少ししかナプキン汚れてなかった

トイレットペーパーには
🩸つくんやけど、
今帰る前にトイレ行った時も
お昼よりは増えてたけど
いつもの生理よりは全然量
少ない"
17:19	あすか 11/19 8/11	なんなんやろコレ、生理なのか？て感じ(笑)
17:19	ゆうげん	痔ちゃうん
17:21	あすか 11/19 8/11	痔って肛門じゃないの？
17:21	ゆうげん	こうもん
17:21	あすか 11/19 8/11	でしょ？じゃあ違うよ
17:21	ゆうげん	生理感ある?
17:21	あすか 11/19 8/11	量的にはない
17:21	あすか 11/19 8/11	いつもより全然少ない
17:22	あすか 11/19 8/11	でも量増えて行くかもやからまだわからん
17:22	あすか 11/19 8/11	このまま量増えて1週間程度続けば生理かなって思うけど
17:22	あすか 11/19 8/11	"そうじゃなかったら
着床出血か不正出血"
17:22	ゆうげん	着床出血もあるんか
17:23	あすか 11/19 8/11	いつもみたいな程の生理痛はないけど下腹部に違和感はある、ちょっと痛いなぁみたいな
17:24	あすか 11/19 8/11	様子みなきゃこれが何なのかわからん
17:24	あすか 11/19 8/11	でもまぁとりあえず今日出血あったっていう報告
17:26	あすか 11/19 8/11	ゆーくんお盆休みいつ？
17:31	ゆうげん	落ち着いたら
17:31	ゆうげん	報告する
17:36	あすか 11/19 8/11	あ、ごめんね
17:36	あすか 11/19 8/11	無理しなきゃやろうけど無理しすぎんといてね
18:55	あすか 11/19 8/11	大丈夫？
19:50	あすか 11/19 8/11	大丈夫やんね？
19:53	ゆうげん	頑張ってる
20:52	あすか 11/19 8/11	なんか、落ち着いたと思ったらまた忙しいのね…
20:53	ゆうげん	落ち着くのは9月中旬かな
20:54	あすか 11/19 8/11	ほんとに落ち着くのかな…
20:54	あすか 11/19 8/11	やっと落ち着く！って言ってた数日後にはまた忙しそうにしてる…
20:56	ゆうげん	今は実働2人だけやからな
21:02	あすか 11/19 8/11	人増やしてくれないのね、というより増えないのかな
21:05	ゆうげん	今は厳しいかもね
21:15	あすか 11/19 8/11	"中途採用とか途中異動とか
あんまないのかな、、"
21:22	ゆうげん	[スタンプ]
21:37	ゆうげん	今日涼しいね
21:37	ゆうげん	ごみ捨てで感じた
21:43	あすか 11/19 8/11	[スタンプ]
21:43	あすか 11/19 8/11	涼しいのね
21:54	ゆうげん	とりあえずご飯食べた
21:54	ゆうげん	あすかもお疲れ様
21:54	ゆうげん	土曜会えるね
21:54	ゆうげん	[スタンプ]
21:55	ゆうげん	[写真]
21:55	ゆうげん	くぁいい
22:01	あすか 11/19 8/11	まだお仕事してるの？
22:01	ゆうげん	まだやってる
22:02	あすか 11/19 8/11	"あらま、、
サービス残業？"
22:02	あすか 11/19 8/11	会えるのは楽しみにしてるけど無理せずね
22:02	あすか 11/19 8/11	サンダル？かわいいね
22:04	ゆうげん	さびざん
22:04	ゆうげん	サンダルやけど
22:04	ゆうげん	秋冬でも使えるよ
22:05	ゆうげん	人気なやつ
22:06	あすか 11/19 8/11	ゆー君がサービス残業するってよっぽどよなー。
22:06	あすか 11/19 8/11	秋冬にも使えるサンダルなの？
22:12	ゆうげん	秋冬でも使えるで
22:12	ゆうげん	蒸れにくい
22:18	あすか 11/19 8/11	秋冬は靴下履いて使うの？
22:18	ゆうげん	そだね
22:19	ゆうげん	早く家たって
22:19	ゆうげん	3人でおしゃれしたい
22:19	あすか 11/19 8/11	おしゃれして何する？
22:19	ゆうげん	おさんぽ
22:20	あすか 11/19 8/11	お散歩！汚れそ(笑)
22:20	あすか 11/19 8/11	[写真]
22:20	あすか 11/19 8/11	新居フォト撮りたい
22:20	ゆうげん	撮ったるわ
22:21	ゆうげん	2日後には汚れてそう
22:30	あすか 11/19 8/11	新居フォトゆー君も写ってほし
22:31	あすか 11/19 8/11	"何も無い家で写真撮るって
この時しかできんもんなぁ"
22:31	あすか 11/19 8/11	いい思い出なりそ
22:31	あすか 11/19 8/11	あ、そいえば今回のは生理っぽい
22:31	ゆうげん	なるほど
22:31	ゆうげん	残念
22:32	あすか 11/19 8/11	これぞ生理痛…て感じのお腹の痛みあるし少しずつ🩸も増えてきた感
22:32	あすか 11/19 8/11	そして着床出血ってサラサラらしくて生理ってドロっと塊とか出ることあるんやけど塊も出てるから生理っぽい
22:33	あすか 11/19 8/11	残念さより生理痛つら
22:36	あすか 11/19 8/11	"てか残念なんて言わないで〜
自分の身体のことやから
私もそれなりに浮き沈みあるし
プレッシャーも感じちゃうのよ"
22:40	ゆうげん	そこまで過度な期待はしてないけど
22:40	ゆうげん	次の子楽しみ
22:48	あすか 11/19 8/11	楽しみなのは私も同じよ
22:55	あすか 11/19 8/11	妊活はやっぱ家建ってからかな
22:55	あすか 11/19 8/11	どうがいいかな
22:58	ゆうげん	隙あらばでいいと思うよ
22:59	あすか 11/19 8/11	いやぁ、いいタイミングでわざわざ会って…とかプレッシャー感じるなーて思っちゃって
23:00	あすか 11/19 8/11	それに家建つ頃に体調とか色々安定してないと買い物とかも楽しめないもんね

2022/08/05(金)
06:32	ゆうげん	それは確かにね
06:32	ゆうげん	おはよう
08:05	あすか 11/19 8/11	早くても11月にタイミングとってみるって感じかな
08:06	あすか 11/19 8/11	おはよう
08:15	ゆうげん	ohauo
08:15	ゆうげん	今日は早く上がろ
08:15	あすか 11/19 8/11	バス？やんね？何時？
08:15	ゆうげん	24:00
08:15	あすか 11/19 8/11	あら、遅いのね
08:15	あすか 11/19 8/11	大阪何時に着くの？
08:16	ゆうげん	今回は天王寺行き
08:16	ゆうげん	7:30
08:16	あすか 11/19 8/11	"天王寺行きなのか！
8時くらいには
実家って感じ？？？"
08:16	ゆうげん	そうやね
08:16	ゆうげん	準備して同行する感じ
08:16	あすか 11/19 8/11	ありがとう
08:17	あすか 11/19 8/11	"土日でお泊まりやんな？
ゆーくん帰りはいつ？"
08:17	ゆうげん	土泊まりで日には帰るで
08:17	あすか 11/19 8/11	日曜日の夜のバス？
08:17	ゆうげん	どう
08:17	ゆうげん	そう
08:18	あすか 11/19 8/11	"土日はもうあれやね、
基本おうちでまったり"
08:18	あすか 11/19 8/11	"マイホームのことも
決めないとやしね"
08:18	ゆうげん	大阪涼しい?
08:18	ゆうげん	東京今日25どでめっちゃ涼しい
08:18	あすか 11/19 8/11	外は知らんけどとりあえず朝イチからリビング暑すぎる
08:19	あすか 11/19 8/11	最高気温が25？
08:19	あすか 11/19 8/11	大阪は最高33最低26
08:32	あすか 11/19 8/11	この前アイカ行った時にもらったサンプルとか入った袋ってどこに置いたとか記憶ないよな？
08:33	ゆうげん	寝室の
08:33	ゆうげん	椅子にかかってるカバン
08:33	あすか 11/19 8/11	ないよ？？
08:33	ゆうげん	じゃあわかたん
08:33	ゆうげん	らん
08:34	あすか 11/19 8/11	ええー、どこやろ
08:34	あすか 11/19 8/11	紙袋やったっけ
08:34	ゆうげん	それか1階の椅子
08:34	ゆうげん	にかかったカバン
08:34	ゆうげん	これやから汚い家は
08:36	あすか 11/19 8/11	"それもないと思うけどなー。
次の日にアリオに持って行ったカバンやし"
08:37	ゆうげん	その家にしかないから
08:37	ゆうげん	何とか探して
08:37	あすか 11/19 8/11	ありました
10:36	ゆうげん	送ってくれてありがとう
12:03	あすか 11/19 8/11	🙆🏼‍♀️
12:38	ゆうげん	明日は
12:38	ゆうげん	ナギのおもちゃそんないらん気がする
12:39	ゆうげん	ミノンは持ってくよ
12:56	あすか 11/19 8/11	うん、おもちゃは少量にしとく
12:56	あすか 11/19 8/11	ミノンありがと！
12:57	あすか 11/19 8/11	この前お泊まりさせて貰った時、ミノンとフォークスプーン置いてきちゃった気がする
12:57	ゆうげん	ならそれ使お
13:01	あすか 11/19 8/11	置いて来ちゃってる気がするだけかもしらんけど
13:02	ゆうげん	まあ何とかなるっしょ
13:02	ゆうげん	しゅんくんの
13:02	ゆうげん	好みの
13:02	ゆうげん	服のタイプがわからん
13:02	ゆうげん	アウトドア系なのか
13:04	あすか 11/19 8/11	なんでまたしゅん？？
13:05	ゆうげん	亮介くんはわかるから
13:05	ゆうげん	何系か
13:15	あすか 11/19 8/11	またなんか服買うの？
13:15	あすか 11/19 8/11	しゅんは私もよくわからん(笑)
13:19	ゆうげん	"買うというか
系統知っとかないと今後のプレゼントとかもわからん"
13:19	あすか 11/19 8/11	しゅんはなぁ
13:20	ゆうげん	系統あるなら沿ったやつあげて言ったら積み重なるけど
13:20	あすか 11/19 8/11	わからんのだよ
13:20	ゆうげん	わからんのか
13:20	あすか 11/19 8/11	亮介も私あんまよく知らんもん
13:20	ゆうげん	てっきりマウンテンパーカー羽織ってるイメージ
13:20	ゆうげん	ジョガーパンツに
13:20	あすか 11/19 8/11	まぁ、いつも仕事の行き来してるだけやからそういう格好なるよな(笑)
13:36	ゆうげん	なんか
13:36	ゆうげん	しゅんくんはトップスと言うより
13:36	ゆうげん	パンツ揃えてあげたい
13:36	ゆうげん	全然持ってなさそう
13:37	ゆうげん	トップスはシンプルにサイズのあったtシャツやシャツ、スウェットで
13:37	ゆうげん	パンツしっかり目のやつがいい気がする
13:40	ゆうげん	りょすけは
13:40	ゆうげん	もうツルツルテロテロのやつ
13:43	あすか 11/19 8/11	"それだけ弟たちの服のこと
考えてくれるのは嬉しいけど"
13:43	ゆうげん	けど
13:44	あすか 11/19 8/11	あんまり服に沢山お金使い過ぎないようにね
13:44	ゆうげん	[スタンプ]
13:44	あすか 11/19 8/11	きこえないじゃないよ
13:44	ゆうげん	[スタンプ]
13:44	あすか 11/19 8/11	ほんとに
13:44	ゆうげん	[スタンプ]
13:44	あすか 11/19 8/11	ほんまかいな
13:44	ゆうげん	大丈夫よ
13:44	ゆうげん	まいふぁみりぃ
13:44	ゆうげん	1番やから
13:44	あすか 11/19 8/11	いや、まぁ、それは嬉しいけどね
13:45	あすか 11/19 8/11	これからどんどん他にお金かかるから。。
13:45	ゆうげん	わーってる
13:45	ゆうげん	俺の悩みは冷蔵庫
13:45	あすか 11/19 8/11	私も今食費気にせずナギにも色々食べさせてるけど
13:45	あすか 11/19 8/11	多分毎月食費どえらいことなってるから
13:45	あすか 11/19 8/11	見直さないと。。
13:46	ゆうげん	俺全然カード切ってないのに
13:46	ゆうげん	10万超えてるね毎月
13:46	ゆうげん	移動費考慮しても3、4万くらい行ってそう食費
13:46	ゆうげん	俺抜きで
13:46	あすか 11/19 8/11	"冷蔵庫ねー。
ゆーくんが異動決まればなー。
あの冷蔵庫も古いわけじゃないのに"
13:47	ゆうげん	あれ送って俺が小さいの買う方が結果安くなりそう
13:47	あすか 11/19 8/11	まぁでも食費って割とかかるからね。今色々高いし。。
13:47	あすか 11/19 8/11	3~4万なら妥当かも。
13:47	ゆうげん	"いや
新しく買って一緒に移動してそっちで捨てるのがいちばん安いか"
13:47	あすか 11/19 8/11	朝昼晩いるし…
13:47	ゆうげん	使わないのに持ってくことになるけど
13:48	ゆうげん	会社の金やし
13:48	あすか 11/19 8/11	どゆことだ
13:48	ゆうげん	新居は新居で新しく買う
13:48	ゆうげん	俺は俺でこれ使い続ける
13:48	ゆうげん	異動する時一緒に持ってく
13:48	ゆうげん	いいほうを残してダメな方を捨てる
13:49	あすか 11/19 8/11	ファミリーサイズの冷蔵庫異動のタイミングでもう捨てちゃうの？
13:49	ゆうげん	東京で捨てると粗大ゴミ回収でかなり高そうやし
13:49	あすか 11/19 8/11	もったいない。。
13:49	ゆうげん	一緒に持ってくよ
13:49	あすか 11/19 8/11	古いならもういいか！てなるけど、まだ2~3年くらいじゃない？使ったの
13:50	ゆうげん	んで新居のと比較してどっちかを捨てる
13:50	あすか 11/19 8/11	え、でも新しい冷蔵庫買うなら古いのは捨てるんでしょ？
13:50	ゆうげん	新居の方3万前後の普通サイズの冷蔵庫買って入れ替えるでもいいし
13:50	ゆうげん	当分はあすかとナギの分だけやし
13:50	ゆうげん	それが一番安い
13:51	あすか 11/19 8/11	だったらゆーくん1人の家は1人用冷蔵庫で今ある大きい冷蔵庫をマイホームのが安いんでない？
13:52	ゆうげん	"冷蔵庫の移動費用が実費になる
場合によっては新品小さいのより高い場合がある

しかも追加でこっちでも買わなきゃいけない"
13:52	ゆうげん	異動似合わせて言った方が移動費用浮く
13:53	あすか 11/19 8/11	"てかまずマイホーム建ってもなお東京に居させる会社謎すぎる。。

手当てもあんなに振り込まなあかんのに"
13:53	あすか 11/19 8/11	私頭悪いからどうが一番いいかわからん
13:53	あすか 11/19 8/11	冷蔵庫はゆーくんに任せる
13:54	ゆうげん	冷蔵庫と洗濯機は
13:54	ゆうげん	新品で
13:55	ゆうげん	あとは家具
13:55	ゆうげん	テレビもか
13:55	ゆうげん	50万では収まらんな
13:55	あすか 11/19 8/11	"安い冷蔵庫っていっても
買い溜めできるほどの大きさは
欲しいしゆーくん帰ってくる
日数も今よりは増えるやろうし…

そして最悪の場合数ヶ月とかでゆーくん異動有り得るのに安いとはいえ新しい冷蔵庫買うのはなんかやっぱもったいない気がしてしまうけど"
13:55	あすか 11/19 8/11	50は絶対無理やな…
13:55	あすか 11/19 8/11	細々したのも結構いきそう
13:57	あすか 11/19 8/11	"その辺融通きいたらいいのになー。。
マイホームで家電とかの都合もあるし異動の可能性あるなら早めに…とか。。
まぁそんな都合のいい会社ないけど"
14:04	ゆうげん	"冷蔵庫10
テレビ10
洗濯機10
ソファ5-10
テーブル椅子カーペット10

累計10↓
かご類
タオル
消耗品
"
14:04	ゆうげん	こんなもんか
14:04	ゆうげん	60あれば
14:04	あすか 11/19 8/11	それぞれそんなもんで買えるのかわかんない💭
14:04	あすか 11/19 8/11	そんなもんなの？
14:06	ゆうげん	"家電はこれくらい

かなでもの見る限り
椅子4ソファテーブルで10-15"
14:11	ゆうげん	テレビは50-55vがいいな
14:11	ゆうげん	10万行かないし
14:11	ゆうげん	程よい大きさ
14:11	ゆうげん	あすかの家サイズいくつ?
14:19	ゆうげん	https://www.amazon.co.jp/%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%97-%E3%83%92%E3%83%BC%E3%82%BF%E3%83%BC%E3%82%BB%E3%83%B3%E3%82%B5%E3%83%BC%E4%B9%BE%E7%87%A5-DD%E3%82%A4%E3%83%B3%E3%83%90%E3%83%BC%E3%82%BF%E3%83%BC%E6%90%AD%E8%BC%89-2021%E5%B9%B4%E6%98%A5%E3%83%A2%E3%83%87%E3%83%AB-ES-S7F-WL/dp/B08XQHBNVK/ref=sr_1_24?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&keywords=NA-LX129A&qid=1659676535&sr=8-24&th=1
14:19	ゆうげん	https://www.amazon.co.jp/%E3%82%B7%E3%83%A3%E3%83%BC%E3%83%97-ES-W114-SR-%E3%83%8F%E3%82%A4%E3%83%96%E3%83%AA%E3%83%83%E3%83%89%E4%B9%BE%E7%87%A5-DD%E3%82%A4%E3%83%B3%E3%83%90%E3%83%BC%E3%82%BF%E3%83%BC%E6%90%AD%E8%BC%89-%E5%A5%A5%E8%A1%8C727mm/dp/B09GJXSYPK/ref=sr_1_10?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&keywords=NA-LX129A&qid=1659676535&sr=8-10
14:19	ゆうげん	どっちかがいい
14:20	ゆうげん	10万はるかに超えてるけど
14:47	あすか 11/19 8/11	ドラム式にするんやっけ？？
14:47	あすか 11/19 8/11	テレビサイズ何やろ。。
14:47	ゆうげん	ドラムならって感じ
14:47	ゆうげん	テレビの型番とかわからんか
16:25	あすか 11/19 8/11	縦型なら？
16:28	あすか 11/19 8/11	テレビの型番…わからんなぁ
16:28	あすか 11/19 8/11	TOSHIBAとはかいてる
16:29	あすか 11/19 8/11	50-55てめっちゃでかない？
16:44	ゆうげん	横120cm
17:39	あすか 11/19 8/11	"うちのリビングにあるやつが
50あるかないかくらいらしい"
17:53	あすか 11/19 8/11	今回お菓子とか準備できてないけど大丈夫？
