ゆうげん	あすか
10:57	あすか 11/19 8/11	朝イチとかの方が人少ないんかなぁ、、とかは思ったりしてるけど何時か良さそうやろ
10:57	ゆうげん	何で行く?
10:57	ゆうげん	朝イチがいいね
10:59	あすか 11/19 8/11	んー、、電車か自転車だね
11:04	ゆうげん	どっちが早いかな
11:29	あすか 11/19 8/11	同じくらいだね
11:29	あすか 11/19 8/11	どっちも30分前後
11:30	ゆうげん	チャリで行くか
11:30	あすか 11/19 8/11	自転車やと20~25くらいかな？
11:30	あすか 11/19 8/11	自転車かりれるかな
11:30	ゆうげん	あー
11:30	ゆうげん	あかんかったら電車で
11:31	あすか 11/19 8/11	自転車聞いてみるね
11:31	ゆうげん	あすかとならどっちでもいいよ
11:31	あすか 11/19 8/11	ほんと早く会いたい
11:31	あすか 11/19 8/11	そわそわする
11:31	あすか 11/19 8/11	大丈夫かな大丈夫かな大丈夫かな
11:31	あすか 11/19 8/11	て
11:32	ゆうげん	大丈夫さ
11:32	あすか 11/19 8/11	またなんかあったらどうしよって
11:33	あすか 11/19 8/11	あんな時間に外出てるとも思わないからあの時ホンマにめっちゃ怖かったし夜も家にいるっていう安心感もなくて
11:34	あすか 11/19 8/11	大丈夫かなってめっちゃ不安なるの
11:34	ゆうげん	[写真]
11:34	あすか 11/19 8/11	"寝てるであろう時も
目覚めて連絡くるまで不安"
11:34	ゆうげん	大丈夫
11:34	あすか 11/19 8/11	髪の毛長い（笑）
11:35	あすか 11/19 8/11	ゆー君頭以外に擦り傷とかないの？
11:35	あすか 11/19 8/11	なんか足首とかにあったって言ってたけど
11:35	あすか 11/19 8/11	他ないの？
11:35	ゆうげん	足首の擦り傷だけかな
11:35	あすか 11/19 8/11	どうやって転けたんだろ、、
11:35	ゆうげん	[写真]
11:35	あすか 11/19 8/11	て思ってさ
11:36	ゆうげん	わからへん
11:36	ゆうげん	世界がひっくりかえったから
11:36	あすか 11/19 8/11	頭傷だけ済んだのびっくりしてる
11:36	あすか 11/19 8/11	頭打ったって聞いてホンマに不安やったし今も不安
11:36	あすか 11/19 8/11	"腰とかから落ちたなら
その辺も傷あってもおかしく
ないのにって思ってさ"
11:37	ゆうげん	多分
11:37	ゆうげん	ユニクロのだうんが
11:37	ゆうげん	かなり分厚かったから
11:37	ゆうげん	助かった
11:37	ゆうげん	ダウン背中傷だらけやもん
11:38	あすか 11/19 8/11	"そかそか、、
頭は最後に打ったのかな"
11:39	ゆうげん	背中も傷があるってことは
11:39	ゆうげん	頭からではないっぽい
11:59	ゆうげん	お腹すいたぁー
12:03	あすか 11/19 8/11	かな。。
12:03	あすか 11/19 8/11	お昼何食べるのー？
12:14	ゆうげん	パスタにしようかな
12:16	あすか 11/19 8/11	何パスタ？
12:18	ゆうげん	ボロネーゼ🍝
12:30	あすか 11/19 8/11	ボロネーゼいいね
12:30	あすか 11/19 8/11	結構ストックしてるの？
12:32	あすか 11/19 8/11	"あと20~30分梛起きてるけど
いけそうだったら電話ちょうだい！"
12:42	ゆうげん	ストックあるよ
12:42	あすか 11/19 8/11	そかそか
13:29	ゆうげん	☎ 通話をキャンセルしました
13:30	ゆうげん	電話くれるんかと思ってた
14:02	ゆうげん	☎ 通話をキャンセルしました
15:24	あすか 11/19 8/11	☎ 通話時間 1:21:15
15:24	あすか 11/19 8/11	おやすみ
15:24	あすか 11/19 8/11	起きたらすぐ連絡してね
15:25	あすか 11/19 8/11	ゆっくり休んでね
15:25	ゆうげん	おけけー
15:27	あすか 11/19 8/11	"起きてどっか行くことあったら
また教えてね"
15:27	ゆうげん	おけけ
15:27	ゆうげん	飲み物買いにいかんと
15:28	あすか 11/19 8/11	"うん、ちょっと寝て
気をつけて買い物行っておいで"
15:29	あすか 11/19 8/11	起きたらもう日沈んで暗い時間かもやから気をつけてね
15:42	ゆうげん	ありがとう
16:01	あすか 11/19 8/11	寝れそ？
17:45	あすか 11/19 8/11	寝れてるんかな
18:15	ゆうげん	寝れてました
18:15	ゆうげん	お茶とカルピス買いに行くよ
18:16	あすか 11/19 8/11	寝れてたのね
18:16	あすか 11/19 8/11	おはよ
18:16	あすか 11/19 8/11	うん、近く？
18:18	ゆうげん	とほ
18:18	ゆうげん	8分くらい
18:19	あすか 11/19 8/11	そかそか
18:19	あすか 11/19 8/11	スーパー？
18:19	あすか 11/19 8/11	気をつけてね
18:19	あすか 11/19 8/11	さっきね、バースデー見に行ってきた
18:19	あすか 11/19 8/11	ナギのリュック
18:19	ゆうげん	イオン系のスーパー
18:19	ゆうげん	お
18:19	あすか 11/19 8/11	"スーパーか！
ほんと気をつけてね"
18:20	あすか 11/19 8/11	2こリュック買っちゃった
18:22	ゆうげん	2個?
18:22	ゆうげん	余程可愛かったんやね！
18:25	あすか 11/19 8/11	うん
18:25	あすか 11/19 8/11	[写真]
18:25	あすか 11/19 8/11	この犬の方は即決したんやけど
18:25	あすか 11/19 8/11	もう一個の方はめっちゃ悩んだ
18:25	あすか 11/19 8/11	[写真]
18:25	あすか 11/19 8/11	[写真]
18:25	あすか 11/19 8/11	この2個で悩んだ
18:26	ゆうげん	笑
18:26	ゆうげん	着ぐるみみたい
18:26	あすか 11/19 8/11	可愛いでしょ、リュック姿
18:26	ゆうげん	本人も可愛い
18:27	あすか 11/19 8/11	ね、かわいい
18:28	ゆうげん	イクラくらい?
18:28	あすか 11/19 8/11	2000円ほど
18:28	あすか 11/19 8/11	だったよ
18:28	ゆうげん	2個で?
18:28	あすか 11/19 8/11	あ、1こ
18:29	あすか 11/19 8/11	[写真]
18:29	あすか 11/19 8/11	これ500円くらいの買って
18:29	あすか 11/19 8/11	全部で4000円くらいだった
18:29	ゆうげん	お
18:29	ゆうげん	アンパンマン
18:33	あすか 11/19 8/11	今もう外？？
18:33	あすか 11/19 8/11	これもIDで支払ったんやけど大丈夫やったかな
18:34	ゆうげん	外そと
18:34	あすか 11/19 8/11	そうなんやね
18:34	あすか 11/19 8/11	気をつけてね
18:34	ゆうげん	ID全然いいよー
18:36	あすか 11/19 8/11	パパにもはやく生のリュック姿みてほし
18:36	あすか 11/19 8/11	パパだったらどっち選んだ？
18:39	ゆうげん	ひだりやろ
18:39	あすか 11/19 8/11	よかった
18:39	あすか 11/19 8/11	"パパに聞こうかと思ったけど
寝る邪魔しちゃうと思って"
18:39	あすか 11/19 8/11	めっちゃ悩んだ（笑）
18:52	ゆうげん	いやいや
18:52	ゆうげん	ままのセンスで間違いない
18:55	あすか 11/19 8/11	ありがと
18:55	あすか 11/19 8/11	めっちゃ可愛いから楽しみにしてて
18:55	あすか 11/19 8/11	ナギの生リュック姿
18:55	あすか 11/19 8/11	まだ外いる？
18:57	ゆうげん	今買い終わったよ
19:03	ゆうげん	なぎちゃんかわいいなぁ
19:07	あすか 11/19 8/11	そかそか、今帰り道かな
19:07	あすか 11/19 8/11	ね、かわいいね
19:09	ゆうげん	おうちよー
19:13	あすか 11/19 8/11	帰ったのね
19:13	あすか 11/19 8/11	おかえり
19:13	あすか 11/19 8/11	晩ご飯食べるんかな？
19:18	ゆうげん	たべるよー
19:18	ゆうげん	てかつくるよー
19:20	あすか 11/19 8/11	今日は晩ご飯何するのー？
19:22	ゆうげん	パスタしかないんよなぁ
19:30	あすか 11/19 8/11	そうなんかぁ
19:30	あすか 11/19 8/11	ご飯は？
19:32	ゆうげん	お米は
19:32	ゆうげん	炊いたらあるよ
19:38	あすか 11/19 8/11	"私が送ったのは
あんまり好みじゃなかった？"
19:41	ゆうげん	あ
19:41	ゆうげん	それがあったわ
19:42	あすか 11/19 8/11	まだ晩ご飯作り始めてない？
19:42	ゆうげん	まだよー
19:43	あすか 11/19 8/11	そかそか
19:43	ゆうげん	[写真]
19:43	あすか 11/19 8/11	よかったらそのチンするご飯食べてね
19:43	ゆうげん	なんて書いてるんやろ
19:43	あすか 11/19 8/11	ど真ん中の
19:43	あすか 11/19 8/11	そ
19:43	あすか 11/19 8/11	に見えるよね
19:44	ゆうげん	[写真]
19:44	ゆうげん	ほんでぱぱ
19:44	あすか 11/19 8/11	パパ似てるーーー
19:45	ゆうげん	[写真]
19:45	ゆうげん	これ初めて見たかも
19:45	ゆうげん	バナナ味
19:46	あすか 11/19 8/11	え、ほんと？
19:46	あすか 11/19 8/11	パパミルメーク好き？
19:46	あすか 11/19 8/11	好きかわからんかった
19:46	ゆうげん	ミルメークはすきよ
19:46	あすか 11/19 8/11	よかった
19:46	ゆうげん	豆乳で飲むね
19:46	あすか 11/19 8/11	うんうん、ぜひーっっ
19:47	あすか 11/19 8/11	豆乳お家にあるの？
19:48	ゆうげん	2本あるよ
19:48	ゆうげん	さっき買った
19:48	あすか 11/19 8/11	お、そうなんやね
19:49	あすか 11/19 8/11	豆乳でミルメーク飲んだことない
19:49	ゆうげん	飲んでみよ
19:49	ゆうげん	今日はどんなご飯食べたん?
19:50	あすか 11/19 8/11	今日は棚橋と一緒にお鍋食べたよ
19:50	あすか 11/19 8/11	"なぎはうどんとしめじ
あとミックスベジタブル
食べて今お菓子食べてる"
19:52	あすか 11/19 8/11	[写真]
19:52	ゆうげん	またおかし
19:53	あすか 11/19 8/11	ばぁばが買ってくれた椅子
19:53	ゆうげん	生意気に座りおって
19:53	あすか 11/19 8/11	ね、なんか生意気オーラ
19:54	あすか 11/19 8/11	片手にお菓子の袋握って
19:55	ゆうげん	お昼時のおばさん
19:58	あすか 11/19 8/11	[写真]
19:58	あすか 11/19 8/11	これヒロミにもらったの
19:59	あすか 11/19 8/11	アプレレクールの服、全部
20:01	ゆうげん	お
20:03	ゆうげん	俺も
20:04	ゆうげん	ナギにプレゼントある
20:06	ゆうげん	[写真]
20:07	ゆうげん	ひろみちゃんと被らんでよかった
20:08	あすか 11/19 8/11	わー！いっぱい！
20:08	あすか 11/19 8/11	ナギちゃん幸せ者だね
20:20	ゆうげん	[写真]
20:25	ゆうげん	☎ 通話時間 15:55
20:25	あすか 11/19 8/11	これなに？？？
20:25	ゆうげん	もえみが
20:25	ゆうげん	要求
21:17	あすか 11/19 8/11	なるほど
21:18	あすか 11/19 8/11	お風呂上がって梛のことやったよ〜
21:18	あすか 11/19 8/11	今から自分のことするよ
21:18	あすか 11/19 8/11	パパゲーム？
21:25	ゆうげん	あ
21:25	ゆうげん	1回だけやってた
21:25	ゆうげん	むずいわー
21:34	ゆうげん	連続で
21:35	ゆうげん	ミルメーク飲んでる
21:37	あすか 11/19 8/11	むずかったのね
21:37	あすか 11/19 8/11	めっちゃ飲むじゃんミルメーク
21:37	あすか 11/19 8/11	バナナばっかり？
21:44	ゆうげん	バナナばっかり
21:44	ゆうげん	今はホット豆乳にはちみつ入れてる
21:53	ゆうげん	☎ 通話をキャンセルしました
22:06	あすか 11/19 8/11	☎ 不在着信
22:07	あすか 11/19 8/11	ごめんなぎちゃん今寝た
22:07	あすか 11/19 8/11	大丈夫？
23:24	ゆうげん	[写真]
23:49	ゆうげん	☎ 通話時間 1:41:50
23:49	あすか 11/19 8/11	電話ありがと
23:49	あすか 11/19 8/11	"お風呂行ってらっしゃい〜
上がったら教えてね"
23:50	ゆうげん	おけ
23:50	ゆうげん	無理せずゆっくり寝てな
23:51	あすか 11/19 8/11	ありがとう
23:52	あすか 11/19 8/11	パパもね、早めに寝るんだよ〜

2021/12/27(月)
00:30	ゆうげん	お風呂出たよー
00:30	ゆうげん	ねるよー
01:43	あすか 11/19 8/11	ねてた。。
01:43	あすか 11/19 8/11	おやすみ
08:09	ゆうげん	おはよう!
08:28	あすか 11/19 8/11	おはょパパ
08:28	あすか 11/19 8/11	よ 小さくなった（笑）
08:28	あすか 11/19 8/11	お仕事どうなった？
08:29	ゆうげん	まだ返事ないけど
08:29	ゆうげん	テレワークにするつもり
08:31	あすか 11/19 8/11	そかそか
08:31	あすか 11/19 8/11	その方がいいよね、私も安心
08:31	あすか 11/19 8/11	できるかな？
08:33	ゆうげん	"聞いてはいるけど
明日やけど午前中は出社するつもり

ロッカーとか備品俺分だけでも綺麗にしなきゃ行けない"
08:35	ゆうげん	あ
08:35	ゆうげん	テレワーク行けたわ
08:36	ゆうげん	映画館やけど
08:37	ゆうげん	"13:30からにした
吹き替え版
4席並びで4席とった
水曜日で安くなってた"
08:37	あすか 11/19 8/11	"あ、大掃除があるのか。。
明日午前中だけ出社許してもらえるの？？"
08:37	あすか 11/19 8/11	テレワークいけてよかった
08:38	あすか 11/19 8/11	"映画もうとってくれたん！
席どの辺？いくらやったー？"
08:38	ゆうげん	"1番後ろ
1200*4"
08:40	あすか 11/19 8/11	4席取ったのはコロナ対策？
08:48	ゆうげん	そそ
08:49	ゆうげん	まあ今現在誰も席取ってなかったけどね
08:57	あすか 11/19 8/11	そうなんやね、ありがとね
08:57	あすか 11/19 8/11	みんなそんな急いでとらないのかな
09:01	ゆうげん	"それもあるし
まあ年越し前やからあんまりおらんのかもね"
09:04	あすか 11/19 8/11	そかそか
09:04	あすか 11/19 8/11	ごめんね、余分なお金払わせて
09:04	あすか 11/19 8/11	ありがとね
09:04	ゆうげん	いやいや
09:04	ゆうげん	安全に安心して見れるのが1番
09:04	あすか 11/19 8/11	ありがとう
09:05	あすか 11/19 8/11	なんていう映画だっけ？
09:05	ゆうげん	キングスマン
09:09	あすか 11/19 8/11	そうだそれだ
09:09	あすか 11/19 8/11	cmやってる最近
09:10	あすか 11/19 8/11	なんか炎上がってた気がする
09:10	あすか 11/19 8/11	銃？
09:10	ゆうげん	[写真]
09:10	ゆうげん	左下占領
09:10	ゆうげん	スパイ映画やね
09:11	あすか 11/19 8/11	いい場所！ありがとう🥺
09:30	ゆうげん	お昼食べてから行こう
09:30	ゆうげん	お昼はマクドにしよう
09:30	ゆうげん	グラコロ
09:30	ゆうげん	お父さんち近くにあったっけ
09:33	あすか 11/19 8/11	時間的にナギも一緒にお昼済ませてから亮介に預けようか
09:34	あすか 11/19 8/11	マクドは高石かいつもの松ノ浜かやね
09:37	ゆうげん	おけ
09:38	ゆうげん	高石って
09:38	ゆうげん	どこで食べるの?
09:38	あすか 11/19 8/11	高石じゃない
09:38	あすか 11/19 8/11	府中だね
09:38	あすか 11/19 8/11	わかんないね
09:39	あすか 11/19 8/11	とりあえずお持ち帰りして事務所で食べてから預ける感じかな
09:42	ゆうげん	おけ
09:46	あすか 11/19 8/11	バタバタしちゃうけど
09:46	あすか 11/19 8/11	ごめんね
09:46	あすか 11/19 8/11	楽しみにしてるね
09:46	あすか 11/19 8/11	パパと二人時間
09:46	ゆうげん	ね
09:46	ゆうげん	久しぶり
09:46	あすか 11/19 8/11	二人で話すことはあっても
09:46	あすか 11/19 8/11	2人きりでいることなんて
09:46	あすか 11/19 8/11	いつぶりだろ
09:48	ゆうげん	いつぶりか全然おぼえてない
09:57	あすか 11/19 8/11	とにかく無事に会えること祈ってる
09:58	ゆうげん	ね
10:50	あすか 11/19 8/11	少しの時間やけど
10:50	あすか 11/19 8/11	楽しもうね
10:50	あすか 11/19 8/11	2人時間
10:50	あすか 11/19 8/11	パパ今日は元気？
10:50	ゆうげん	元気よー
10:51	あすか 11/19 8/11	よかった
10:51	あすか 11/19 8/11	無理せずお仕事ファイトです
10:51	あすか 11/19 8/11	[写真]
10:51	あすか 11/19 8/11	[写真]
10:51	あすか 11/19 8/11	[動画]
10:52	ゆうげん	めっちゃ乗ろうとしてる
10:52	あすか 11/19 8/11	リュック姿可愛すぎる
10:53	ゆうげん	ね
10:54	ゆうげん	あ
10:54	ゆうげん	そういえば
10:54	ゆうげん	児童手当送ってくれた?
11:15	あすか 11/19 8/11	あ、うん
11:17	あすか 11/19 8/11	23日か24日くらいに
11:17	あすか 11/19 8/11	送ってるよ
11:17	あすか 11/19 8/11	言えてなかった、ごめんね
11:22	ゆうげん	ありがとう
11:26	あすか 11/19 8/11	全然！パパこそありがとね
11:50	ゆうげん	いえいえー
11:52	あすか 11/19 8/11	年賀状も出したし
11:52	あすか 11/19 8/11	やることできたかな
11:57	あすか 11/19 8/11	パパ今日は外出る予定ある？
12:28	あすか 11/19 8/11	大丈夫？
12:28	ゆうげん	外?
12:28	ゆうげん	うーん
12:28	ゆうげん	どうしよう
12:29	ゆうげん	ご飯買いに行こうかな
12:29	ゆうげん	大丈夫よー
12:29	あすか 11/19 8/11	切手はもう大丈夫なの？
12:29	ゆうげん	一緒に買いに行こうかなと
12:29	あすか 11/19 8/11	ご飯ね、また明太子食べたいって言ってたね
12:30	あすか 11/19 8/11	外出る時また教えてもらえたらありがたいです
12:30	あすか 11/19 8/11	あ、あとね
12:30	ゆうげん	おけけ
12:31	あすか 11/19 8/11	"パパの下着パンツ2と
部屋着"
12:31	あすか 11/19 8/11	あと何か持っていく？
12:31	ゆうげん	あと黒いスラックスパンツお願い
12:31	あすか 11/19 8/11	"どれだろ、、
あとでみてみるね"
12:31	ゆうげん	ユニクロのね
12:31	あすか 11/19 8/11	今日はまだ徒歩？
12:31	あすか 11/19 8/11	ユニクロのスラックスパンツ
12:31	あすか 11/19 8/11	みてみるね
12:32	あすか 11/19 8/11	あとは何もない？
12:32	ゆうげん	徒歩よ
12:32	ゆうげん	あとはないかな
12:37	あすか 11/19 8/11	徒歩か、気をつけてね
12:37	あすか 11/19 8/11	おけ
12:37	あすか 11/19 8/11	準備して持っていっとくね
12:38	あすか 11/19 8/11	"父の事務所わかる？
駅からキリン堂まで出てきて
左曲がってずーーとまっすぐね"
12:38	ゆうげん	焼肉屋の前やろ
12:39	ゆうげん	あすかの職場行く時よく通った
12:39	あすか 11/19 8/11	そうそう、焼肉屋とかローソン過ぎたとこね
12:39	あすか 11/19 8/11	"駅からだとキリン堂のとこ
左曲がってまっすぐね"
12:40	ゆうげん	おけけ
12:40	ゆうげん	右じゃない?
12:40	ゆうげん	駅から見て
13:06	あすか 11/19 8/11	あ、ごめん
13:06	あすか 11/19 8/11	駅から見て
13:06	あすか 11/19 8/11	右だ
13:07	あすか 11/19 8/11	"寒いし遠目だけど、、
大丈夫そ？"
13:07	あすか 11/19 8/11	"29日の映画さ、
車出してもらえそう"
13:07	ゆうげん	お
13:07	ゆうげん	ほんまに?
13:07	ゆうげん	全然大丈夫
13:08	あすか 11/19 8/11	うん、多分出してくれるよ
13:08	ゆうげん	誰が??
13:08	あすか 11/19 8/11	母が買い物行こうかなーて
13:08	あすか 11/19 8/11	アリオに
13:08	ゆうげん	"あー
なるほ
鳳の?"
13:08	あすか 11/19 8/11	そうそう！
13:09	ゆうげん	何時までいるの??
13:09	ゆうげん	帰りどうしようかと
13:09	あすか 11/19 8/11	"わかんないけど、
なぎ預けてるし
かかる時間的にも
寒さ的にも車出して
もらえるならありがたいけど〜"
13:10	あすか 11/19 8/11	みたいな言い方しか私がしてなくて
13:10	ゆうげん	なるほど
13:10	あすか 11/19 8/11	"亮介が
｢しゅんに車出してもらいや｣
て言ってくれて"
13:10	ゆうげん	"まあ
帰りは何とかなるやろ"
13:10	あすか 11/19 8/11	その時横に母おって
13:11	あすか 11/19 8/11	"何時からの映画？とか
そういう話しなって
買い物行こうかなーて
言ってたから"
13:11	あすか 11/19 8/11	多分車出して貰える
14:24	あすか 11/19 8/11	パパ
14:24	あすか 11/19 8/11	大丈夫？
14:37	あすか 11/19 8/11	パパ？
14:42	あすか 11/19 8/11	☎ 通話時間 0:38
14:43	あすか 11/19 8/11	ごめんね、大丈夫？
14:50	あすか 11/19 8/11	大丈夫やんね？ごめんしつこくて
15:19	ゆうげん	大丈夫!
15:20	あすか 11/19 8/11	よかった
15:20	あすか 11/19 8/11	"電話出てくれた時
寝起き？みたいな
ちょっといつもと違う
感じやったから"
15:21	あすか 11/19 8/11	大丈夫かなって
15:24	ゆうげん	眠かった笑
15:35	あすか 11/19 8/11	それだけならよかった
15:35	あすか 11/19 8/11	お仕事の邪魔してごめんね
16:44	ゆうげん	全然!
16:44	ゆうげん	早く明日にならないかなぁ
16:51	あすか 11/19 8/11	ほんとにーーっ
16:51	あすか 11/19 8/11	早く明日の晩になってほし
17:20	ゆうげん	明日の晩
17:20	ゆうげん	ママのご飯たべた
17:21	あすか 11/19 8/11	到着夜遅いのに？💭
17:22	ゆうげん	そそ
17:22	ゆうげん	到着1番で食べたい
17:31	あすか 11/19 8/11	何食べたい？
17:31	ゆうげん	じゃあ
17:31	ゆうげん	柿ピーおかゆ
17:31	あすか 11/19 8/11	え、それ？笑
17:32	ゆうげん	"ほら
ガッツリ行くと翌日持たれそうだし
時間も遅いしね笑"
17:32	あすか 11/19 8/11	そだね！
17:32	あすか 11/19 8/11	一緒に食べよ、柿ピーおかゆ
17:33	ゆうげん	おけけ
17:33	ゆうげん	売れたでごわす
17:33	ゆうげん	[写真]
17:33	あすか 11/19 8/11	"お粥作る？
お粥買う？"
17:33	あすか 11/19 8/11	おぉ、すごい！
17:33	ゆうげん	おかゆ手間かかるっけ
17:34	あすか 11/19 8/11	発送作業気をつけてね
17:34	ゆうげん	かからないなら作ろ
17:34	あすか 11/19 8/11	炊いたご飯からならすぐだよ
17:38	ゆうげん	じゃあ
17:39	ゆうげん	北助松着いたら言うから
17:39	ゆうげん	作ってちょ
17:42	あすか 11/19 8/11	うん、作っとくね
17:43	あすか 11/19 8/11	柿の種も買っとくね
17:43	あすか 11/19 8/11	あ、それかシャワー浴びてる間とかに作るよ
18:01	ゆうげん	それにしようか
18:07	あすか 11/19 8/11	うん！
18:07	ゆうげん	てんきゅー
18:07	あすか 11/19 8/11	"今日はお仕事終わったら
買い物行く？"
18:09	あすか 11/19 8/11	[写真]
18:10	ゆうげん	そやね
18:10	ゆうげん	今日は18:45までよ
18:10	ゆうげん	かわい
18:12	あすか 11/19 8/11	"終わって出かける時また
教えてね"
18:12	あすか 11/19 8/11	リュック姿やべぇ
18:12	ゆうげん	キッチンペーパーも買わないと
18:15	あすか 11/19 8/11	そかそか
18:15	あすか 11/19 8/11	またスーパー？
18:15	あすか 11/19 8/11	切手も買いに行くんだっけ
18:22	ゆうげん	そそ
18:28	あすか 11/19 8/11	今日は晩ご飯決まってるの？
18:37	ゆうげん	うーん
18:37	ゆうげん	ハンバーグ
18:38	あすか 11/19 8/11	作るの？
18:39	ゆうげん	れいとー
18:43	あすか 11/19 8/11	冷凍か
18:43	あすか 11/19 8/11	ハンバーグ冷凍とかのも美味しいよね
18:57	ゆうげん	ね
18:57	ゆうげん	最近夜LINE重いわ
19:02	あすか 11/19 8/11	みんな使うから？？
19:08	ゆうげん	かな
19:08	ゆうげん	あ
19:09	ゆうげん	切手とキッチンペーパー買ってきたよ
19:10	あすか 11/19 8/11	あ、もう行ってきたんやね
19:10	あすか 11/19 8/11	ご飯買ったの？
19:17	ゆうげん	麻婆豆腐(scissors)かった
19:23	あすか 11/19 8/11	そうなんやね！
19:23	あすか 11/19 8/11	もうお家？かな？
19:23	ゆうげん	おうちおうち
19:23	ゆうげん	食べてる
19:23	あすか 11/19 8/11	そうなんやね
19:24	ゆうげん	封筒ももうさっき一緒に出したから
19:24	あすか 11/19 8/11	ママとナギは食べ終わって遊んでる
19:24	あすか 11/19 8/11	それもいけたんやね
19:24	あすか 11/19 8/11	無事におうちいるならよかった
19:24	ゆうげん	"ご飯食べ終わったらお風呂入るで
今日お風呂入ってない"
19:26	あすか 11/19 8/11	そかそか
19:26	あすか 11/19 8/11	入っておいで〜
19:26	あすか 11/19 8/11	今日はなぎ寝たら荷物準備するからいけそうだったらまた電話しよう
19:26	ゆうげん	おけけ
19:42	あすか 11/19 8/11	[写真]
19:42	あすか 11/19 8/11	インドネシアの料理ってこんなのなの？？
19:47	ゆうげん	"よく見えんけど
中身はこんな感じ"
19:47	ゆうげん	こんな小綺麗には出んけどな
19:47	あすか 11/19 8/11	ナシゴレン
19:47	あすか 11/19 8/11	なんか白いせんべいみたいなのあった
19:48	ゆうげん	"なし→ご飯
ごれん→炒める

せんべいはエビせんみたいなので、クルプックって言う"
19:50	あすか 11/19 8/11	おぉ、なるほど！
19:50	あすか 11/19 8/11	"クルプックっていうのは
みんなよく食べるの？"
20:15	ゆうげん	日本のたくあんみたいなポジション
21:19	あすか 11/19 8/11	めっちゃわかりやすい！
21:20	あすか 11/19 8/11	"なぎちゃんお風呂入れてた！
今から自分のことするよ"
21:20	あすか 11/19 8/11	パパは何してるかな
21:20	あすか 11/19 8/11	大丈夫？
21:20	ゆうげん	おふろよ
21:20	あすか 11/19 8/11	今お風呂なのね
21:33	ゆうげん	そそ
21:33	ゆうげん	アイス食いたいなぁ
21:55	あすか 11/19 8/11	梛寝たよ
21:55	あすか 11/19 8/11	パパ起きてる？
21:56	あすか 11/19 8/11	"アイスいいね
もしかして買いに出てたりする？"
21:56	ゆうげん	まだお風呂
21:56	あすか 11/19 8/11	あ、そうなの
21:57	あすか 11/19 8/11	逆に冷めちゃわない？
21:57	ゆうげん	その都度あっためてる
21:57	あすか 11/19 8/11	お風呂好きね
21:58	あすか 11/19 8/11	いつも長風呂のイメージ
22:08	あすか 11/19 8/11	パパ
22:08	あすか 11/19 8/11	[写真]
22:08	あすか 11/19 8/11	[写真]
22:08	あすか 11/19 8/11	これかな
22:08	ゆうげん	あいー
22:08	ゆうげん	これこれ
22:08	あすか 11/19 8/11	これとパンツと部屋着
22:09	あすか 11/19 8/11	でOK？
22:09	ゆうげん	おけけ
22:09	あすか 11/19 8/11	了解です
22:12	ゆうげん	多分それ履き倒す
22:29	あすか 11/19 8/11	履き倒すの（笑）
22:29	あすか 11/19 8/11	なんか何持っていいかわかんない〜
22:36	ゆうげん	上がったよー
23:01	あすか 11/19 8/11	1階に色々取りに行ってた💦
23:01	あすか 11/19 8/11	まだ起きてる？
23:02	ゆうげん	起きてるで
23:02	あすか 11/19 8/11	もう寝る？
23:02	ゆうげん	今から荷物
23:02	ゆうげん	まとめる
23:03	あすか 11/19 8/11	あ、そうなんだね
23:04	あすか 11/19 8/11	大丈夫？明日午前中は出社するんよね？
23:04	ゆうげん	テレワークになった
23:04	ゆうげん	荷物は特に出てないから
23:04	ゆうげん	いいって
23:04	あすか 11/19 8/11	"あれ、そうなん！
それはよかった"
23:04	あすか 11/19 8/11	でも朝起きなきゃやもんね
23:05	あすか 11/19 8/11	無理せずね
23:06	ゆうげん	おけけ
23:07	あすか 11/19 8/11	[写真]
23:07	あすか 11/19 8/11	[写真]
23:07	ゆうげん	かわいい
23:07	あすか 11/19 8/11	荷造りお互いがんばろ〜
23:10	ゆうげん	何着ていこ
23:10	ゆうげん	何日分いるんや
23:11	あすか 11/19 8/11	"んー、来るのは28の夜で
2に帰るんよね"
23:11	あすか 11/19 8/11	何日分かな
23:12	ゆうげん	5日分か
23:13	ゆうげん	洗濯していいんよね
23:13	あすか 11/19 8/11	"棚橋にニットいくつか
おいてるけどね"
23:13	あすか 11/19 8/11	洗濯は大丈夫やと思うよ！
23:13	あすか 11/19 8/11	"一応パパの靴下もあったから
2足いれてるよ"
23:14	ゆうげん	ありがとう
23:14	ゆうげん	ニット何色あったっけ
23:15	あすか 11/19 8/11	[写真]
23:15	あすか 11/19 8/11	この3つだね
23:16	ゆうげん	黒だけでいいかな
23:16	あすか 11/19 8/11	"黒父の事務所の方
持っていっとく？"
23:16	ゆうげん	せやね
23:16	あすか 11/19 8/11	了解！
23:30	あすか 11/19 8/11	冬は服が分厚くてかさばるね
23:30	あすか 11/19 8/11	荷物
23:31	ゆうげん	ね
23:31	ゆうげん	パンツ2枚あったっけ
23:32	あすか 11/19 8/11	うん、一応2枚あるよ
23:32	あすか 11/19 8/11	1枚はちょっと穴空いてるけど
23:33	あすか 11/19 8/11	靴下も黒が2枚
23:34	ゆうげん	インナーは?
23:34	ゆうげん	あとアイロンあるっけ
23:34	ゆうげん	服の
23:34	あすか 11/19 8/11	"タンクトップの白いのは
1枚あったから一応いれてる"
23:35	あすか 11/19 8/11	"アイロンはきいてない💦
棚橋にはあるけど"
