1/19 8/11	今度は23日に帰ってくる？
08:13	あすか 11/19 8/11	なんやそれ(笑)
08:30	ゆうげん	おはよう
08:30	ゆうげん	会いたいんよ
11:42	ゆうげん	[写真]
11:43	ゆうげん	雨やけど
11:43	ゆうげん	結構咲いてる
11:46	あすか 11/19 8/11	ほんまや
11:46	あすか 11/19 8/11	大阪も桜咲いてきた
11:46	あすか 11/19 8/11	皮膚科来た
11:46	ゆうげん	皮膚科?
12:23	ゆうげん	今日さみーわ
13:04	あすか 11/19 8/11	私の指酷くなる前に薬もらおと思って
13:04	あすか 11/19 8/11	今日寒いな
13:07	ゆうげん	なるほど
13:08	ゆうげん	乾燥もあるしな
14:20	あすか 11/19 8/11	多分バイ菌入って腫れてるからさ、酷なったら膿んだり爪はがれたりする人もおるから
15:36	あすか 11/19 8/11	https://tiele.base.shop/?fbclid=PAAaYzSNNGuVt4p-f6I4zKzer0zuDAPwYZcBvN8uAWBi5zJPMhM0YHqlqXwa0
15:36	あすか 11/19 8/11	これ、今月末までアンバサダーしてるshopなんやけど、なんかいいなと思うやつある？
15:36	あすか 11/19 8/11	アンバサダークーポン今月までやからなんかあるかなーと
15:37	あすか 11/19 8/11	何も無かったら無かったで良い
17:13	ゆうげん	特にないかなぁ
18:55	あすか 11/19 8/11	おけー
19:01	ゆうげん	ナギは
19:01	ゆうげん	パンツが少ない
19:01	ゆうげん	夏物はショーツ欲しいな
19:01	ゆうげん	ショートパンツ
19:51	あすか 11/19 8/11	☎ 通話時間 21:38
20:45	ゆうげん	キッチンの
20:45	ゆうげん	カーテンのサイズなんぼやっけ
21:20	あすか 11/19 8/11	[写真]
21:20	ゆうげん	あーと
22:20	ゆうげん	ナギ
22:20	ゆうげん	やっぱかわいいーな

2023/03/26(日)
08:58	ゆうげん	おはようあすか
10:31	あすか 11/19 8/11	おはよー
10:38	ゆうげん	東京は
10:38	ゆうげん	今日も雨で
10:38	ゆうげん	鬱々
11:20	あすか 11/19 8/11	大阪も雨
11:22	ゆうげん	嫌よなぁ
11:23	ゆうげん	さくら速攻でいきそう
18:54	あすか 11/19 8/11	まだ咲き切ってないとこもあったし保って欲しいな
18:54	あすか 11/19 8/11	次いつ帰ってくるん？
18:59	ゆうげん	次の土日
18:59	あすか 11/19 8/11	土曜朝？
19:00	ゆうげん	金朝に帰りたい
19:59	あすか 11/19 8/11	テレワークできるん？
20:15	ゆうげん	できる
20:16	ゆうげん	かえるよ

2023/03/27(月)
12:18	あすか 11/19 8/11	了解です
12:25	あすか 11/19 8/11	[写真]
12:26	ゆうげん	ありがとう
12:26	ゆうげん	安なったね
12:26	あすか 11/19 8/11	安なったというか0なったん？
12:28	ゆうげん	せやね
12:28	ゆうげん	0になった
14:03	ゆうげん	あれか
14:03	ゆうげん	バス高いのは
14:03	ゆうげん	大学生のせいか
14:03	ゆうげん	4月から一気に安なってる
15:05	あすか 11/19 8/11	そーなんか
15:05	あすか 11/19 8/11	[写真]
15:06	ゆうげん	?
15:06	あすか 11/19 8/11	これいくらまで値下げOK？8400で出てたの8300にはしたけど
15:06	ゆうげん	いいよ
15:06	あすか 11/19 8/11	どこまでOK？
15:07	ゆうげん	というかアスカの売上になるからどこは自由に
15:07	あすか 11/19 8/11	人から頼まれる値下げはNG？
15:07	あすか 11/19 8/11	あんま見合わん？値段で売ったらあかんのかなと。
15:07	ゆうげん	"一応目安は
8000円には売れるけど
8000までなら"
15:07	ゆうげん	下げていいよ
15:07	あすか 11/19 8/11	8000どうかってコメントきてるんやけど
15:07	あすか 11/19 8/11	いけるってこと？
15:08	ゆうげん	"いいよ
おれやったら拒否るけど
とりあえず売っていかないよね"
15:08	ゆうげん	とね
15:13	あすか 11/19 8/11	了解です
18:22	ゆうげん	あー
18:23	ゆうげん	花粉かなんかわからんが
18:23	ゆうげん	喉イガイガ
18:45	あすか 11/19 8/11	帰ってくるのちゃんと様子見てね、ナギ居るし
19:05	ゆうげん	もち
23:01	ゆうげん	生理まだ?
23:29	ゆうげん	えちしたい
23:40	ゆうげん	金土日全部
23:40	ゆうげん	毎日１回
23:52	ゆうげん	足りない

2023/03/28(火)
00:14	ゆうげん	会いたい
09:48	あすか 11/19 8/11	生理まだ来てない
09:48	あすか 11/19 8/11	先月は22日に来てた
09:48	あすか 11/19 8/11	おはよう
12:09	ゆうげん	まだ来てないのね
17:10	あすか 11/19 8/11	そー、まだ来てない
18:38	ゆうげん	嬉しいけど
18:39	ゆうげん	心配でもある
19:08	ゆうげん	妊娠の兆候は無い?
19:15	あすか 11/19 8/11	んー、わからん
19:16	あすか 11/19 8/11	これくらい生理遅れることはよくあるからなぁ
19:16	あすか 11/19 8/11	今爆食期ではあるけど
19:19	ゆうげん	なら前か
19:19	ゆうげん	あと2日粘って欲しい
21:35	あすか 11/19 8/11	かなー？わからんけどね
21:38	ゆうげん	なぎちゃん寝た?
21:40	ゆうげん	スタバスヌーピーコラボか

2023/03/29(水)
07:34	ゆうげん	おはよう
07:34	ゆうげん	なんか
07:34	ゆうげん	毎日パックしてたら
07:34	ゆうげん	肌綺麗になってきた
11:08	あすか 11/19 8/11	スタバスヌーピーコラボなんか
11:09	あすか 11/19 8/11	パックね
11:10	ゆうげん	おはよう
12:17	ゆうげん	スタバ行きたいね
13:38	ゆうげん	なぎに見せてあげたい
13:38	ゆうげん	今年
13:38	ゆうげん	遠くからで良いから
13:38	ゆうげん	あと
13:38	ゆうげん	花火行きたい
13:38	ゆうげん	りんくうとか
13:39	ゆうげん	[写真]
14:35	あすか 11/19 8/11	スタバいきたいぃぃ
14:36	あすか 11/19 8/11	そーやねー、どっか見れたらいいなぁ
14:36	あすか 11/19 8/11	プチミグなかなか大阪来んなーと思ってたけど来るのね
21:36	ゆうげん	いこいこ
21:43	ゆうげん	大雨なんやが
21:45	あすか 11/19 8/11	こんな時間に外おるの？
21:54	ゆうげん	荷物取りにいってた
22:14	あすか 11/19 8/11	気をつけて
22:15	ゆうげん	もう家やで
22:15	ゆうげん	金曜早く帰りたい
22:15	ゆうげん	はよ会いたい

2023/03/30(木)
08:30	ゆうげん	おはよう
08:42	あすか 11/19 8/11	おはよう
08:42	ゆうげん	明日は
08:42	ゆうげん	アスカのパスタが食べたい
08:42	ゆうげん	んで一緒にお酒飲も
08:42	ゆうげん	濃いめの
08:46	あすか 11/19 8/11	気が向いたら作るw
08:53	ゆうげん	深酒あすかもみたい
12:48	ゆうげん	この土日出したいことある?
12:48	ゆうげん	あと明日か明後日に
12:48	ゆうげん	外構ライト来るって
18:34	あすか 11/19 8/11	生理きたらのむw
18:34	あすか 11/19 8/11	んー、サクラみたいよね！
18:35	あすか 11/19 8/11	ライトおけ
18:35	ゆうげん	生理なら飲むの?
18:37	あすか 11/19 8/11	3月は全く避妊してないから一応ね、生理来たらお酒解禁
18:37	ゆうげん	あー
18:37	ゆうげん	そうか
18:38	ゆうげん	まだわからんもんね
18:38	ゆうげん	でも今のままだと高確率で男の子
19:25	ゆうげん	えっちも控えた方がいいのかな
20:04	あすか 11/19 8/11	そう、まだわかんない
20:04	あすか 11/19 8/11	気持ちもあんまり乗らん気するw
20:18	ゆうげん	そうかぁ..
20:18	ゆうげん	でも
20:18	ゆうげん	ぎゅーと
20:18	ゆうげん	チューは
20:18	ゆうげん	ちゃんとしたい
20:25	あすか 11/19 8/11	そーね
20:25	あすか 11/19 8/11	今日バス？
20:26	ゆうげん	いえす
20:26	ゆうげん	23:00発
20:26	あすか 11/19 8/11	明日仕事やんな？
20:26	ゆうげん	そだよー
20:45	あすか 11/19 8/11	23:00発で何時着？
20:46	ゆうげん	6:20
21:06	ゆうげん	☎ 通話時間 0:19
21:06	あすか 11/19 8/11	09068254895
21:21	あすか 11/19 8/11	今さっききた、🩸
21:38	ゆうげん	あら
21:38	ゆうげん	なんというタイミング
21:39	あすか 11/19 8/11	爆食➕イライラしやすいやったからまぁそろそろかなとは思ってたけどw
21:43	ゆうげん	残念
21:44	あすか 11/19 8/11	残念？
21:44	ゆうげん	いや
21:44	ゆうげん	"こどももやし
えっちも
ダブルの意味で"
21:44	あすか 11/19 8/11	こどもはさ、ムズいよね
21:44	あすか 11/19 8/11	単身赴任やからさ
21:45	ゆうげん	まあね
21:45	ゆうげん	GW
21:45	あすか 11/19 8/11	この週は2日に1回しよ！とかできひんもん
21:45	ゆうげん	頑張ろ
21:45	あすか 11/19 8/11	gwはそういう期間じゃない
21:46	ゆうげん	えー
21:46	あすか 11/19 8/11	[写真]
21:47	あすか 11/19 8/11	一緒に住んでたら赤い期間は2日1回頑張ろ！とかできるけどそれができんからなかなか難しい
21:47	あすか 11/19 8/11	今回もタイミング的には惜しかったんかなぁとか思うけどなかなか合わん
21:48	あすか 11/19 8/11	gwは下手しい生理前とかよね
21:53	ゆうげん	むぅ
21:54	あすか 11/19 8/11	むぅてなんやねん悩んでるのにw
21:54	あすか 11/19 8/11	適当に返事すなw
22:31	ゆうげん	いや
22:31	ゆうげん	家出るのめっちゃバタバタしてた
22:31	ゆうげん	ほんまは
22:32	ゆうげん	体温とか計って欲しいのよね
22:32	ゆうげん	目星つけたい
22:44	あすか 11/19 8/11	体温とかはかるの地味にストレスになるしそこまでして出来んとかなったらそれこそメンタルやられる
22:45	あすか 11/19 8/11	何となくの期間で自然とタイミングとれるのが一番やけど一緒に居られへんからむずい
22:45	ゆうげん	"いや
時間の無駄やん"
22:45	ゆうげん	ちゃんと測ればいい
22:45	あすか 11/19 8/11	今月も赤い期間で排卵はしてたっぽいし
22:46	あすか 11/19 8/11	それはストレスになる、私の
22:46	あすか 11/19 8/11	時間の無駄とか言われるのもストレス
22:46	あすか 11/19 8/11	私が不順なのが悪いって言われてる気分
22:46	ゆうげん	"まあ
楽な方えらんで"
22:46	ゆうげん	俺は時期合わせて帰るしかないから
22:47	あすか 11/19 8/11	一番は排卵予定前後で2日に1回できるっていう状況がほしいけど
22:47	あすか 11/19 8/11	それは無理やから
22:47	あすか 11/19 8/11	難しい
22:47	ゆうげん	そのタイミング合わせるのが1番大事やから
22:47	ゆうげん	それがわからんからやん
22:48	あすか 11/19 8/11	今月は排卵予定日10日の予定なってたけどそれが数日ズレてたけど赤い期間のタイミングでは排卵してる、今日生理きたってことは
22:49	あすか 11/19 8/11	[写真]
22:49	あすか 11/19 8/11	今日生理きたって打ち込んだら排卵のマーク13日に移動してた
22:50	あすか 11/19 8/11	何となくはわかるやん
22:50	あすか 11/19 8/11	このカレンダーのピンクになってるとこ妊娠する可能性が高い期間やから
22:51	ゆうげん	それでいいならそれでいいよ
22:52	あすか 11/19 8/11	私が言ってるのは、単身赴任じゃなかったらタイミング合わせるとか意識しくても何となく意識して2~3日に1回できるけどそれが難しいよねって話してるだけ
22:52	あすか 11/19 8/11	どーいういみ？
22:52	ゆうげん	いやだからタイミング合わせようぜって言ってる
22:53	あすか 11/19 8/11	え、だからそれが難しいやん
22:53	あすか 11/19 8/11	[写真]
22:53	あすか 11/19 8/11	来月はこんな予定なってるけどさ
22:53	ゆうげん	それは明確にわからんからやろ
22:53	あすか 11/19 8/11	12~21日は集中的にしよーとか難しいやん
22:54	ゆうげん	だからこその体温やん
22:54	あすか 11/19 8/11	だから、そういうのってメンタル的に女性のがやられるねん、わかる？w
22:54	ゆうげん	嫌だから好きにしたらいいやん
22:54	あすか 11/19 8/11	体温測ってもよくわからんかったって話も聞いたし
22:54	ゆうげん	結局なんも出来やんし
22:54	あすか 11/19 8/11	好きにするって何？
22:54	ゆうげん	待ったらいいやん
22:54	ゆうげん	タイミング
22:54	あすか 11/19 8/11	何を待つん？
22:55	ゆうげん	俺は作ろうぜって言ってるだけで
22:55	あすか 11/19 8/11	？
22:55	ゆうげん	待つくらいなら作ればいい
22:55	ゆうげん	タイミング
22:55	あすか 11/19 8/11	どーゆうこと？
22:55	ゆうげん	今は結局予想が全く当てにならんから
22:55	あすか 11/19 8/11	そんなことないよ
22:55	あすか 11/19 8/11	[写真]
22:56	あすか 11/19 8/11	これ今月のやけど、ピンクの期間で排卵してるもん
22:56	ゆうげん	それに前回帰った時なんてタイミングドンピシャやったやん
22:56	ゆうげん	全然やる気なかったやん
22:56	あすか 11/19 8/11	いや、前回ドンピシャちゃうで
22:56	あすか 11/19 8/11	これやで今月
22:57	ゆうげん	範囲には入ってるやん
22:57	ゆうげん	まあもう俺何言っても意味ないから
22:57	ゆうげん	待つわ
22:57	ゆうげん	あすかが望むタイミング
22:58	ゆうげん	結局俺が何言っても変わらんし
22:59	ゆうげん	少ないタイミング逃さんためにあらゆることしたらいいやん
22:59	ゆうげん	やらん意味がわからん
23:00	ゆうげん	やれること全部やるのが1番可能性あげれるんやから
23:00	あすか 11/19 8/11	カレンダーの見方わかる？
23:00	あすか 11/19 8/11	[写真]
23:01	ゆうげん	"いや
こんなん絶対ちゃうやん"
23:01	あすか 11/19 8/11	"♡のとこで1回やってて、
排卵は線あるどこら辺でしてるから今日生理きてる"
23:01	ゆうげん	普通に前後1週間ズレるやん
23:01	ゆうげん	4月がその通りになるかなんてわからん
23:01	あすか 11/19 8/11	ちゃう、そういうことが言いたいんじゃない
23:02	あすか 11/19 8/11	ドンピシャちゃうよって
23:02	ゆうげん	3月がタイミングおっけいやとしても生理きたんやから4月にしたらいいやん
23:03	ゆうげん	"なんで可能性あげようとしないの?
普通に時間は経つんやで"
23:03	あすか 11/19 8/11	前回帰ってきてたとき18日に1回してそのあとは22日までせんかったと思うけどその期間にしてたとてやでってつたえたいだけあ
23:03	ゆうげん	嫌だから過去のこと言ってももうすぎとるやん
23:03	あすか 11/19 8/11	4月にするって、できる土日とかで数回しか無理やん
23:03	ゆうげん	その数回でしたらいいやん
23:03	あすか 11/19 8/11	だから難しいよねぇって言ってるだけ
23:04	ゆうげん	"で結局それがちゃんと土日かもわからん
それを知れる方法を1個でも多く知ったらいいやん"
23:04	ゆうげん	って俺はずっと言ってる
23:04	あすか 11/19 8/11	思いっきりガチガチの妊活はストレスなんよ
23:05	あすか 11/19 8/11	できんかったときのメンタルやられ具合もひどくなるし
23:05	ゆうげん	"そんなん言っても
タイミング減ってるだけやで?"
23:06	ゆうげん	"時間とメンタル天秤にかけて
メンタルが大事ならそれでいいけど"
23:06	ゆうげん	時間は確実に減ってるで
23:07	あすか 11/19 8/11	"そういうの絶対女性の方がプレッシャー感じたり色々敏感ストレス感じたり負担に思ったりしてしまうんやって

私がゆってんのは、
単身赴任やと難しいねってただの会話的なやつ、だからどうしろとかじゃない、変わらずできる限り可能性あるタイミングでやるだけ"
23:07	あすか 11/19 8/11	こうしたらいいのにとかこうせーへんからやんとか責めるようなこと言わんといて
23:07	ゆうげん	自分で言ってるやん
23:08	ゆうげん	そのタイミング測れって
23:08	あすか 11/19 8/11	私はただ、単身赴任やと難しいねぇ🥹っていうテンションで言っただけ
23:08	あすか 11/19 8/11	ん？どゆこと？
23:09	ゆうげん	タイミングでやるだけって
23:09	ゆうげん	いつやねんそれ
23:09	あすか 11/19 8/11	なんでそう言う言い方になるんいつも、いつやねんそれって何、言い方怖いねん
23:10	ゆうげん	"自分で言ってることやん
俺はどのタイミング明確にしよって言ってるだけやん"
23:10	あすか 11/19 8/11	"私がゆってんのはできる限り可能性高いタイミングでやろーてはなし

ドンピシャの日付だしてやろーとは言ってない"
23:10	あすか 11/19 8/11	その明確にしようがストレス
23:10	ゆうげん	いやだからいつよそれ
23:10	ゆうげん	アプリしか情報ないやん
23:10	あすか 11/19 8/11	さっきから言ってるやん
23:10	あすか 11/19 8/11	ピンクの期間やって
23:11	ゆうげん	過去半年全部ドンピシャか?
23:11	あすか 11/19 8/11	どゆこと？
23:11	ゆうげん	1個でもズレてたら全く当てにならん
23:11	ゆうげん	整理のタイミング
23:12	あすか 11/19 8/11	ピンクの期間、もしくはピンク後の黄色の期間で排卵してることがほとんどよ
23:12	ゆうげん	いやあすかがアプリ信頼してるならそれでいいよ
23:13	ゆうげん	俺は信頼してないから
23:13	ゆうげん	"ズレてるやろ
過去半年1回でも"
23:14	あすか 11/19 8/11	"基本的に

生理きた日から2週間後に排卵、その2週間後にまた生理、なんよ

でも私は昨年の夏以降また不順になって整ってない

でも、あのアプリはそのズレも見込んで出てるから"
23:15	あすか 11/19 8/11	一緒に居れるならピンクの期間ずっと2日に1回とかでできるのが理想よね、でも単身赴任やから難しいよね、だからそのピンクの期間で会える時にやるってことを続けるしかないよね
23:15	あすか 11/19 8/11	🥹
23:15	あすか 11/19 8/11	ていうテンションで話しただけ
23:17	ゆうげん	その基本的には一切ズレないんか?
23:17	ゆうげん	理想はええねんて
23:17	ゆうげん	出来へんねんから
23:17	ゆうげん	だから可能性あげようって話やん
23:17	ゆうげん	あーそうやねしか言われへんやん
23:17	あすか 11/19 8/11	やのに明確にしろとかそんなん言われてストレス感じてるだけ
23:18	あすか 11/19 8/11	ゆるーく頑張れたらいいねん私は
23:18	あすか 11/19 8/11	焦ってガチガチに妊活してもできるもんじゃないし、ストレス感じれば尚更できひんし
23:18	ゆうげん	むしろそんなに欲しくないん?
23:18	ゆうげん	体温図ることの何がガチガチなん
23:18	ゆうげん	結局月1回しかないのに
23:18	ゆうげん	しようがしまいがすぎるんやで?
23:19	ゆうげん	ならできる限りできるようにしたらいいやん
23:19	あすか 11/19 8/11	毎日基礎体温はかって記録して排卵日きたよ、するよ！てできひんやん、一緒におられへんねんから
23:19	ゆうげん	いや帰ったりできるやん
23:19	ゆうげん	計らないとその選択すら取られへん
23:20	ゆうげん	テレワーク上手く使ったら4日間おれるやん
23:20	ゆうげん	有給使ったらいいやん
23:20	ゆうげん	でも今はそれをする根拠が一切ないから
23:20	ゆうげん	出来へん
23:21	あすか 11/19 8/11	この
23:21	あすか 11/19 8/11	文
23:21	あすか 11/19 8/11	みてる？
23:21	ゆうげん	"それみて何が変わるの?
出来へんやん"
23:21	ゆうげん	俺のも見てる?
23:22	ゆうげん	毎月1回ある機会を
23:22	ゆうげん	ちゃんと知ろうねって
23:22	ゆうげん	だけの話やん
23:22	ゆうげん	それをストレスからとわからんままにして
23:22	ゆうげん	じゃあいつ帰ったらいいねん
23:23	ゆうげん	言い訳してるだけやん
23:23	あすか 11/19 8/11	"私は緩く、一応意識はしてやりたいけど、意識しすぎたりプレッシャー感じたりしたらできにくいから、それはしたくないって言ってるんよ

基礎体温はかって排卵日予測したのに今月も無理やった……とかメンタルやられるもん絶対"
23:23	ゆうげん	"その月ダメやったってなるのと
タイミング逃すのって
結局どっちも同じやん

それなら少しでも可能性あげれる毎月の方がいいやん"
23:24	ゆうげん	それでええねんな?
23:24	ゆうげん	時間はすぎるけどメンタル最優先でいいねんな?
23:24	ゆうげん	俺もう言わへんで
23:24	ゆうげん	今後
23:24	あすか 11/19 8/11	なんでそんな上からなん？
23:24	ゆうげん	いや本心聞いてるねん
23:24	あすか 11/19 8/11	何でそんな私の気持ちを間違えてる風に責めてくるん？
23:25	ゆうげん	間違えてないねんな?
23:25	ゆうげん	それが正しいって胸張って言えるんやな?
23:25	ゆうげん	ならいいよ
23:25	ゆうげん	それで
23:25	あすか 11/19 8/11	そんなんやからやりたくもなくなるし可愛いとか会いたいとかも響かんねん
23:26	あすか 11/19 8/11	そうやって、自分はあの時言ってあげたのにあすかがいいって言ったからできひんねんって
23:26	ゆうげん	間違ってる?
23:26	ゆうげん	おれ
23:26	あすか 11/19 8/11	自分を正しく持っていこうとする
23:26	あすか 11/19 8/11	こういうときも理屈的よね
23:26	あすか 11/19 8/11	それがほんましんどい
23:26	あすか 11/19 8/11	私の気持ちとか無視やもん
23:26	ゆうげん	じゃあもう言わん
23:26	ゆうげん	今後一切
23:26	あすか 11/19 8/11	1ミリでも共感してくれたらいいのにさ
23:27	あすか 11/19 8/11	そんなんなしに理屈を話してきて自分は正しいことゆってるよって
23:27	ゆうげん	行動にしか共感できんよ
23:27	ゆうげん	やってダメやったならわかるけど
23:27	ゆうげん	"やらんとダメやったって
そらそーやってなる"
23:29	ゆうげん	"今の単身赴任はしばらく変わらん
離れてるから毎日は出来へん
だから少しでもタイミング明確にする"
23:30	ゆうげん	それ以外の方法が俺にはわからん
23:30	ゆうげん	まず目標はこどもに恵まれること
23:30	ゆうげん	あすかのそのゆるーくが、結果として目標に紐づくならいいけど
23:30	ゆうげん	根拠がない
23:31	ゆうげん	硬いとか言われても
23:31	ゆうげん	じゃあこども欲しくないのってなる
23:32	ゆうげん	欲しいならできること全部やったらいいやん
23:32	ゆうげん	"欲しいけど緩くやりたい
じゃあ俺はいつ帰ったらいい?"
23:32	ゆうげん	それを知るのも結局今はアプリしかない
23:33	ゆうげん	"そのアプリどれくらいあたるの?
的中率いくつなの?"
23:33	ゆうげん	わからんやろ
23:33	ゆうげん	だから体温でも測ればいいやん
23:33	ゆうげん	図りつつ緩くやったらいいやん
23:34	ゆうげん	"プレッシャーって言うけど
じゃあ１ヶ月タイミング逃すのはいいの?"
23:35	ゆうげん	タイミングある程度はけれれば
23:35	ゆうげん	テレワーク1回増やして2回にしたりとか
23:35	ゆうげん	できるやん
23:35	ゆうげん	俺は根拠が欲しい
23:36	ゆうげん	気持ちじゃなくて動ける根拠が欲しい
23:36	ゆうげん	結局後にあとに伸ばして追い詰めれるのアスカやん
23:37	ゆうげん	今は良くても後で絶対後悔するで
23:42	あすか 11/19 8/11	"全く意識してないわけじゃないけどできひんね、、良さそうなタイミングで会えててやれた時もあるけど数日ズレるとかでなかなかタイミング合わないね🥹単身赴任じゃなかったらわかる限りのタイミング狙って頻繁にするとかできるけど今それは難しいよね🥹引き続き頑張るしかないね🥹

っていうテンションで悩んでるって言っただけやから

そうやなぁ🥺タイミングあってそうな時会えてたらやるってことを続けていくしかないよなぁ🥺

とかでいいねん

全部ぜんぶ理屈的に話されると、全部私が悪く聞こえるしできひんのはあすかのせいって言われてるように聞こえるし俺はあすかに言われたタイミングでやるだけ、そのタイミングを見誤ったり、そもそも明確化しようとせんあすかが悪い。とかさ、そんな言い方されて、じゃあもっと本格的に基礎体温測って頑張るね！とか言えると思う？無理やで？

仮に基礎体温測り始めて排卵日予測したとして、それでも出来んかった時絶対私自分のこと責めてしまうし、ゆーくんだって、言われたタイミングで帰ってやった、それでもできんかった、俺はやれることやった、て感じに言うでしょ？=俺は悪くないって、そういうでしょ。そんな言い方されたら余計私病むし。

自然に過ごして自然に授かれるのが理想やもんやっぱ、意識すればするほどプレッシャーに感じてしまって授かれるものも授かれなさそうって思ってしまう。

基礎体温はかりつつ緩くは、もう緩くないんよ、基礎体温は毎朝はかって記録せなあかんしその体温みてゆーくんにばっちしなタイミング伝えるのもなんか難しいもん、全部私に責任かかってるみたい"
23:43	あすか 11/19 8/11	[写真]
23:43	あすか 11/19 8/11	こんなんばっちりゆー君に伝えるのムズすぎやん、唐突に伝えても帰って来れんやろうし
23:44	ゆうげん	俺は結果に文句言ってへんやん
23:44	ゆうげん	過程に言ってるねん
23:44	ゆうげん	タイミングあっても100%じゃないのはわかってるわ
23:44	ゆうげん	家住む前の頑張った期間で
23:44	ゆうげん	できなくて
23:45	ゆうげん	俺責めたか???
23:45	ゆうげん	責めてないやろ
23:46	あすか 11/19 8/11	"で、私は別に今は授かれても授かれなくてもどっちでもいい状態なんよ。

避妊はせんけど特別妊活意識もしたい訳じゃない。

今授かれても不安も大きいし、いろいろ。

だからガチガチにしてないってのもある。"
23:46	ゆうげん	じゃあ別にそこまで欲しくないってことやん
23:46	ゆうげん	ならそう言ったらいいやん
23:46	あすか 11/19 8/11	授かれたら嬉しいよ、でも不安も大きいんよ
23:47	ゆうげん	俺は歳重ねる方が不安やわ
23:47	ゆうげん	物理的に難しくなる
23:47	あすか 11/19 8/11	今だって2人暮らしに慣れた訳では無い、ここに酷いつわりきたらどうしようとかもあるし
23:48	ゆうげん	"産まれたら何とかなるけど
産まれんかったらなんも出来へん"
23:48	ゆうげん	"いや別に周りに頼ったらいいし
産まれたら俺ずっとテレワークとかでもできるし"
23:48	ゆうげん	やりようなんてなんぼでもある
23:48	あすか 11/19 8/11	自転車しかない生活やからどうしようもある
23:48	ゆうげん	育休とったらいいやん
23:48	あすか 11/19 8/11	頼りたい時に頼れるわけじゃない
23:49	ゆうげん	"借りたらいいやん
すぐそこにあるし
コープかなんかやったらいいやん
親戚に週一回頼んだらいいやん"
23:49	ゆうげん	別になんぼでもやれるやん
23:49	ゆうげん	言い訳やん
23:49	あすか 11/19 8/11	簡単に言わんといて欲しい
23:49	ゆうげん	"簡単とかじゃなくて
できるやん"
23:49	ゆうげん	やろうとしたら
23:50	ゆうげん	１%でも可能性を作れるわけやん
23:50	あすか 11/19 8/11	"みんなそれぞれ家庭があって家庭優先

今日頼りたかったなって時に断られることだって全然ある"
23:50	ゆうげん	いやそんなにコープでもAmazonでもなんでも使ったらいいやん
23:50	ゆうげん	野菜も生鮮も全部運べる
23:51	ゆうげん	むしろ買い物行く必要ないやん
23:51	あすか 11/19 8/11	私の不安をいつもそうやって簡単にこうすればいいあーすればいいって……
23:51	ゆうげん	実際妊娠したら周りが勝手に手伝うよ
23:51	あすか 11/19 8/11	買い物出来ても料理は？朝昼晩とナギにご飯作れん状態が続いてしまったらどうするよ、毎日誰か住み込んでくれるわけじゃない
23:52	ゆうげん	"倒れた時も
体調悪い時も
コロナの時も
周り動いとったやろ"
23:52	ゆうげん	"作り置きできるやん
別に舞に折る必要ない"
23:52	あすか 11/19 8/11	なんとかなるって思ってるんやろうし実際周りのおかげで何とかなるんかもやけど、周りが動いてくれるのも当たり前じゃない
23:52	ゆうげん	じゃあ要らんやん
23:52	ゆうげん	こども
23:52	ゆうげん	周りに頼めないんやったら作らんでいいやん
23:53	あすか 11/19 8/11	責任だって感じるし心置きなく頼れる旦那が近くにおらん状態で妊娠してまわりなんて思うやろうとか
23:53	ゆうげん	子どものために動かれへんってことやろ?
23:53	あすか 11/19 8/11	"色々考える

実際


あんたあんま安易に子ども作りなやーってあーりにも言われたとこ"
23:53	ゆうげん	"別に安易ちゃうやん
まだ一人やし"
23:54	ゆうげん	てか他人に言われたから作らんの?
23:54	ゆうげん	そんなもんなん?
23:54	あすか 11/19 8/11	ゆー君は何も感じてないんかもやけど
23:54	ゆうげん	あすかの子どもへの価値観って
23:54	あすか 11/19 8/11	私はゆーくんとのこれから本気で悩む瞬間あったから、今月だって。
23:55	あすか 11/19 8/11	ゆっくり話す時間もなく流れて消えてったみたいになったけど
23:55	あすか 11/19 8/11	ちゃんと話し合わなーって思ってるし
23:55	あすか 11/19 8/11	"正直今、
色んな意味で
そんな本気にはなれん、妊活も"
23:55	ゆうげん	そりゃ帰ってこんでいいなんて言われたらキレるわな
23:55	ゆうげん	なんで帰ってきたんって
23:56	ゆうげん	よく言えるよなって思う
23:56	あすか 11/19 8/11	キレ方の問題やしそれだけじゃない
23:56	ゆうげん	あすかの怒りは良くて俺の怒りはあかんしな
23:56	あすか 11/19 8/11	そんなことは言ってない
23:57	ゆうげん	"俺は具体的にこうしてって言ってるけど
あすかは俺になんも言えへんやん"
23:57	ゆうげん	"いや実際そうやん
俺あの言葉謝ってもらってないし"
23:57	あすか 11/19 8/11	ゆーくんこそ、自分はよくて人はあかんってのが多すぎる
23:57	あすか 11/19 8/11	私は何一つ謝ってもらってない
23:57	ゆうげん	"俺が怒ったことにはキレるけど
俺が切れた原因謝ったか?"
23:57	あすか 11/19 8/11	私はゆーくんに対して謝ったこともあるのに
23:57	あすか 11/19 8/11	ゆーくんは何一つ。
23:57	ゆうげん	じゃあどれよ
23:58	ゆうげん	謝るもの
23:58	ゆうげん	また忘れたとか
23:58	ゆうげん	多いからわからんとかいうの?

2023/03/31(金)
00:14	ゆうげん	"結局おれも今できること十分にやってるけど
それでも足りないなら教えてくれよ"
