1	出会った時くらいは45あったと思うんよなぁ
23:22	あすか 11/19 8/11	電話ありがとね
23:23	あすか 11/19 8/11	とりあえずさ、瑞江の時みたいにさ
23:23	あすか 11/19 8/11	[写真]
23:23	ゆうげん	なんやおもろい絵
23:24	あすか 11/19 8/11	"子ども服の10連ハンガーと
タオル類とか靴下とか下着
干してたピンチハンガーも
使って干したらグレーの部分しか服干せない"
23:24	あすか 11/19 8/11	ていう状態なのは嫌なのよ
23:24	ゆうげん	ふむ
23:25	あすか 11/19 8/11	だからタオルは確かに乾燥機付きの洗濯機だと助かるなとは思った
23:26	あすか 11/19 8/11	だけど靴下とか小さいハンカチとかガーゼとか子ども服は干したいから
23:26	ゆうげん	[スタンプ]
23:26	あすか 11/19 8/11	[写真]
23:26	あすか 11/19 8/11	こんな感じのとか
23:26	あすか 11/19 8/11	[写真]
23:27	あすか 11/19 8/11	"この子ども服の10連ハンガーは
室内と外用にふたつ欲しいなと。。"
23:28	あすか 11/19 8/11	外干しの時のハンガーは
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	バスタオルハンガー
23:28	ゆうげん	[スタンプ]
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	パラソルハンガー
23:28	あすか 11/19 8/11	[写真]
23:28	あすか 11/19 8/11	ピンチハンガー
23:29	あすか 11/19 8/11	あとは服干すハンガー
23:29	あすか 11/19 8/11	があるといいなぁと
23:29	ゆうげん	全部折りたためるのがいいな
23:29	あすか 11/19 8/11	折りたためるよ
23:29	あすか 11/19 8/11	あ
23:29	あすか 11/19 8/11	バスタオルはわからん
23:29	ゆうげん	無印?
23:30	あすか 11/19 8/11	ピンチハンガーとパラソルハンガーはニトリ
23:30	あすか 11/19 8/11	とりあえずで見ただけやけど
23:30	ゆうげん	ふむふむ
23:30	ゆうげん	だいたい要望わかったよ
23:32	あすか 11/19 8/11	"とりあえず

雨の日

バスタオルとフェイスタオルは
乾燥機

残りは浴室乾燥


外干しは
バスタオルハンガー
パラソルハンガー
ピンチハンガー
ふつうのハンガー
大小様々洗濯バサミ

↑これはまたどっか
一緒に買い物行ける時に
見たいかなぁておもう"
23:32	ゆうげん	おけけ
23:33	ゆうげん	洗濯機も考えないとな
23:33	あすか 11/19 8/11	"定期的に布団干すときの
布団干しと、その時に
枕も干したいから
枕干せるやつも欲しい"
23:34	あすか 11/19 8/11	前も見せたけどこんな感じの
23:34	あすか 11/19 8/11	[写真]
23:34	あすか 11/19 8/11	屋上で天気いい日に干したい
23:35	あすか 11/19 8/11	枕はどんなのあれば干せるかな
23:36	あすか 11/19 8/11	基本的にはすのこの上に布団敷いて起きたら折りたたんで毎日ファブやね
23:36	あすか 11/19 8/11	敷っぱとかは蒸れて床カビるもんね
23:37	ゆうげん	枕は干物作るやつみたいなのあればいいと思う
23:39	ゆうげん	衣類によっては乾燥機NG(ドラム式洗濯機NG)もあるから難しいな
23:40	あすか 11/19 8/11	そういうのでもいいし
23:41	あすか 11/19 8/11	[写真]
23:41	あすか 11/19 8/11	[写真]
23:41	あすか 11/19 8/11	こういうのもあるらしい
23:41	ゆうげん	まあ俺の服はあんまり洗わん(ブラッシングとファブメイン)で洗う時はクリーニングやしドラムでもいいか
23:41	ゆうげん	棚橋パパにドラム式洗濯機買ってもらおうや
23:41	あすか 11/19 8/11	ドラム式洗濯機で洗われへん服があるてことか
23:41	ゆうげん	値段みてビビったわ
23:41	あすか 11/19 8/11	いや、うちの父もう既にマイホーム祝いで10万くれてる
23:41	ゆうげん	入居祝い
23:42	あすか 11/19 8/11	そんな色々頼まれへん（笑）
23:42	あすか 11/19 8/11	まぁ、、たかいよな、、
23:42	ゆうげん	"ザブーンで25すんで
びびり"
23:42	あすか 11/19 8/11	ザブーンも最新のやつ？よさげやったけどね（笑）
23:44	ゆうげん	ドラム式洗濯機ってでかいから
23:44	ゆうげん	一応図面の確認しないと
23:44	ゆうげん	あーりんちは
23:44	ゆうげん	ドラム式洗濯機?
23:45	あすか 11/19 8/11	あーりんちどやったかな
23:45	あすか 11/19 8/11	ドラム式洗濯機やった気がするけど覚えてない
23:45	ゆうげん	一応使い心地ききたい
23:45	あすか 11/19 8/11	[写真]
23:45	あすか 11/19 8/11	ちなみにザブーンの最新これ
23:45	ゆうげん	"ダメダメ
それ30する
カメラ買える"
23:46	ゆうげん	さすがの俺も戸惑う高さ
23:46	あすか 11/19 8/11	ちなみにやから欲しいとは思ってない大丈夫
23:46	あすか 11/19 8/11	どっちみち図面確認必要よね
23:47	ゆうげん	"20までやな
洗濯機"
23:47	ゆうげん	出せて
23:47	あすか 11/19 8/11	"上にパカって開けるタイプも
階段支障でんか"
23:47	あすか 11/19 8/11	"ドラム式洗濯機じゃないと
乾燥できんのやっけ"
23:47	ゆうげん	"いや
階段160以上あるからまず大丈夫
ママより高いから"
23:48	あすか 11/19 8/11	物によったらあやしいのもあるかもやから確認はしとかなね
23:48	ゆうげん	"上型は乾燥しづらい
ドラムは半分やから乾燥しやすい

乾燥昨日はどっちもついてるものある"
23:48	ゆうげん	パパのもらお
23:49	あすか 11/19 8/11	ドラム式洗濯機の方が高いんよな
23:49	ゆうげん	あれもらお
23:49	あすか 11/19 8/11	いや、あれいらんw
23:49	あすか 11/19 8/11	それやったらドラム式洗濯機じゃないの買う
23:49	ゆうげん	"いや
俺が磨いて掃除する"
23:49	あすか 11/19 8/11	いらんいらん
23:49	ゆうげん	いや別にドラム式洗濯機でいいんやけど結構種類あるしピンキリやから
23:49	ゆうげん	よく選ばんと
23:49	ゆうげん	"誰やっけ
コジマ電気"
23:50	ゆうげん	安くしてもらお
23:50	ゆうげん	2割くらい
23:50	ゆうげん	"20の2割4やし
でかいでかい"
23:50	あすか 11/19 8/11	安くしてもらえる上限はあるしどこまでしてもらえるかわからんけど
23:51	あすか 11/19 8/11	"あとその海くんが務める
ヤマダ電機にどんなものが
おいてあるかもわかんけど"
23:51	あすか 11/19 8/11	安くはしてくれる
23:53	ゆうげん	今ドラム式と縦置きのレビュー読み漁ってる
23:54	あすか 11/19 8/11	家電色々ありすぎてわからんくなる
23:54	ゆうげん	とりあえずカイくんに聞いてみたり(店員やから色々知ってそう)アーリに聞いたり
23:54	ゆうげん	情報収集よろ
23:54	ゆうげん	[スタンプ]
23:54	あすか 11/19 8/11	んー、どやろ海くんその辺の知識はなさそうな気がする（笑）
23:55	ゆうげん	店員やし最低限あるやろ
23:55	あすか 11/19 8/11	あーりには何聞いたらいいかわからんけど了解（笑）
23:55	あすか 11/19 8/11	まぁ、台本的なのはあるやろね
23:55	ゆうげん	"洗濯機してるのこうじさんなら
こうじさんにきいてみ"
23:55	あすか 11/19 8/11	洗濯はあーりがしてるよ
23:55	あすか 11/19 8/11	何を聞くの？ドラムかドラムじゃないか？
23:56	ゆうげん	"ドラム式の使い心地
本音の部分

例えば縦置きは洗濯時間30分夜早いけど

ドラム式は洗濯乾燥で90~120かかるとか"
23:58	ゆうげん	"縦置きも乾燥あるみたい

ドラム式はやっぱり故障が多いらしいね

お父さんちのあんな感じで
糸くず詰まりやすい"
23:58	あすか 11/19 8/11	"ドラム式やとしても乾燥は
コインランドリー行ってはるし
そもそもドラム式かはっきりせんからとりあえず聞いてはみるよ"
23:59	あすか 11/19 8/11	うちも昔はドラム式やったから母にも聞けばなんか覚えてるかもやけどー
23:59	ゆうげん	"色々確認しよ
これに限っては見た目は二の次で性能やな"

2022/02/01(火)
00:00	あすか 11/19 8/11	"バスタオルは乾燥機！てのは
贅沢やと思ってるし私は
浴室に干す場所さえ作れる
ならそれでもいいと思ってるよ"
00:00	ゆうげん	洗濯機に乾燥機つけれるならまあつけましょ
00:01	あすか 11/19 8/11	性能が良いのが見つかればいいけど
00:01	あすか 11/19 8/11	値段も、、ね、、
00:01	あすか 11/19 8/11	やっぱいいのは高いしね
00:02	ゆうげん	"予算20や
まあもう家電はテレビ以外だいたい揃ったから

まだ余裕ある

コーヒーとか空気清浄機も必須ではないしな

てか今家で使ってるコンパクト空気清浄機あるし"
00:04	あすか 11/19 8/11	リビングと寝室は空気清浄機とか季節によったら加湿器とかいるようになるかなとは思う
00:04	ゆうげん	加湿器もこだわらんかったら安いのあるしな
00:04	あすか 11/19 8/11	うん、あるね
00:04	ゆうげん	"洗濯機は長い付き合いやし
色々考えよ"
00:05	あすか 11/19 8/11	そうやね
00:05	あすか 11/19 8/11	ゆー君早く寝なきゃ
00:05	あすか 11/19 8/11	日付回ったよ
00:05	ゆうげん	せや
00:05	ゆうげん	寝ましょ
00:05	あすか 11/19 8/11	こういうの調べ出すと夜更かしするからゆーくん
00:05	あすか 11/19 8/11	ホンマに早く寝てね
00:06	あすか 11/19 8/11	寝ましょとか言うて気付いたら2時やった！とかありそ
00:06	ゆうげん	大人しく寝るわ
00:06	あすか 11/19 8/11	うん、寝よね
00:06	あすか 11/19 8/11	遅くまでありがとう
00:16	ゆうげん	おやすみちゃんやで
00:16	ゆうげん	ママ
07:53	あすか 11/19 8/11	おはょゆーくん
07:53	あすか 11/19 8/11	朝ごはんタイムしてるよ
07:53	あすか 11/19 8/11	ちゃんと寝れた？
08:11	ゆうげん	ねすぎらー
08:11	ゆうげん	いまおきた
08:49	あすか 11/19 8/11	[写真]
08:49	ゆうげん	あらかわい
08:49	あすか 11/19 8/11	きょうもいちにちがんばろ
08:49	ゆうげん	頑張ります
08:49	ゆうげん	9:45からレーザー治療
08:49	あすか 11/19 8/11	私も頑張ります
08:50	あすか 11/19 8/11	レーザー治療痛そう、、
08:50	あすか 11/19 8/11	マスクしっかりして手洗い消毒もしっかりして色々気をつけてね
09:22	ゆうげん	もちろん
09:22	ゆうげん	気をつけるよ
09:38	あすか 11/19 8/11	レーザー治療もうすぐやね
09:38	あすか 11/19 8/11	鼻よくなるかなぁ
09:45	ゆうげん	8000円もだすから
09:45	ゆうげん	良くなって欲しいね
09:56	ゆうげん	手前のじーちゃん
09:56	ゆうげん	話長くて
09:56	ゆうげん	15分くらい遅れてる
09:56	ゆうげん	はよせえ
10:21	ゆうげん	いったかった
10:22	ゆうげん	普通に痛い
10:36	ゆうげん	焦げ臭かった
11:43	あすか 11/19 8/11	レーザー治療お疲れ様
11:43	あすか 11/19 8/11	痛かったのね、、
11:43	ゆうげん	小学生で受ける子おるらしいけど
11:43	ゆうげん	すごいわ
11:43	あすか 11/19 8/11	なんかまだ違和感みたいなのあるん？
11:43	ゆうげん	普通に痛い
11:44	ゆうげん	"いや
やってから1週間は焼けて徐々にカサブタ"
11:44	ゆうげん	んで
11:44	ゆうげん	1週間すぎたくらいからかなりよくなるらしい
11:44	ゆうげん	我慢我慢
11:44	あすか 11/19 8/11	レーザーってお肌とかも痛いもんね
11:44	あすか 11/19 8/11	カサブタできて自然に取れるの待つ感じ？
11:44	ゆうげん	"それの何倍かやばい
普通に肌焼いてるから"
11:45	あすか 11/19 8/11	そりゃ痛そ
11:45	あすか 11/19 8/11	1週間は我慢だね
11:45	ゆうげん	"まあでも
やった直後の今でも
結構違うから"
11:45	ゆうげん	楽しみ
11:46	ゆうげん	すごい鼻づまりない感じ
11:46	あすか 11/19 8/11	"カサブタとかできるなら
違和感あるかもやけど
とっちゃだめだよ"
11:46	あすか 11/19 8/11	すっきりするといいね
11:46	ゆうげん	病院でとるらしいから
11:47	ゆうげん	来週テレワークの時に行こうかな
11:49	あすか 11/19 8/11	そかそか、それまで触らんようにね
11:59	ゆうげん	もちろん
11:59	ゆうげん	これで声良くなったらボイトレしよ
12:14	あすか 11/19 8/11	歌上手くなったらどーするん笑
12:14	ゆうげん	動画上げよ
12:15	あすか 11/19 8/11	YouTube？笑
12:16	ゆうげん	かなぁ笑
12:17	あすか 11/19 8/11	想像できひん笑
12:23	ゆうげん	それかインスタライブ
12:50	ゆうげん	めっちゃ鼻水出る
12:50	ゆうげん	すげ
12:50	ゆうげん	前から出るのひっさびさ
12:55	あすか 11/19 8/11	"インスタライブ（笑）
まさかのライブ
リアルタイム"
12:55	あすか 11/19 8/11	お、そうなんか！
12:55	あすか 11/19 8/11	スッキリしてくれるかなぁ
13:41	ゆうげん	抗生物質貰ってるから
13:41	ゆうげん	飲んでお仕事再開
14:18	あすか 11/19 8/11	眠くなるんかな
14:18	あすか 11/19 8/11	無理せずね
14:20	ゆうげん	眠なるって書いてるから
14:20	ゆうげん	モンエナで打消し
14:20	あすか 11/19 8/11	毎食後お薬？
14:21	ゆうげん	今日と明日で3食毎回やね
14:29	あすか 11/19 8/11	日曜日の15時、、えぐい、、
14:30	ゆうげん	まあしゃあない
14:30	あすか 11/19 8/11	毎食後か、ねむいね
14:30	あすか 11/19 8/11	うーん、まぁ
14:32	ゆうげん	鼻水やばい
14:32	ゆうげん	ある意味感動
14:33	ゆうげん	気をつけて行きます
16:03	あすか 11/19 8/11	いっぱい出てくるの？鼻水
16:03	あすか 11/19 8/11	うん、気をつけて
16:04	あすか 11/19 8/11	ナギは風邪かアレルギーかわからんけど鼻水だらだらくしゃみ連発涙目
16:04	ゆうげん	アレルギーかもね
16:04	ゆうげん	空気清浄機ないん?
16:04	ゆうげん	犬あんだけおったら
16:05	ゆうげん	空気ヤバそう
17:33	あすか 11/19 8/11	空気清浄機あるよ
17:34	あすか 11/19 8/11	犬とかだけじゃなさそ
17:34	あすか 11/19 8/11	それやったらずっとやろうし
17:34	あすか 11/19 8/11	外でもどこでも
17:36	ゆうげん	うーん
17:36	ゆうげん	俺と同じ鼻炎持ちか
18:00	あすか 11/19 8/11	どうやろね
18:00	あすか 11/19 8/11	定期的にこんな感じなるけど
18:00	あすか 11/19 8/11	"ずーーーーーっと続いてる
とかではないからなぁ"
18:00	あすか 11/19 8/11	なんやろ
18:01	ゆうげん	うーん
18:01	ゆうげん	熱は無い?
18:05	あすか 11/19 8/11	うん、熱はない
18:16	ゆうげん	うlん
18:16	ゆうげん	なんじゃらほい
18:17	あすか 11/19 8/11	[写真]
18:17	あすか 11/19 8/11	これ泣いた後とかじゃなくて不意に顔みたらこんなんなってる
18:18	あすか 11/19 8/11	鼻水垂れてくるけど詰まってるんもあるみたいでヨダレも涙も、、
18:43	ゆうげん	うーーn
18:43	ゆうげん	花粉症とかは?
18:43	ゆうげん	やばいやばい
19:08	あすか 11/19 8/11	花粉飛んでるんかなぁ？今
19:08	あすか 11/19 8/11	何やろな
19:09	ゆうげん	俺もままも
19:09	ゆうげん	花粉症とかはないからなぁ
20:01	あすか 11/19 8/11	そうだね
20:01	ゆうげん	お風呂かな?
20:01	あすか 11/19 8/11	私らは花粉症ない。。
20:01	あすか 11/19 8/11	うん、お風呂入ってて
20:01	あすか 11/19 8/11	今から私の髪の毛乾かすとこ
20:02	ゆうげん	おけけ
20:02	あすか 11/19 8/11	"今日はお昼寝早くしたから
早めに寝かせようかな"
20:06	ゆうげん	おけ
20:06	ゆうげん	待ってるで
21:08	あすか 11/19 8/11	なぎ寝た
21:15	ゆうげん	お疲れ様よ
21:23	あすか 11/19 8/11	2日間くらいは鼻水とくしゃみって感じやったけど、今日は詰まってきてて寝苦しそう
22:19	ゆうげん	☎ 通話時間 55:01
22:32	あすか 11/19 8/11	電話ありがと
22:32	あすか 11/19 8/11	しっかりあったまってきてね
23:04	ゆうげん	ママもゆっくり休んでな
23:17	あすか 11/19 8/11	ありがと
23:17	あすか 11/19 8/11	[スタンプ]

2022/02/02(水)
07:30	ゆうげん	おはよう
07:39	あすか 11/19 8/11	おはよう
07:41	あすか 11/19 8/11	梛6:44起きでした
07:41	あすか 11/19 8/11	そしてこの人の格好かわい
07:41	あすか 11/19 8/11	[写真]
07:41	ゆうげん	"多いね
ボアベスト"
07:41	ゆうげん	おはようなぎちゃん
07:42	ゆうげん	早いね
07:42	ゆうげん	ボアベストママのあるから大丈夫
07:43	ゆうげん	このブランド系列の
07:43	ゆうげん	I_amの方が俺は好き
08:36	ゆうげん	☎ 通話時間 49:40
08:37	あすか 11/19 8/11	お仕事ファイトーーー
08:37	あすか 11/19 8/11	ボアベストあるのね
08:37	あすか 11/19 8/11	"一緒にいれないとなかなか
色んな服着れないからやだな"
12:02	あすか 11/19 8/11	今日あかん日や
12:02	あすか 11/19 8/11	くそイライラする
12:03	ゆうげん	大丈夫?
15:40	あすか 11/19 8/11	うん，大丈夫
16:20	ゆうげん	無理しないでね
16:21	ゆうげん	[スタンプ]
18:27	あすか 11/19 8/11	うん、ありがと
18:27	あすか 11/19 8/11	晩ご飯とストックいくつかできた
18:28	あすか 11/19 8/11	もうちょいしたらご飯食べる
18:28	ゆうげん	"おけ
俺はまだお仕事おわってない"
18:28	ゆうげん	もうちょい頑張るね
18:28	あすか 11/19 8/11	今日東京2まん超えたね
18:28	ゆうげん	ね
18:28	ゆうげん	ちらっと見た
18:28	あすか 11/19 8/11	お仕事終わってないのね、ふぁいと
18:28	ゆうげん	あーあやね
18:28	あすか 11/19 8/11	私もちらっとだけ見た
18:28	あすか 11/19 8/11	やべぇな
18:28	ゆうげん	ママ今日も大変な中ありがとうね
18:28	ゆうげん	無理せずにね
19:13	あすか 11/19 8/11	ううん
19:13	あすか 11/19 8/11	パパも無理せずね
19:18	ゆうげん	"終わったよー
お風呂したりご飯したりするね"
19:18	ゆうげん	無理しないよ！
20:51	あすか 11/19 8/11	お疲れ様
20:51	あすか 11/19 8/11	色々終わって上あがってきた
23:44	ゆうげん	寝てしまってた..

2022/02/03(木)
07:55	あすか 11/19 8/11	おはよ
07:56	あすか 11/19 8/11	私も梛寝かせてそのまま寝てた
08:36	ゆうげん	おはよう
08:36	ゆうげん	いまおきた
08:36	ゆうげん	頭重
08:39	あすか 11/19 8/11	あら今起きたん
08:39	あすか 11/19 8/11	大丈夫？
08:39	ゆうげん	"寝すぎたんやけど
ねむい"
08:39	ゆうげん	今日出社やし
08:39	ゆうげん	やばば
08:39	ゆうげん	急げ
08:39	ゆうげん	10分で準備
08:40	あすか 11/19 8/11	寝すぎると逆にしんどかったりするよね
08:40	あすか 11/19 8/11	今日明日は出社か
08:40	あすか 11/19 8/11	気をつけてね
08:41	あすか 11/19 8/11	無理せず頑張れーー
08:41	ゆうげん	頑張ります
08:41	ゆうげん	[スタンプ]
08:47	あすか 11/19 8/11	ゆー君
08:47	あすか 11/19 8/11	今日節分だよ👹
08:47	あすか 11/19 8/11	"恵方巻き食べてね
豆食べてね"
08:49	ゆうげん	あ
08:49	ゆうげん	ほんまや
08:51	ゆうげん	帰りスーパーかコンビニで
08:51	ゆうげん	買わないと
08:53	あすか 11/19 8/11	売り切れてないといいね💭
08:55	あすか 11/19 8/11	今年の恵方は
08:55	あすか 11/19 8/11	北北西のやや北
08:55	あすか 11/19 8/11	やって
09:13	ゆうげん	北北西北ね
09:56	あすか 11/19 8/11	やや北って（笑）
09:56	あすか 11/19 8/11	難しい
09:57	あすか 11/19 8/11	[写真]
09:57	あすか 11/19 8/11	[写真]
09:57	あすか 11/19 8/11	[写真]
09:57	あすか 11/19 8/11	[写真]
09:57	あすか 11/19 8/11	[写真]
09:57	あすか 11/19 8/11	昨年
12:00	ゆうげん	なぎちゃん
12:01	ゆうげん	まるこい
12:01	ゆうげん	なーー
12:28	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	[写真]
12:28	あすか 11/19 8/11	今年
12:29	ゆうげん	なぎかわい
12:29	ゆうげん	ままもかわい
12:29	あすか 11/19 8/11	可愛いでしょ
12:29	あすか 11/19 8/11	私はボサボサ
12:30	ゆうげん	こりゃあもう今年の夏頃からのマイホーム楽しみすぎるな
12:30	ゆうげん	可愛いふたり見放題
12:59	あすか 11/19 8/11	一緒に暮らせたらいいなぁ
12:59	ゆうげん	ね
12:59	ゆうげん	早く独立したい
13:00	あすか 11/19 8/11	独立するの？
13:00	ゆうげん	"したいなぁ
てか資産貯めて社会の競走から外れたい"
13:01	ゆうげん	"別に贅沢望まんし
カニカマで満足できるから"
13:01	あすか 11/19 8/11	普通に同じ家で平和に暮らせたらいいけど
13:02	あすか 11/19 8/11	でもまぁまだまだやね
13:02	あすか 11/19 8/11	マイホーム建っても一緒に暮らすことはなかなか叶いそうにないね
13:07	あすか 11/19 8/11	"同じ家に住んで毎日
いってらっしゃいおかえりして
ご飯食べてお風呂入って寝て…
みたいなごく普通の生活したい"
13:09	あすか 11/19 8/11	ゆー君の行きたい道選べるようにしてあげたい気持ちもあるし、独立とか、なんか変わったことするのってやっぱリスクもあるしどーなるやろっていう不安もあったり、、
13:09	あすか 11/19 8/11	やな
13:40	ゆうげん	まあでも
13:40	ゆうげん	マイホームたったら
13:40	ゆうげん	テレワークの日とかほぼ大阪おるとおもう
15:16	あすか 11/19 8/11	"マイホーム建ってからも
テレワークとかあるのかな"
15:23	ゆうげん	あるでしょ
15:26	あすか 11/19 8/11	そこまでコロナ続くのもやだね（笑）
15:26	あすか 11/19 8/11	[写真]
15:27	あすか 11/19 8/11	なんかこれかわい
15:53	ゆうげん	なぎかわい
15:53	ゆうげん	なぎちゃん鬼役兼豆まき役なんやね
15:53	ゆうげん	俺がおったら100%鬼役
17:15	あすか 11/19 8/11	ナギは写真のために鬼
17:15	あすか 11/19 8/11	来年はパパ鬼に豆投げれるかな
17:16	ゆうげん	いやここはママが鬼で
17:16	ゆうげん	なぎちゃんまつ毛なが
18:24	あすか 11/19 8/11	えー、パパ鬼でしょ
18:24	あすか 11/19 8/11	ね、長いね
18:27	ゆうげん	ままにおもっきり
18:27	ゆうげん	投げたい
18:27	ゆうげん	[スタンプ]
18:40	あすか 11/19 8/11	私も投げたいゆー君に！
18:41	あすか 11/19 8/11	[スタンプ]
18:50	ゆうげん	じゃあダブル鬼で
18:50	ゆうげん	もうちょいでおわるよ
19:13	ゆうげん	さて帰ります
19:45	あすか 11/19 8/11	お疲れ様
19:45	あすか 11/19 8/11	恵方巻きお忘れなく
19:45	ゆうげん	もちろん
19:51	あすか 11/19 8/11	なんかいいのあるかなー？
19:51	ゆうげん	売り切れてるかもね
19:51	あすか 11/19 8/11	なんか売ってますようにやね
19:52	ゆうげん	なかったら作るわ
19:52	あすか 11/19 8/11	"私恵方巻き見に行ったけど、
なんか美味しそうなやつ
全部高くてさ"
19:52	あすか 11/19 8/11	1番安いサラダ巻きにした
19:52	ゆうげん	"ずるいよな
全部美味しそうに作って欲しい"
20:11	ゆうげん	最悪事務所に充電器忘れた
20:11	ゆうげん	パソコンの
20:11	ゆうげん	取りに行かないと
20:11	ゆうげん	明日仕事でけへん
20:11	あすか 11/19 8/11	えええ
20:12	あすか 11/19 8/11	取りに行くの、、
20:12	あすか 11/19 8/11	明日も出社じゃないの？
20:12	ゆうげん	明日急遽テレワークなってん
20:13	あすか 11/19 8/11	まじか
20:13	あすか 11/19 8/11	最悪じゃん、、、
20:14	あすか 11/19 8/11	しかもこの時間に気づくってことは
20:14	あすか 11/19 8/11	おうち付近にいたんじゃないの？
20:15	ゆうげん	あ
20:15	ゆうげん	macbookの充電器で行けるわ
20:15	ゆうげん	うわああ
20:15	ゆうげん	よかったああああ
20:15	ゆうげん	リアルにうわって声出た
20:15	あすか 11/19 8/11	それはよかった、、
20:16	あすか 11/19 8/11	確かめたん？
20:16	ゆうげん	前それで充電したことあるから
20:17	あすか 11/19 8/11	そうなんやね
20:18	あすか 11/19 8/11	良かったよかった😭😭
20:18	ゆうげん	ママもう恵方巻き食べた?
20:18	あすか 11/19 8/11	恵方巻き恵方みて1本黙って食べなあかんから
20:19	あすか 11/19 8/11	1つだけ棚橋の手巻き貰って北北西みて食べた
20:19	あすか 11/19 8/11	自分が買った恵方巻きは今食べてる
20:19	あすか 11/19 8/11	今日晩ご飯遅め
20:19	あすか 11/19 8/11	[動画]
20:19	あすか 11/19 8/11	鬼来た
20:19	あすか 11/19 8/11	久々の再会が鬼（笑）
20:20	ゆうげん	めっちゃ怖がってる笑
20:20	あすか 11/19 8/11	うん、大号泣（笑）
20:21	ゆうげん	鬼役寒そう
20:22	あすか 11/19 8/11	ね、寒そう
20:22	あすか 11/19 8/11	来年はゆーくん鬼
20:22	あすか 11/19 8/11	楽しみ
20:25	ゆうげん	屋上でやるか
20:33	ゆうげん	1回家帰った
20:33	ゆうげん	荷物置いて買いに行く
20:34	あすか 11/19 8/11	楽しみだな
20:34	あすか 11/19 8/11	どこ買いに行くんー？
20:34	ゆうげん	コンビニが近いけど
20:34	ゆうげん	あるかなぁ
20:37	あすか 11/19 8/11	どやろ
20:37	あすか 11/19 8/11	豆もちゃんと食べてるけど
20:37	あすか 11/19 8/11	27こツラい（笑）
20:39	ゆうげん	俺は26こか
20:40	ゆうげん	楽勝
20:40	あすか 11/19 8/11	なんでやねん
20:40	あすか 11/19 8/11	31こ
20:40	あすか 11/19 8/11	[スタンプ]
20:40	ゆうげん	から単身赴任頑張り手当で‐5
20:41	あすか 11/19 8/11	🙅🏼‍♀️
20:41	ゆうげん	豆売ってたけど
20:41	ゆうげん	えっほーない
20:43	あすか 11/19 8/11	えぇ
20:43	あすか 11/19 8/11	どっかないかな
20:52	ゆうげん	マイバスにあったのでかえるよーー
21:31	あすか 11/19 8/11	どんなん買ったんー？
21:31	あすか 11/19 8/11	お風呂はいってた
21:46	ゆうげん	お
21:46	ゆうげん	おかえり
21:47	ゆうげん	[写真]
21:47	ゆうげん	通知来てなかった
21:50	あすか 11/19 8/11	1番シンプルで本物の恵方巻きやね
21:51	ゆうげん	みすった
21:51	ゆうげん	[写真]
21:51	ゆうげん	豆やと思ったら
21:51	ゆうげん	ピーナッツ
21:51	ゆうげん	まあええか
22:17	あすか 11/19 8/11	バタピーって思いっきり書いてるのに
22:17	あすか 11/19 8/11	間違えるだなんて
22:17	あすか 11/19 8/11	さすがゆーくん
22:18	ゆうげん	並んで置いててもん
22:18	ゆうげん	ひどいわ
22:18	あすか 11/19 8/11	全然パッケージもちゃうのに
22:18	ゆうげん	ほかの豆高くてこれ100円やった
22:18	あすか 11/19 8/11	値段だけみたんか
22:18	あすか 11/19 8/11	[スタンプ]
22:19	ゆうげん	[スタンプ]
22:21	あすか 11/19 8/11	なんの任せて（笑）
22:21	ゆうげん	さあ食うか
22:21	あすか 11/19 8/11	まめ？
22:21	ゆうげん	えっほ
22:22	ゆうげん	ナギの
22:23	ゆうげん	どうが
22:23	ゆうげん	いいなぁ
22:23	ゆうげん	泣いてるナギ可愛い
22:24	あすか 11/19 8/11	めっちゃ号泣やった
22:24	あすか 11/19 8/11	こりゃ夜泣き確定じゃ
22:25	ゆうげん	思い出し泣き
22:25	ゆうげん	でも泣きつくナギも愛おしい
22:37	あすか 11/19 8/11	"鬼見て泣いてる子どもって
かわいいよね（笑）"
22:41	ゆうげん	くったー
22:41	ゆうげん	めっちゃむせて
22:41	ゆうげん	苦しかった
22:41	ゆうげん	なぎはいつもかわいい
22:56	あすか 11/19 8/11	バタピーの方がマシそう
22:56	あすか 11/19 8/11	節分豆キツかった
22:56	ゆうげん	えっほーでむせた
22:57	ゆうげん	ぴーは炭酸水でウマウマ
22:57	あすか 11/19 8/11	恵方巻き？
22:57	ゆうげん	そ
22:58	ゆうげん	無言で食ってたら
22:58	ゆうげん	ごっほごほ
23:07	あすか 11/19 8/11	1本北北西向いて無言で食べたん？
23:10	ゆうげん	そ
23:10	ゆうげん	腰ふって踊りながら
23:14	あすか 11/19 8/11	え、どゆこと笑笑
23:14	ゆうげん	なんか黙々食べるの虚しいから
23:14	ゆうげん	踊ってた
23:14	ゆうげん	黙っときゃいいっしょ
23:14	ゆうげん	みたいな感じ
23:18	あすか 11/19 8/11	見たかった（笑）
23:19	ゆうげん	ふぁあああああ
23:19	ゆうげん	もう23.:09
23:19	ゆうげん	9
23:19	ゆうげん	0
