1	ハイツみたいなんで
22:13	ゆうげん	[写真]
22:16	あすか 11/19 8/11	[写真]
22:25	あすか 11/19 8/11	[写真]
22:27	あすか 11/19 8/11	[写真]
22:27	あすか 11/19 8/11	[写真]
22:30	あすか 11/19 8/11	[写真]
22:32	あすか 11/19 8/11	[写真]
22:32	あすか 11/19 8/11	[写真]
22:36	あすか 11/19 8/11	[写真]
22:37	あすか 11/19 8/11	[写真]
22:38	あすか 11/19 8/11	[写真]
22:39	ゆうげん	[写真]
22:43	あすか 11/19 8/11	[写真]
22:43	ゆうげん	[写真]
22:46	あすか 11/19 8/11	[写真]
22:55	ゆうげん	[写真]
23:48	ゆうげん	[写真]
23:48	ゆうげん	[写真]

2021/10/26(火)
07:06	ゆうげん	☎ 通話時間 9:28:24
08:01	あすか 11/19 8/11	いつの間にか寝てて充電切れてた
08:02	ゆうげん	わいも
08:05	あすか 11/19 8/11	[写真]
08:05	あすか 11/19 8/11	[写真]
08:06	ゆうげん	"とりあえず具体的な数字を教えて欲しいな
色々と"
08:06	あすか 11/19 8/11	具体的な数字って？
08:07	ゆうげん	"今月からは一応お金入れれるけど

あああすかにかかってる費用ね
概算"
08:07	あすか 11/19 8/11	細かくはわからんでしょ、、
08:07	ゆうげん	だからいくら入れたらいいかもわからん
08:07	ゆうげん	言うて俺も余裕ある訳では無いしな
08:08	あすか 11/19 8/11	朝昼はほぼほぼ自分でご飯出てるしナギのものは完全私やから、食費というよりは消耗品とか光熱費やろうから
08:08	ゆうげん	2万くらいかな
08:08	あすか 11/19 8/11	余裕はないけど、他借りるよりは安くつくはずやけど。。
08:09	ゆうげん	"まあ正直そこまで上がってるように思えんけどね

元々クーラー暖房ガンガンやし"
08:11	あすか 11/19 8/11	"消耗品は、多分キッチンペーパーとか、ナプキンとかおりものシートとか？かな？
シャンプーリンスーボーディーソープとか歯磨き粉とか、、
そんな私ひとりでめちゃくちゃ
あがるものってないやろって
私も思うけど"
08:12	あすか 11/19 8/11	"でも入れてもらうお金が減ってきてるから、思うような生活できひんのに私らおっておらんよりは出費が増えて
これから自分の稼ぎで生活
するのに生活のためだけに
働かなあかんとかも
きっとしんどいんやろうな"
08:13	ゆうげん	ふむ
08:13	ゆうげん	だからこそ金額知りたいんやけどな
08:15	あすか 11/19 8/11	"まぁ、2万入れればいいんちゃうかなとは思うけどなぁ

朝のパンとかお昼はほぼカップ麺とかカップスープ買いだめした買って貰ってないし飲み物もお茶しか貰ってないからほか飲むなら自分で買ってるし、、"
09:48	ゆうげん	おうちの2
09:48	ゆうげん	ママももっと
09:48	ゆうげん	しっかり食べ
09:49	ゆうげん	野菜とか
09:49	ゆうげん	タンパク質
09:53	ゆうげん	ママにも1渡すわ
09:53	ゆうげん	毎月3
09:53	ゆうげん	ママもっと食べ
10:27	ゆうげん	あと床材カタログ
10:27	ゆうげん	頼む早めに
11:03	あすか 11/19 8/11	"ナギとかも何かとお金かかるし
私は大人やしご飯はなんでも食べてりゃなんとかなるやろ〜笑"
11:03	あすか 11/19 8/11	今から撮るわー
13:02	あすか 11/19 8/11	"ごめん結局バタバタして
今日はなぎ午前中寝ず
今寝てるーー
今から撮るわ"
13:26	あすか 11/19 8/11	"今からとるわて言うた瞬間梛泣いて抱っこで寝てるから
起きたらとるわ、ごめん"
14:13	あすか 11/19 8/11	なぎ耳鼻科でもらった薬飲んでるからまだ寝てるわ
14:21	あすか 11/19 8/11	☎ 通話時間 2:59
14:21	あすか 11/19 8/11	ごめん今日出社やったな
14:47	あすか 11/19 8/11	[写真]
14:47	あすか 11/19 8/11	[写真]
14:47	あすか 11/19 8/11	この辺かな？実際見た方がいいと思うけど
14:59	ゆうげん	ありがとう
15:18	あすか 11/19 8/11	"飛行機とか交通手段もまた
早めに話して決めよ！
もう今週末やから席あんまり
ないと思う"
15:19	ゆうげん	あい
15:21	あすか 11/19 8/11	さっきごめんね電話
15:21	あすか 11/19 8/11	お仕事ファイトです
15:22	あすか 11/19 8/11	"ナギは今日朝から耳鼻科連れて行って薬もらってきた！
副鼻腔炎ぽい"
15:23	あすか 11/19 8/11	"3人に押さえつけられて、
今までにないほどの号泣して
力入れまくったんか
ほっぺとか目の周りとか
血管切れて斑点できてるわ😢"
15:31	ゆうげん	あらら
15:31	ゆうげん	大丈夫かな
15:31	ゆうげん	おれとおなんなじやん
15:31	ゆうげん	副鼻腔
17:35	あすか 11/19 8/11	ひなもアレルギーと副鼻腔炎併発してるって言ってた
17:49	ゆうげん	変わってあげたい
17:49	ゆうげん	既に俺もやけど
17:49	ゆうげん	ナギが辛いのが辛い
19:45	ゆうげん	終わったから
19:45	ゆうげん	帰るで
21:13	あすか 11/19 8/11	お疲れ様です
21:13	あすか 11/19 8/11	なぎ寝たよ〜
21:13	あすか 11/19 8/11	ゆーくん起きてる？
21:16	ゆうげん	起きてるで
21:20	ゆうげん	洗濯と掃除とご飯してる
21:20	ゆうげん	今日荷物まとめるで
21:22	あすか 11/19 8/11	無理せんようにね
21:23	あすか 11/19 8/11	いける時電話したい
21:23	ゆうげん	明日てれやから
21:23	ゆうげん	いけるうちにやらな
21:23	ゆうげん	うい
21:23	あすか 11/19 8/11	いまごはん？
21:25	ゆうげん	今洗濯干してる
22:38	ゆうげん	寝た?

2021/10/27(水)
08:01	あすか 11/19 8/11	ごめん、寝ちゃってた
08:02	ゆうげん	おはおは
08:02	あすか 11/19 8/11	"あの後ナギが鼻詰まって何回も起きてきたから鼻吸ったり水飲ませたり楽な体勢探したり
30分くらい格闘してたら一緒に寝ちゃってた"
08:03	ゆうげん	なぎたん辛いな
08:03	あすか 11/19 8/11	"うん、ナギが1番辛いし、
私も疲れてきちゃう（笑）"
08:03	あすか 11/19 8/11	昨日電話で聞こうと思ったんやけど
08:03	ゆうげん	ん?
08:04	あすか 11/19 8/11	"私となぎが住所うつすとき
そっちでいるのは転出届やねんけど"
08:04	ゆうげん	うん
08:05	あすか 11/19 8/11	"今週帰ってくるまでに
取りに行ける日ありそ？
もし厳しそうやったら
郵送で送ってもらえるように
する！郵送やと1週間ほどかかる
みたいやからもしゆーくんが
いけそうならゆー君に取って
きてもらってこの週末に
持ってきてもらうのが
早いなーと思ったんやけど、
全然どっちでもいいから、
ゆーくんがいけるかいけないか
だけ教えてほしい！"
08:05	ゆうげん	今日かな
08:05	あすか 11/19 8/11	"あと、もう水曜日やから
行き帰りの交通手段も決めて
段取りせんと…"
08:06	ゆうげん	行って当日に貰えるもんなん?
08:06	あすか 11/19 8/11	うん、もらえる！
08:06	ゆうげん	ならお昼すぎ行くわ
08:08	あすか 11/19 8/11	"ありがとう！
今日無理やったら教えて〜
無理やった時はもう郵送で
送ってもらえるように
手続きする！"
08:09	あすか 11/19 8/11	"どうする？もう飛行機ピーチは
埋まってそうな気もするけど…"
08:09	ゆうげん	うーん
08:09	ゆうげん	ピーチでも往復2万するやろ
08:16	ゆうげん	やっぱりバスにするわ
08:17	あすか 11/19 8/11	ちょっと待って〜
08:18	ゆうげん	バスなら木曜の夜出て
08:18	ゆうげん	金曜朝つける
08:18	あすか 11/19 8/11	"それはいいけどバスはやっぱ
長時間になるし、、
怖いんよな"
08:18	あすか 11/19 8/11	ちょっと待って
08:18	ゆうげん	でももうないし
08:18	ゆうげん	高いし
08:19	ゆうげん	往復2万超えとか今は無理
08:19	ゆうげん	だからいいよバスで
08:19	ゆうげん	3000円やし
08:19	あすか 11/19 8/11	ちゃうちゃう
08:19	あすか 11/19 8/11	ゆーくんが良くても
08:19	あすか 11/19 8/11	私や周りが不安なの！
08:19	あすか 11/19 8/11	ちょと待ってね
08:19	ゆうげん	そんなん言われてもないもんは無い
08:20	ゆうげん	"金はない
そしてもったいない"
08:20	あすか 11/19 8/11	ちゃうってちょっとまって
08:21	ゆうげん	もうあと1席しかない
08:21	あすか 11/19 8/11	なにが？
08:22	ゆうげん	ばす
08:22	あすか 11/19 8/11	それだけ満席で長時間は余計不安
08:23	ゆうげん	でもはよ取らな帰られへん
08:23	ゆうげん	今何を探してるの
08:25	あすか 11/19 8/11	"今回はコロナ禍やし
今人手も多なってるし
自宅じゃないからまわりの
意見も聞かなきゃなんよ"
08:26	ゆうげん	いやそれなら実家帰るし
08:27	あすか 11/19 8/11	それでもよ
08:27	あすか 11/19 8/11	私がコツコツ貯めて
08:27	あすか 11/19 8/11	うちの父に返すから
08:27	あすか 11/19 8/11	とりあえず父にいつもみたいにとってもらお
08:30	あすか 11/19 8/11	"ゆー君の実家も、前ゆーくんが言ってたけど、市内経由するし
どれが一番マシかって言ったら
飛行機で来てもらってうちにおってもらうことって母は言ってるからさ"
08:30	ゆうげん	"いや
ちょっとお金軽視しすぎやって
そんな移動費にぽんと何万も出せるヤツおらんて

俺まだ20代やし

ましてや何回行き来しなあかんし

このマイホームだけで10万以上かかってるんやで移動費

コツコツって貯めれる当てないやん

つまり他のこと削らなあかんし"
08:46	ゆうげん	どうするん
08:51	あすか 11/19 8/11	"子どもらのことも守らなあかんのよ。関わる身内もいてるし、
自分らだけがどうのこうのじゃないから不安に思うねん。
インフルだって子どものために
自分らも打っとくんよ。
自分だけよかったら
いいっていうのはちゃう時も
出てくるんよ。

お金に関してはゆーくんの言ってることわかるけど

お金を理由にそれを選択して
感染リスクあげるのと

感染リスクさげるために
お金出すのとやったら

私が稼いででもお金出す！
て思うねん


でもとりあえずバスやばいんやったらバスとっといて"
08:52	ゆうげん	キャンセル出来へんで
08:52	あすか 11/19 8/11	"今は私らあんまり会われへんし、飛行機なら長く一緒におれるんかなとかも思うよ〜
今週末もハロウィンやし一緒におれるやん！て思ってたけど"
08:52	あすか 11/19 8/11	バスにしたら日曜日一緒におられへんくない？
08:52	ゆうげん	帰りはとってない
08:52	ゆうげん	とりあえず行きだけ
08:52	あすか 11/19 8/11	でも行きバスなら帰りバスでしょ？
08:53	あすか 11/19 8/11	お金のことだけ気にするならどっちもバスでしょ
08:53	ゆうげん	月火テレワークやから朝に着けば大丈夫
08:54	ゆうげん	"お金気にするって言うか
5000円6000円くらいなら飛行機とるよ

いまはもう枠がないからバスって言ってるの"
09:14	あすか 11/19 8/11	"バスは一切しゃべらない
飲食極極極最低限にすれば
感染リスクはそんなに高く
ないかもやけど
バスやと着くの市内やろ？
しかも難波とかやから
めっちゃ人多いやろうし…
そこからもホンマに気をつけて
帰ってきてもらわんと…
東京もどこからバス乗るんか
知らんけど、夜からってことは
飲みに出ていく人たちも
すれ違ったりもするかもやし
ほんまにマスク2じゅう
消毒持ち歩いて頻繁に…
とかせんと、、"
09:15	ゆうげん	朝5:00、6:00の難波やで
09:15	ゆうげん	誰もおらんわ
09:16	あすか 11/19 8/11	"その時間ならましかもやけど誰もおらんことはないし
北助松に着く頃には北助松が
通勤ラッシュで人多いやろうし
気をつけなあかんことには
変わりないよ"
09:17	ゆうげん	どっちにしろ取っちゃったから
09:17	ゆうげん	行きは
09:17	ゆうげん	3000円
09:18	あすか 11/19 8/11	"ただでさえ母に気遣って
顔色伺って過ごしてるから
バスにしたことでまた
しんどい思いする気もする
けどもういいしゃーない"
09:18	あすか 11/19 8/11	帰りどーすん
09:18	あすか 11/19 8/11	帰りも準備せな
09:18	ゆうげん	だから実家行くやん
09:18	あすか 11/19 8/11	いやもういいのよ
09:18	あすか 11/19 8/11	うちで
09:18	ゆうげん	俺もくどくど言われんのしんどい
09:19	あすか 11/19 8/11	いやもう私はもういいしゆー君にも何も言わせへんからうちにおって
09:20	あすか 11/19 8/11	"朝からiPhone触りすぎて
ナギにテレビのリモコン投げつけられた、なぎちゃんすまない"
09:21	あすか 11/19 8/11	"打合せ場所こっちやし
こっちにおって"
09:33	あすか 11/19 8/11	"いつも母の愚痴ゆってごめん
ゆーくんも嫌よな、ごめん"
09:33	あすか 11/19 8/11	結局いつ帰ってきていつ帰る？
09:33	あすか 11/19 8/11	こっちにおれる？
09:34	ゆうげん	金曜の朝に難波
09:34	ゆうげん	木曜東京駅バス乗り場から出発
09:35	あすか 11/19 8/11	かえりは？
09:35	ゆうげん	"帰りはまだ取ってないけど
日曜の23:00難波発
東京06:00着"
09:36	あすか 11/19 8/11	行きも帰りも人多い地域通るし気をつけてね
09:40	あすか 11/19 8/11	私がゆー君に母の愚痴吐き出すからゆーくんにも嫌な思いさせたりしてしまうよなごめん
09:42	あすか 11/19 8/11	"なんかもう感情ぐちゃぐちゃで
涙出てきた（笑）
それみてナギが顔覗いて
ぎゅーてしてくるからまた
涙出るしもうなんかまだ1日
始まったとこやのに疲れた"
09:43	ゆうげん	とりあえず俺は少しでも余裕作りたいから
09:43	ゆうげん	極力お金は使わない
09:45	あすか 11/19 8/11	"ウチも季節の変わり目でみんな
何かとやられてる

りょうすけ喉痛いらしいし
しょうやくんも喉痛い
らしくて昨日今日と
様子見で
あーりんちいかず
ナギと向き合い続けてて
ナギも鼻詰まってきたり
したら機嫌悪いし
夜寝るのもナギが1番
しんどいのわかってるけど
私も疲れてしまってる

よくないね、がんばらな"
09:45	ゆうげん	今がターニングポイントやから
09:45	ゆうげん	踏ん張ろ
09:46	あすか 11/19 8/11	"とりあえず用意して
なぎ公園連れていくか
なんかして気分転換してくる"
09:47	あすか 11/19 8/11	"あかんのわかってるけど
ナギがリモコン投げつけてきたりジュースこぼしたりしたら
怒鳴ってしまう"
09:47	ゆうげん	金曜には会えるから
09:47	ゆうげん	あと2日頑張ろ
12:33	ゆうげん	あとね
12:33	ゆうげん	昨日面談あったんやけど
12:33	ゆうげん	来年春にもしかしたら
12:33	ゆうげん	帰れるかもって
13:26	ゆうげん	転入届貰ったよ
13:33	あすか 11/19 8/11	なぎお昼ご飯食べ終わった
13:34	あすか 11/19 8/11	"もしかしたらやから
まだ全然わかんないね"
13:34	あすか 11/19 8/11	転出届？？？
13:43	ゆうげん	まちがえた
13:43	ゆうげん	それ
13:44	ゆうげん	あと一応児童手当は俺がこっちおれば大丈夫やねんけど
13:44	ゆうげん	落ち着いたらそっちに移した方がいいかも
13:44	ゆうげん	大丈夫?
16:34	あすか 11/19 8/11	"うん、転出届さえあれば
こっちで住所変更とか
その他もろもろできるから
大丈夫、ありがとう！"
16:34	あすか 11/19 8/11	"今週来る時忘れずに
持ってきて欲しい🙏🏻´-"
16:54	ゆうげん	おけい
17:36	あすか 11/19 8/11	児童手当、世帯主じゃないとあかんとかないんかな？
17:40	ゆうげん	いや
17:40	ゆうげん	俺がこっちで貰い続けられるって
17:40	ゆうげん	棚橋家って世帯主母やんな?
17:49	あすか 11/19 8/11	ゆーくんに貰い続けとってもらおかな
17:49	あすか 11/19 8/11	"ちゃんと児童手当もできるだけ
置いときたいなとは思うけど"
17:50	あすか 11/19 8/11	"棚橋は世帯主母やけど、
名字もちゃうし
私が世帯主って書類上
できるよ！"
17:51	ゆうげん	"まあ
転入届で伝えてくれたら"
17:51	ゆうげん	助かる
17:51	あすか 11/19 8/11	こっちで児童手当貰っとった方が良さそう？どっちでもいいんやけど🤔
17:52	ゆうげん	あすかの手続きしだいよ
17:52	ゆうげん	転入届しちゃったら出したその月に変えなあかんかった気がする
17:52	ゆうげん	まあそのへんも聞いて
17:58	あすか 11/19 8/11	"多分転入届出したらその流れで
全部案内してくれてその日中に必要な手続き終わるから
また言うね！"
17:58	あすか 11/19 8/11	"とりあえず転出届だけ
忘れず持ってきて欲しい！"
17:58	ゆうげん	おけ
17:59	ゆうげん	もうカバン入れた
17:59	あすか 11/19 8/11	取りに行ってくれてありがとうね
17:59	あすか 11/19 8/11	おけ、ありがとう
18:01	あすか 11/19 8/11	[動画]
18:01	あすか 11/19 8/11	[写真]
18:01	あすか 11/19 8/11	[写真]
18:01	あすか 11/19 8/11	なぎ鼻以外はげんき
18:01	ゆうげん	よかったよかった
18:06	あすか 11/19 8/11	"玄関でちょっと目離したら
こんなことなった今日"
18:06	あすか 11/19 8/11	[写真]
18:06	あすか 11/19 8/11	"オムツとティッシュ運んできて
スリッパ全部出てきた"
18:07	ゆうげん	あらら
18:07	ゆうげん	いたずらっ子
18:22	あすか 11/19 8/11	"ほんまいたずらっ子！
出かける前にこんなんされたら
その時の私の余裕さにもよるけど発狂するわ（笑）"
19:06	ゆうげん	はよ
19:06	ゆうげん	3人で暮らして
19:06	ゆうげん	フォローしたいな
22:12	あすか 11/19 8/11	あれもこれも気になる好奇心旺盛マンやから
22:13	あすか 11/19 8/11	"それが可愛い時もあれば
もおーー！てなる時もある"
23:51	ゆうげん	また
23:51	ゆうげん	寝てしまってた
23:52	ゆうげん	いつ寝たんや
23:52	あすか 11/19 8/11	ゆっくり寝てね〜

2021/10/28(木)
00:08	ゆうげん	ありがとうね
00:08	ゆうげん	明後日の朝着くからよろぴく
00:08	あすか 11/19 8/11	土曜のあさ？
00:09	ゆうげん	金曜の朝
00:12	あすか 11/19 8/11	あ、おけ
00:12	あすか 11/19 8/11	何時くらい？？
00:13	ゆうげん	8時前後
00:13	ゆうげん	やと思う
00:13	あすか 11/19 8/11	了解です！
07:52	あすか 11/19 8/11	おはよう
08:25	ゆうげん	おはよ
12:26	あすか 11/19 8/11	今日は出社かな？
12:26	ゆうげん	せやで
12:26	ゆうげん	帰って急いで着替えて東京駅や
12:26	ゆうげん	しぬしぬ
12:26	あすか 11/19 8/11	やんね！気をつけてね
12:27	あすか 11/19 8/11	ありがとうね
12:27	ゆうげん	がんばるんば
18:51	ゆうげん	終わったんで
18:51	ゆうげん	ダッシュで帰宅
19:42	あすか 11/19 8/11	お疲れ様です
19:42	あすか 11/19 8/11	何時発のバス乗るの？？
19:42	あすか 11/19 8/11	ほんと、気をつけてね
19:57	ゆうげん	うい
19:57	ゆうげん	23:15
21:18	あすか 11/19 8/11	そうなんやね
21:18	あすか 11/19 8/11	東京駅から？
21:31	ゆうげん	そそ
21:31	ゆうげん	今電車乗った
21:31	あすか 11/19 8/11	寒い？
21:31	ゆうげん	暑い
21:31	あすか 11/19 8/11	ご飯とか食べれた？
21:31	ゆうげん	いまからよ
21:32	ゆうげん	マクドかなんかくう
21:32	あすか 11/19 8/11	どっかで食べるの？
21:32	あすか 11/19 8/11	人少ないとこでね
21:32	あすか 11/19 8/11	明日の朝会えるね
21:34	ゆうげん	腰いわさんようにしないと
21:34	ゆうげん	最近腰痛い
21:34	ゆうげん	秋葉で食べる
21:36	あすか 11/19 8/11	腰？
21:36	あすか 11/19 8/11	なんか腰痛くなるような事してるの？
21:36	あすか 11/19 8/11	秋葉か
21:36	あすか 11/19 8/11	ホント人少ないとこでね
22:09	あすか 11/19 8/11	今日なぎパイナップル食べたらこんなことなった
22:09	あすか 11/19 8/11	[写真]
22:09	あすか 11/19 8/11	[写真]
22:09	あすか 11/19 8/11	[写真]
22:09	あすか 11/19 8/11	[写真]
22:10	あすか 11/19 8/11	顔やばすぎwww
22:10	ゆうげん	酸っぱかってんね笑
22:10	あすか 11/19 8/11	いや、多分冷たかったんやと思うw
22:10	あすか 11/19 8/11	ちぎってもらったら美味しそうに食べてた
22:10	ゆうげん	なるほど
22:10	ゆうげん	早く会いたいな
22:11	あすか 11/19 8/11	"顔やばくない？
こんな不細工ななぎはじめてみた"
22:11	あすか 11/19 8/11	笑笑
22:11	あすか 11/19 8/11	早く会いたい？なぎに？
22:11	ゆうげん	2人に
22:11	ゆうげん	かわいいやん
22:15	あすか 11/19 8/11	そか
22:15	あすか 11/19 8/11	かわいいけどね！
22:26	ゆうげん	速攻で
22:26	ゆうげん	寝よ
22:26	ゆうげん	バス乗ったら
22:26	あすか 11/19 8/11	うん
22:27	あすか 11/19 8/11	寝れるん？
22:50	ゆうげん	よゆう
22:50	ゆうげん	さあ
22:50	ゆうげん	もうちょい
22:58	あすか 11/19 8/11	だね
23:01	ゆうげん	あすかと一緒に乗ったところ
23:01	ゆうげん	ばす
23:08	あすか 11/19 8/11	そんなん覚えてるのね
23:15	ゆうげん	あたまえよ
23:21	ゆうげん	乗ったので
23:21	ゆうげん	ねまつ
23:22	あすか 11/19 8/11	最近
23:22	あすか 11/19 8/11	"よろしくないことが
めっちゃ頭よぎって
考えたくないのに
考えちゃう"
23:23	ゆうげん	なに?
23:23	あすか 11/19 8/11	ううん
23:23	あすか 11/19 8/11	早く会いたいね
23:23	あすか 11/19 8/11	おやすみ
23:23	ゆうげん	言ってや
23:24	あすか 11/19 8/11	最近めっちゃゆーくんと電話したい病やったやん？それってただ寂しいだけじゃないんよ
23:24	ゆうげん	うん
23:24	あすか 11/19 8/11	"忘れたくても忘れられないし
落ち着いてる時もあればまた不安に襲われる時もある"
23:24	あすか 11/19 8/11	これで察して！
23:24	あすか 11/19 8/11	でも大丈夫
23:24	あすか 11/19 8/11	会えるの楽しみにしてるね
23:25	ゆうげん	でぇじょうぶやって
23:25	あすか 11/19 8/11	"昔の写真とかね、本当やったら全部いい思い出やのに、
こんなに楽しかったのに
あんなことあったら
台無しだなぁ。とか思いながら見返しちゃうんよな"
23:26	あすか 11/19 8/11	"大丈夫っていう事実があっても
不安にはなるのさ〜
忘れられへんのよ、ごめんね"
23:26	ゆうげん	はよ家立てようぜ
23:26	ゆうげん	マイホームに帰りたい
23:27	あすか 11/19 8/11	とりあえず寝な〜
23:27	あすか 11/19 8/11	明日仕事やろ？
23:27	ゆうげん	せやで
23:27	あすか 11/19 8/11	うん、早く寝り

2021/10/29(金)
05:29	ゆうげん	おは
05:34	ゆうげん	今京都だ
06:41	ゆうげん	梅田着いた
07:19	ゆうげん	難波着いた
07:19	ゆうげん	8:00
07:19	ゆうげん	につく
07:48	ゆうげん	疲れたわ
07:48	ゆうげん	ねむい
07:51	あすか 11/19 8/11	8時にきたすけ？
07:51	ゆうげん	うん
07:51	あすか 11/19 8/11	そうよね、私はバスでも寝れるけどゆーくん熟睡出来なさそう
07:51	ゆうげん	いま浜寺公園
07:52	あすか 11/19 8/11	長旅お疲れ様、ありがとね
07:52	ゆうげん	せめーのよ
07:52	ゆうげん	俺足長いから
07:52	あすか 11/19 8/11	あ、私は足短いから寝れるって？
07:52	ゆうげん	せや
07:53	ゆうげん	あと
07:53	ゆうげん	もう電池ない
07:58	ゆうげん	学生えぐいよ
07:58	あすか 11/19 8/11	"ナギ朝ごはん中できたすけまで
行かれへんから、家までこれる？インターホン鳴らさずまっててほしい、ごめんね"
07:58	ゆうげん	はごろも
07:58	あすか 11/19 8/11	そうよな、清風南海の子ちゃう？
07:58	ゆうげん	おおいおおい
07:58	あすか 11/19 8/11	あの頭いいけど電車のマナー悪いで有名の清風南海
07:58	ゆうげん	そもそも人数多いのよ
07:59	あすか 11/19 8/11	この時間そうよな、、、
08:00	あすか 11/19 8/11	通勤通学ラッシュ、、
08:12	ゆうげん	着いた

2021/10/31(日)
11:25	ゆうげん	弁当まちで
11:25	ゆうげん	待機中
11:51	あすか 11/19 8/11	ありがとね
11:51	あすか 11/19 8/11	帰ってきた??
11:52	ゆうげん	帰った
11:53	ゆうげん	あけてー
11:53	あすか 11/19 8/11	閉まっちゃってるのか
11:53	あすか 11/19 8/11	おけ
12:10	あすか 11/19 8/11	[写真]
12:10	あすか 11/19 8/11	ぐっすり
16:22	あすか 11/19 8/11	[写真]
19:26	ゆうげん	あと少し
19:26	ゆうげん	頑張ろ
19:27	ゆうげん	また逐一
19:28	ゆうげん	連絡するね
19:40	あすか 11/19 8/11	うん、遠く感じちゃうけど
19:40	あすか 11/19 8/11	がんばる
19:40	あすか 11/19 8/11	うん、ありがとね
19:41	ゆうげん	区切りが1個着いたから
19:41	ゆうげん	走るだけよ
19:41	あすか 11/19 8/11	うん、そうやね
19:43	ゆうげん	ままも
19:43	ゆうげん	長い間頑張ってくれて
19:43	ゆうげん	ありがとうね
19:44	ゆうげん	その分いっぱい楽しく過ごそ
19:49	あすか 11/19 8/11	ううん
19:50	あすか 11/19 8/11	私がそっちでの生活耐えれんくてこうなったし…
19:50	ゆうげん	まあ
19:50	ゆうげん	しゃあねぇ
19:50	あすか 11/19 8/11	そこからマイホームの話進んだのは嬉しいけど
19:50	あすか 11/19 8/11	"母にも色々言われてて
実家がしんどくなってきてる
ところやったから"
19:50	あすか 11/19 8/11	"ほんまに、ゆーくんが
こっちでマイホーム建てること
決意してくれて"
19:51	あすか 11/19 8/11	感謝しかないほんと
19:51	あすか 11/19 8/11	ありがとう
19:51	ゆうげん	俺もあそこで半年はなかなかしんどい💧
19:51	あすか 11/19 8/11	あそことは…うちの実家？？
19:51	ゆうげん	せや
19:51	ゆうげん	3日くらいだからあれだけど
19:53	ゆうげん	"やっぱり匂いやら衛生的にも良くないし
整理整頓出来てないからその辺の習慣もつかへんし
なぎもうんと羽伸ばされへんし"
19:53	ゆうげん	あーりんちとのギャップが
19:53	ゆうげん	もちろん住むってなったらまた違うんやろうけど
19:53	ゆうげん	それにしてもや
19:53	ゆうげん	だから早く家建てて
19:53	ゆうげん	ママにもナギにも
19:53	ゆうげん	羽根伸ばして欲しい
19:55	あすか 11/19 8/11	うん、そうだよね。。
19:55	ゆうげん	下の兄弟もまず掃除家事やらんやん
19:55	ゆうげん	だから余計拍車をかけて汚れてってる
19:56	ゆうげん	言うたらアレやけどゴミ屋敷1歩手前やもん
19:58	あすか 11/19 8/11	"それぞれの生活の仕方ってあるし、ここの家の人達がいいならいいって思うけど。。
自宅はこうしたくはないって
思う"
19:59	あすか 11/19 8/11	なんか、色々母にも言われるけど、やっぱ私はもう嫁いで家を出た身やから、普通に遠慮とかもするし、生活しづらかったりする。。
19:59	ゆうげん	"絶対させへんわ
まず家事できない子にはさせたくない

自分が苦労するから"
19:59	ゆうげん	ますます
19:59	ゆうげん	おいでや國松家
20:00	ゆうげん	あすかの性格除いたら全然ええで
20:00	ゆうげん	あやみもおるし
20:00	ゆうげん	公園もあるし
20:00	ゆうげん	スーパーも近い
20:00	ゆうげん	聞かん決まってたら全然行けるて
20:00	ゆうげん	みんな女性やし
20:01	ゆうげん	聞かん→期間
20:01	あすか 11/19 8/11	ゆーくんがそう言ってくれるのは嬉しいけど
20:01	あすか 11/19 8/11	やっぱゆーくん無しでは無理だな（笑）
20:01	ゆうげん	"まあ
もうしんどくて我慢できやんってなったら"
20:01	ゆうげん	言ってくれ
20:02	あすか 11/19 8/11	ありがとうね
20:02	ゆうげん	当然当然
20:02	あすか 11/19 8/11	とにかく今はお互い健康にいることが一番だし
20:03	あすか 11/19 8/11	"この先は
来春からゆーくんが大阪勤務になることを心から祈る…"
20:03	ゆうげん	尚更ストレスためなや
20:03	あすか 11/19 8/11	まぁ期待はしないでおくけど（笑）
20:03	ゆうげん	まあでも
20:03	ゆうげん	家たったら
20:03	ゆうげん	かなりの頻度で帰るから
20:03	ゆうげん	我が家やし
20:04	あすか 11/19 8/11	"実家に助けられてる部分も
あるのは事実やし、いつもいつもしんどい訳では無いし、アーリとかも近くにおるし！
過度にストレスためないように
ちゃんと発散はしてるよ"
20:04	あすか 11/19 8/11	まぁね！
20:05	ゆうげん	おけ
20:05	ゆうげん	難波着いた
20:05	あすか 11/19 8/11	でもやっぱ1番は同じ家に住める事だもんね！叶いますようにだね
20:05	あすか 11/19 8/11	バス何時発だっけ？？
20:07	ゆうげん	9:00乗車
20:07	ゆうげん	めっちゃ
20:07	ゆうげん	タンクトップに
20:08	ゆうげん	血がついてた
20:08	ゆうげん	昨日から生理やったか
20:08	あすか 11/19 8/11	"そかそか！
ゆっくりできんかもだけど
寝れる時はしっかり寝てね"
20:09	あすか 11/19 8/11	あとコロナ対策はしっかりね
20:09	あすか 11/19 8/11	えぇ、ごめん、、
20:09	あすか 11/19 8/11	"今日の朝生理気付いたから
夜からかも、、"
20:09	あすか 11/19 8/11	大丈夫？
20:09	ゆうげん	ええてええて
20:09	ゆうげん	大丈夫
20:12	あすか 11/19 8/11	よかった
20:12	あすか 11/19 8/11	今日カメラで撮った写真取り込めそう？🥺
20:13	ゆうげん	また送るで
