 11/19 8/11	イクタは無垢っぽい？質感なのかな
12:47	あすか 11/19 8/11	またなんかau？かなんかのイベントみたいなのやっててさ、何回も横切る度にお断りのお辞儀しててんよ。でも最後ナギが走って愛想良く寄っていくもんやからティッシュ持ってきて｢お姉さん、無料なんでとりあえず景品もらいにいきませんか？｣みたいな事お姉さんに言われて、ナギと2人でそういうの大変やから思わず｢こういうの絶対話聞かなあかんから( ˊᵕˋ ;)｣て感じのこと言ってしまったw
12:47	あすか 11/19 8/11	手芸品はね、コットンの毛糸ほしかってん！
12:47	あすか 11/19 8/11	"ダイソーにも一応あるんやけど、
色が少なくてさ"
12:47	ゆうげん	経験者は語ったね
12:48	ゆうげん	こっとん??
12:48	あすか 11/19 8/11	コットンので編んだら年中使えるかなぁて
12:48	あすか 11/19 8/11	クマのポシェット
12:49	あすか 11/19 8/11	"あーやって言ったら、
｢聞くんじゃなくて話すだけですよ☺️｣て言われた(笑)
お辞儀してナギ連れてその場を去りました"
12:49	ゆうげん	ナギは愛想いいからな
12:49	ゆうげん	罠や
12:49	ゆうげん	ポシェットね
12:50	ゆうげん	なんか
12:50	ゆうげん	麦わら素材の
12:50	ゆうげん	どんぐり帽子
12:50	ゆうげん	みたい
13:05	あすか 11/19 8/11	麦わら素材の毛糸もいっぱい残ってるからやってみるのはいいけどあれめっちゃ編みにくい(笑)
13:05	あすか 11/19 8/11	昨日コットンの毛糸でクマのポシェット編んでてんけど、あーりんちおる間にほぼ出来た
13:06	あすか 11/19 8/11	麦わらの素材のはあーりんち2.3回分いった
13:24	ゆうげん	結構大変やねんな
13:24	ゆうげん	それもう売ってるの？
13:27	あすか 11/19 8/11	売ってないよ
13:27	あすか 11/19 8/11	試作品練習がてら
13:28	あすか 11/19 8/11	[写真]
13:28	あすか 11/19 8/11	これは真ん中が1番人気でした
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	[写真]
14:04	あすか 11/19 8/11	[写真]
14:07	あすか 11/19 8/11	☎ 通話時間 33:29
14:19	あすか 11/19 8/11	[写真]
14:19	あすか 11/19 8/11	[動画]
14:21	ゆうげん	はやいな
14:21	ゆうげん	もうあーりんち
14:21	ゆうげん	ちゃうわ
14:21	ゆうげん	これ夜か
14:23	あすか 11/19 8/11	いつの日かの朝
14:23	あすか 11/19 8/11	これ自分で丸めてた
14:33	ゆうげん	なぎ
14:33	ゆうげん	かしこーやな
15:24	あすか 11/19 8/11	ママ みてー
15:24	あすか 11/19 8/11	て言うから何かと思ったら
15:24	あすか 11/19 8/11	全部丸めてた
15:36	ゆうげん	かしこい
15:36	ゆうげん	ナギと遊びたい
15:38	あすか 11/19 8/11	"黙々とやってできたら
｢ママ みてー｣て言うのも
なんか成長よな"
15:39	ゆうげん	パパ見てーは中々ない
15:39	ゆうげん	[スタンプ]
15:40	あすか 11/19 8/11	電話の時よく言ってるよ
15:43	ゆうげん	せやっけ?
15:52	あすか 11/19 8/11	うん、言ってる〜
15:53	あすか 11/19 8/11	"何かを成し遂げた後に
パパに報告するっていう
感じではないけど"
15:56	ゆうげん	俺も報告先にほしぃー
16:11	あすか 11/19 8/11	一緒に居ればあるよ
17:17	あすか 11/19 8/11	あれどしたの
17:17	ゆうげん	大丈夫やで
17:18	あすか 11/19 8/11	よかた
17:22	あすか 11/19 8/11	なんかしてるん？
17:23	ゆうげん	ゲームしてた
17:29	ゆうげん	まま
17:29	ゆうげん	もうちょいでつうわしよ
18:16	あすか 11/19 8/11	ゲームなら良いのよ
18:16	あすか 11/19 8/11	見て、ブサイクなった
18:16	あすか 11/19 8/11	[写真]
18:16	あすか 11/19 8/11	白い部分もう一周大きくしたらよかった
18:19	ゆうげん	ちょっと
18:19	ゆうげん	寄ってる
18:20	あすか 11/19 8/11	そやねん
18:20	あすか 11/19 8/11	だいぶ中心寄ってる(笑)
18:20	あすか 11/19 8/11	ハンドメイドは試行錯誤だな
18:37	ゆうげん	まず型作ったら?
18:59	ゆうげん	そろそろご飯?
19:04	あすか 11/19 8/11	かぎ針編みに型はいらん
19:05	あすか 11/19 8/11	うん、今作ってる
19:05	ゆうげん	大きさの目安というかね
19:05	ゆうげん	今日ご飯なんじゃい?
19:05	あすか 11/19 8/11	数えてメモってるよ
19:05	あすか 11/19 8/11	ナギ用のカレー
19:05	あすか 11/19 8/11	私もそれ食べる
19:05	あすか 11/19 8/11	というかいつもナギ用にご飯作って私も同じもの食べてる
19:11	ゆうげん	カレーね
19:11	ゆうげん	俺は冷しゃぶにしようかな
19:11	ゆうげん	それか豚丼
19:12	あすか 11/19 8/11	豚丼食べたーーーーーい
19:28	ゆうげん	ね
19:28	ゆうげん	いっぱい一緒に作って食べたい
19:45	あすか 11/19 8/11	☎ 不在着信
19:46	あすか 11/19 8/11	☎ 不在着信
19:47	あすか 11/19 8/11	☎ 不在着信
19:48	あすか 11/19 8/11	☎ 不在着信
20:06	あすか 11/19 8/11	☎ 通話時間 17:11
20:07	ゆうげん	めっちゃ
20:07	ゆうげん	電話かけてたんか
20:09	あすか 11/19 8/11	ナギがさ、斜め後ろにあるテレビに釘付けやって
20:09	あすか 11/19 8/11	その角度で見るの目に良くないし
20:09	ゆうげん	うん
20:09	あすか 11/19 8/11	ご飯も進まんから
20:09	ゆうげん	なるほどね
20:09	あすか 11/19 8/11	パパに電話して正面向くようにしてた
20:12	ゆうげん	[スタンプ]
21:41	ゆうげん	ママ今日もお疲れ様

2022/06/05(日)
08:32	あすか 11/19 8/11	寝ちゃってた
08:32	あすか 11/19 8/11	おはよう
10:01	ゆうげん	おはよう!
10:43	あすか 11/19 8/11	おはよう
10:43	あすか 11/19 8/11	[写真]
10:43	あすか 11/19 8/11	[写真]
10:44	ゆうげん	あ
10:44	ゆうげん	緑
10:44	ゆうげん	なぎちゃんめっちゃ下向いてる
11:57	ゆうげん	緑着れてよかったよ
12:40	あすか 11/19 8/11	"結構🟩(みどり)やし
どうしよかな思ったけど
1回きてみた"
12:40	あすか 11/19 8/11	今日さ、ナギのオムツとか日焼け止めとか消毒とかまとめて買ったのと
12:41	あすか 11/19 8/11	スーパーでもちょいと買いだめしたのと
12:41	あすか 11/19 8/11	あと午後から亮介らがアリオ行くらしいから乗せて行ってもらって無印で化粧水とか買うから…
12:41	あすか 11/19 8/11	一気にお金飛ばします､､､
12:43	ゆうげん	まあ必要経費
12:44	ゆうげん	紫シャンプーとマキアージュはおくるね
13:10	あすか 11/19 8/11	ありがとう🙏🏻´-
13:10	あすか 11/19 8/11	[写真]
13:10	あすか 11/19 8/11	[写真]
13:10	あすか 11/19 8/11	なぎ今日ここにぶら下がって遊んでた
13:11	あすか 11/19 8/11	"ほんで、｢ピーシュ、とってー｣
って写真撮れとお願いしてきた"
13:17	ゆうげん	おさる🐒
14:03	あすか 11/19 8/11	裸の時のアバラの骨がやばい(笑)
14:03	ゆうげん	ちゃんと人間って感じ
14:04	あすか 11/19 8/11	12キロって結構重い方やねんけどナギ身長高いんかな？細く見えるよね
14:22	ゆうげん	顔ちっちゃいからやろうな
15:23	あすか 11/19 8/11	やな、多分
15:24	あすか 11/19 8/11	パパ父の日どーする？
15:24	ゆうげん	決めてないなぁ
15:30	あすか 11/19 8/11	だよね、母と違って難しい、父の日
15:36	ゆうげん	お酒かなぁ
16:54	あすか 11/19 8/11	お義父さんなんでも飲むのー？
17:00	ゆうげん	割となんでも飲むけど
17:01	ゆうげん	ビールなイメージ
17:07	あすか 11/19 8/11	ビールの種類はー？
17:11	ゆうげん	アサヒかな
17:18	あすか 11/19 8/11	"ビールと軽くなんか他見て
送っとこうか？"
17:23	ゆうげん	今日夜
17:23	ゆうげん	話して決めよ
17:23	あすか 11/19 8/11	起きとけるように頑張ります
17:32	ゆうげん	[スタンプ]
17:43	あすか 11/19 8/11	[写真]
17:43	あすか 11/19 8/11	[写真]
17:43	あすか 11/19 8/11	[写真]
17:43	あすか 11/19 8/11	こんな感じ
17:44	ゆうげん	きつい?
17:48	あすか 11/19 8/11	全然キツくない
17:48	あすか 11/19 8/11	余裕ある
17:51	ゆうげん	丈は?
17:51	ゆうげん	使えそう?
17:52	あすか 11/19 8/11	丈はおらないとダメね
17:52	あすか 11/19 8/11	"使えると思うー！
ベージュとカーキ？は
使い方よく分からんけど"
17:53	あすか 11/19 8/11	[写真]
17:53	あすか 11/19 8/11	[写真]
17:53	あすか 11/19 8/11	ちゃんと被ってくれへんかったけどこんな感じ
17:55	ゆうげん	おって使うらしい
17:55	ゆうげん	なんか可愛い
17:55	ゆうげん	どっちも白黒で合わせられる
17:56	あすか 11/19 8/11	おって使う？
17:56	あすか 11/19 8/11	"まぁ、白黒は合うやろうけど、
美人さんでもなんでもないからおばさんぽくなりそ"
18:01	ゆうげん	行けるいける
18:01	ゆうげん	おってつかうよ
18:01	あすか 11/19 8/11	パンツ？
18:01	あすか 11/19 8/11	淡色コーデ似合う人になりたい
18:22	ゆうげん	パンツね
18:22	ゆうげん	組み合わせ次第っしょ！
18:23	あすか 11/19 8/11	オシャレになりてぇ
18:28	ゆうげん	送った服で
18:28	ゆうげん	なれる
18:30	あすか 11/19 8/11	オシャレというか
18:30	あすか 11/19 8/11	淡色コーデいっぱいしたい
18:30	あすか 11/19 8/11	普段は毎日黒パンツ
18:31	ゆうげん	こんなん欲しいとかないの?
19:21	あすか 11/19 8/11	服とか見てないからないね〜
19:23	あすか 11/19 8/11	[写真]
19:30	ゆうげん	セカオワのふかせ
19:30	ゆうげん	みたいな髪の毛
19:31	あすか 11/19 8/11	今日ね、どうしても食べたかったトマたまカレーうどん食べてる
19:31	あすか 11/19 8/11	ナギはかけうどん
19:31	あすか 11/19 8/11	丸亀
19:31	あすか 11/19 8/11	トマたまカレーうどんめっちゃ美味しい
19:31	ゆうげん	とまたま?
19:31	ゆうげん	どんなん?
19:32	あすか 11/19 8/11	[写真]
19:32	あすか 11/19 8/11	"トマトたまごカレー
トマたまカレーうどん"
19:32	ゆうげん	トマトたまごかれー
19:33	ゆうげん	"渋滞してる
味が"
19:33	あすか 11/19 8/11	50日間の限定復活
19:33	あすか 11/19 8/11	めっちゃ美味しいこれ
19:38	あすか 11/19 8/11	[写真]
19:38	あすか 11/19 8/11	[写真]
19:38	あすか 11/19 8/11	ナギ、かけうどんの並頼んだんやけど
19:38	あすか 11/19 8/11	めっちゃ食べとる
19:39	ゆうげん	うどん好きよね
19:39	ゆうげん	いいな
19:39	ゆうげん	食べてみたい
19:44	あすか 11/19 8/11	うどん好きね
19:45	あすか 11/19 8/11	トマたまカレーうどんはぜひ食べてみてほし
19:51	ゆうげん	こっちあんまりないんだよな
19:51	ゆうげん	丸亀
19:57	あすか 11/19 8/11	そなのか、、
20:00	あすか 11/19 8/11	6/14までっぽい🥲
20:00	ゆうげん	終わっちまう
20:01	あすか 11/19 8/11	ね、終わっちゃう、、
20:01	ゆうげん	しごおわ
20:01	ゆうげん	行ってみようかね
20:01	あすか 11/19 8/11	どっかあるの？
20:02	ゆうげん	[写真]
20:02	ゆうげん	アキバにあるね
20:02	ゆうげん	帰りよれそう
20:10	あすか 11/19 8/11	店内で食べるの？
20:26	ゆうげん	持ち帰り
21:31	ゆうげん	ママ今日もお疲れ様

2022/06/06(月)
02:56	あすか 11/19 8/11	あぁ、起きとけなかった
08:14	ゆうげん	おはよう
08:14	ゆうげん	あすか
08:14	ゆうげん	[スタンプ]
10:06	あすか 11/19 8/11	おはよ〜
10:19	ゆうげん	今日こそ
10:19	ゆうげん	話そ
10:19	ゆうげん	松本さんから情報来てるし
10:35	あすか 11/19 8/11	うん、話そ
16:04	あすか 11/19 8/11	"今日は午前中1歩も外出ず
ナギと遊んだり片付けたり
したよー"
16:04	あすか 11/19 8/11	今あーりんちきた
16:04	あすか 11/19 8/11	パパ今日テレワーク？
16:05	あすか 11/19 8/11	なんかあった？大丈夫？
16:05	ゆうげん	今週フル出社やで
16:05	あすか 11/19 8/11	あ
16:05	あすか 11/19 8/11	そうだそうだ
16:05	あすか 11/19 8/11	今週はフルだね
16:05	あすか 11/19 8/11	ファイト
16:21	ゆうげん	雨やし
16:21	ゆうげん	コンディション最悪やけど
16:21	ゆうげん	頑張るで
17:22	あすか 11/19 8/11	雨よねーー
17:22	あすか 11/19 8/11	やだね
17:22	あすか 11/19 8/11	がんばろがんばろ
19:23	あすか 11/19 8/11	パパ気をつけて帰ってね
19:24	あすか 11/19 8/11	[写真]
19:24	あすか 11/19 8/11	調子よく食べてるよ
19:24	ゆうげん	まだ
19:24	ゆうげん	帰られへんけどな
19:24	ゆうげん	焼きジャケ?
19:24	あすか 11/19 8/11	今日の主菜は鮭にナギ用マヨネーズとパン粉と青のりのせたやつ
19:25	あすか 11/19 8/11	まだまだ？早く終わるといいね
19:25	あすか 11/19 8/11	帰り気をつけてね
19:50	ゆうげん	今から帰るよ
19:54	あすか 11/19 8/11	お疲れ様です
19:54	あすか 11/19 8/11	気をつけてね
19:54	あすか 11/19 8/11	[写真]
19:55	あすか 11/19 8/11	ほぼ食べたよ
19:55	あすか 11/19 8/11	鮭おかわりしたよ
19:58	ゆうげん	偉い
19:58	ゆうげん	なぎちゃん偉い
20:07	あすか 11/19 8/11	お魚食べんかったのにね〜
20:07	あすか 11/19 8/11	[写真]
20:07	あすか 11/19 8/11	今日これ着せてみた
20:07	ゆうげん	かっこいい
20:08	ゆうげん	にあう
20:08	あすか 11/19 8/11	[写真]
20:08	あすか 11/19 8/11	(笑)
20:12	ゆうげん	目が國松
20:17	ゆうげん	なぎは襟付きも似合うね
21:18	あすか 11/19 8/11	私の好みの服ではないけど
21:18	あすか 11/19 8/11	これはこれでかわい
21:31	ゆうげん	ね
21:31	ゆうげん	たまには
21:31	ゆうげん	ボーイッシュな感じで
21:43	あすか 11/19 8/11	"普段も色味はあれやけど
格好は完全ボーイ"
21:44	ゆうげん	もっと
21:44	ゆうげん	淡いベージュとかあれば良かったけどね
21:45	ゆうげん	化粧品
21:45	ゆうげん	今週平日中に
21:45	ゆうげん	届くように送るね
21:45	ゆうげん	ついでにサンダルも送るね
22:03	あすか 11/19 8/11	ありがと！
22:03	あすか 11/19 8/11	無理せんでねーー
22:07	ゆうげん	なぎ寝た?
22:10	ゆうげん	早く
22:10	ゆうげん	ギューして欲しい
22:10	ゆうげん	疲れがピーク
22:11	あすか 11/19 8/11	なぎ寝た
22:13	あすか 11/19 8/11	私もゆーくんぎゅーしたい
22:38	ゆうげん	☎ 通話時間 26:31
22:39	あすか 11/19 8/11	トゥトゥントゥトゥントゥトゥン……
22:56	ゆうげん	☎ 通話時間 16:53
23:01	ゆうげん	いけるで
23:04	あすか 11/19 8/11	☎ 不在着信
23:04	ゆうげん	[スタンプ]
23:16	あすか 11/19 8/11	☎ 通話時間 12:22
23:44	あすか 11/19 8/11	[写真]
23:44	あすか 11/19 8/11	[写真]
23:49	ゆうげん	[写真]
23:49	ゆうげん	[写真]
23:49	ゆうげん	[写真]
23:56	あすか 11/19 8/11	[写真]
23:56	あすか 11/19 8/11	[写真]
23:56	あすか 11/19 8/11	[写真]
23:57	あすか 11/19 8/11	[写真]
23:58	あすか 11/19 8/11	[写真]
23:59	あすか 11/19 8/11	[写真]

2022/06/07(火)
00:07	あすか 11/19 8/11	[写真]
00:07	あすか 11/19 8/11	[写真]
00:54	ゆうげん	☎ 通話時間 1:37:35
07:31	ゆうげん	記憶飛んでる
07:31	ゆうげん	おはよう
08:23	あすか 11/19 8/11	またいけたら話そう〜
08:23	あすか 11/19 8/11	おはよう
08:23	ゆうげん	浜辺と
08:23	ゆうげん	フォトに使える小道具
08:23	ゆうげん	出来たら浜辺とホテルどっちでも使えるやつ
08:24	あすか 11/19 8/11	色々考えてみとく
11:41	ゆうげん	でも
11:41	ゆうげん	なぎの2歳は
11:41	ゆうげん	盛大にやりたいから
11:41	ゆうげん	小道具揃えたい
12:07	ゆうげん	次の子にも使えるようなの
13:06	あすか 11/19 8/11	そだねー、色々みてみる！
16:25	あすか 11/19 8/11	[動画]
16:25	あすか 11/19 8/11	[写真]
16:25	あすか 11/19 8/11	[写真]
16:25	あすか 11/19 8/11	[写真]
16:25	あすか 11/19 8/11	[写真]
16:25	あすか 11/19 8/11	[写真]
16:25	あすか 11/19 8/11	やっぱりなんかおもろい
16:44	ゆうげん	なんか違うか
16:44	ゆうげん	黒いラインがあかんのかな
16:44	ゆうげん	格好が会ってないんかな
16:44	あすか 11/19 8/11	これに合う格好てどんなやろ
17:44	ゆうげん	ブルー、淡いベージュ
17:47	あすか 11/19 8/11	"そうしたら変わるもんかね？
なんかあんまり似合ってない気がする、この帽子自体､､､(笑)"
17:48	ゆうげん	黒ラインがあかんかもね
17:48	ゆうげん
