ゆうげん	なぎちゃんいるだけで幸せ度500%
23:17	ゆうげん	全然わからん
23:18	あすか 11/19 8/11	んー、、
23:21	あすか 11/19 8/11	大丈夫？
23:21	ゆうげん	ちょい待ってね
23:23	あすか 11/19 8/11	うん、、、
23:31	あすか 11/19 8/11	"ゆー君本人にこんなん
言うのアレやけど、、
ゆーくんとお義父さん似てる
とこあるやん。私がゆー君との
ことでお義母さんに相談
した時私が上手く伝えられなくてもお義母さんは全部わかって
くれてめっちゃ納得出来る
言葉言ってくれたんよ。
お義父さんが悪いとか言いたい
わけじゃないけど、
お義母さんの大変さわかるとこ
あるんよね…。
何か力になれることあれば
なりたい。。"
23:31	あすか 11/19 8/11	大丈夫？

2022/01/11(火)
00:29	ゆうげん	☎ 通話時間 57:19
06:53	ゆうげん	☎ 通話時間 6:23:00
07:44	あすか 11/19 8/11	起きた？
07:44	あすか 11/19 8/11	おはよう
08:24	あすか 11/19 8/11	☎ 不在着信
08:24	あすか 11/19 8/11	パパおきてる？
08:24	あすか 11/19 8/11	もうすぐお仕事
08:28	あすか 11/19 8/11	大丈夫？？
08:29	あすか 11/19 8/11	☎ 不在着信
08:29	あすか 11/19 8/11	パパ大丈夫？？？
08:32	あすか 11/19 8/11	ゆーくん？？
08:32	あすか 11/19 8/11	大丈夫？？
08:40	あすか 11/19 8/11	☎ 不在着信
08:43	あすか 11/19 8/11	大丈夫？
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:43	あすか 11/19 8/11	[スタンプ]
08:44	あすか 11/19 8/11	☎ 不在着信
08:46	あすか 11/19 8/11	え、充電切れてる？
08:55	あすか 11/19 8/11	"いけてる？
会社用の携帯通話中または
通信中ってなったけど…"
09:00	あすか 11/19 8/11	大丈夫？
09:03	ゆうげん	やらかした
09:03	ゆうげん	8:47に起きた
09:03	あすか 11/19 8/11	あぁ、、ごめんね
09:04	あすか 11/19 8/11	起こしてあげなきゃと思ったけど多分iPhone充電切れてたよね、、
09:05	あすか 11/19 8/11	LINEじゃなくて普通に電話かけたら通話することができませんって言われた
09:05	あすか 11/19 8/11	"会社用のは出ないし
どーしよー、、てなった"
09:06	ゆうげん	電源切れてた
09:06	あすか 11/19 8/11	途中会社用のが通話中または通話中てなったから
09:06	あすか 11/19 8/11	あ、起きたかな、、と思ったけど
09:06	あすか 11/19 8/11	時間過ぎてたから
09:07	あすか 11/19 8/11	間に合わんかったー、、と思って
09:07	あすか 11/19 8/11	ごめんね役に立たれへんかった
09:15	ゆうげん	ううん
09:15	ゆうげん	俺こそやっちまった
09:15	ゆうげん	アラーム付けないとね
09:18	あすか 11/19 8/11	アラームあった方が安心やね
09:18	あすか 11/19 8/11	"昨日あのあとすぐ寝れた？
寝るのも遅かったもんね"
09:18	あすか 11/19 8/11	あやみちゃんは大丈夫そ？
09:24	ゆうげん	2:50くらいに寝たかな
09:25	ゆうげん	あやみは大丈夫文面大丈夫っぽいけど
09:27	あすか 11/19 8/11	遅かったんやね
09:27	あすか 11/19 8/11	"そかそか、、
受験は中学卒業してからなんかな？"
09:28	あすか 11/19 8/11	"ゆー君も1回色々考え出すと
止まらなくなって無意識に
無理しちゃうというか
夜更かししちゃうから"
09:28	あすか 11/19 8/11	"ゆー君が考えてること
私に話すとかして整理して
無理せんようにね"
09:31	ゆうげん	"2/10
3/9
やって
受験日"
09:36	あすか 11/19 8/11	そかそか
09:37	あすか 11/19 8/11	滑り止めと本命？
09:42	ゆうげん	"そやね
多分そうやと思う

どっちが本命かね"
09:46	あすか 11/19 8/11	遅い方が本命かな？
09:50	ゆうげん	今はなぎちゃんとお散歩準備中?
09:50	ゆうげん	多分そやね
10:12	あすか 11/19 8/11	今日雨降ってるからお散歩はいけないかなぁ
10:12	あすか 11/19 8/11	きっとそうよね
10:13	ゆうげん	今日はるかいがあやみとご飯食べに行くって
12:48	ゆうげん	☎ 通話時間 2:32:10
15:59	ゆうげん	まま
15:59	ゆうげん	ゆっくりできた?
18:07	あすか 11/19 8/11	うんー
18:44	ゆうげん	よかった
19:13	あすか 11/19 8/11	なんかモヤモヤはしてるけど
19:17	ゆうげん	どしたん?
19:18	ゆうげん	俺なんかしたっけ
19:19	あすか 11/19 8/11	いやなんかわからんねんなーいつも
19:20	あすか 11/19 8/11	その時々で消化してないというかできひんタイプやからいつもいつの間にか何かが溜まってモヤモヤしてる，気づいたら
19:42	ゆうげん	モヤモヤ心当たりある?
21:36	あすか 11/19 8/11	んー
21:36	あすか 11/19 8/11	なぎ寝たや
21:36	ゆうげん	お疲れ様
21:36	あすか 11/19 8/11	お疲れ様
21:36	ゆうげん	あすかこそお疲れ様
21:36	ゆうげん	毎日ありがとうね
21:37	あすか 11/19 8/11	こちらこそ
21:39	ゆうげん	まま
21:39	ゆうげん	もうあっという間に
21:39	ゆうげん	2年経つね
21:39	ゆうげん	色々あって大変なこと多かったけど
21:40	ゆうげん	お互いに
21:40	ゆうげん	でもあすかと結婚して
21:40	ゆうげん	なぎちゃんと逢えて
21:40	ゆうげん	すごく幸せだなって思うよ
21:40	ゆうげん	しかもあすかは1人でもなぎちゃんをしっかり見てくれてるし
21:40	ゆうげん	いつもありがとうって思う
21:41	ゆうげん	俺も最近怪我とか色々不安にさせてるし
21:41	ゆうげん	"そういう意味でも
ごめん＆ありがとうね"
21:44	あすか 11/19 8/11	ううん
21:45	あすか 11/19 8/11	当たり前のことしかしてない
21:46	あすか 11/19 8/11	"なんか伝えたい事話したい事
いっぱいあるはずなんやけど
うまく言葉にできない"
21:46	あすか 11/19 8/11	とりあえず
21:46	あすか 11/19 8/11	こちらこそいつもありがとう
21:55	ゆうげん	伝えたいこと
21:55	ゆうげん	ゆっくりでいいから
21:55	ゆうげん	知りたいな
21:59	あすか 11/19 8/11	うん
22:00	あすか 11/19 8/11	また整理して話させて
22:00	あすか 11/19 8/11	"なんかいつも溜めて勝手に
いっぱいいっぱいなって
不意に機嫌悪くなったり
してごめん"
22:00	ゆうげん	全然大丈夫だよ
22:00	ゆうげん	ゆっくりでいいよ
22:00	ゆうげん	全然待ってる
22:05	あすか 11/19 8/11	うん、ありがとう
22:25	あすか 11/19 8/11	起きてる？
22:37	ゆうげん	おきてるよ

2022/01/12(水)
02:36	あすか 11/19 8/11	☎ 通話時間 3:50:48
07:52	あすか 11/19 8/11	☎ 不在着信
07:53	ゆうげん	おはよう
07:53	ゆうげん	いまおきた
07:54	ゆうげん	また電池きれた
07:54	あすか 11/19 8/11	おはよ
07:54	あすか 11/19 8/11	起きれたんやね、よかった
07:55	ゆうげん	今会社携帯に電話くれた？
07:56	あすか 11/19 8/11	"あ、うん！
ゆーくんのさ、iPhoneの
番号ってどれ？"
07:56	ゆうげん	08014914175
07:57	あすか 11/19 8/11	"その番号にかけたら
ただいま電話に出ることが
できませんって昨日も今日も
言ってて"
07:57	あすか 11/19 8/11	充電切れてるんだなぁて
07:58	あすか 11/19 8/11	昨日も寝坊やったから起きてるか確認しようと思って会社のも鳴らした
07:59	ゆうげん	電源切れてるからそんな感じやったんやと思う
07:59	ゆうげん	わざわざありがとう
08:00	あすか 11/19 8/11	だよね
08:00	あすか 11/19 8/11	"ううん！
お仕事無理せず気をつけて行ってきてね"
08:00	ゆうげん	お風呂行くーー
08:01	あすか 11/19 8/11	うん、朝風呂いってら🛁
08:09	ゆうげん	ありがとうママ
08:34	あすか 11/19 8/11	"温泉ある部屋に泊まって
家族で朝風呂とかしてみたい"
08:40	ゆうげん	ね
08:41	ゆうげん	いきたい
09:05	あすか 11/19 8/11	"パパおうち出れてる？
気をつけてね"
09:05	あすか 11/19 8/11	お仕事無理せずファイト！
09:06	あすか 11/19 8/11	[動画]
09:06	あすか 11/19 8/11	[動画]
09:08	ゆうげん	電車よー
09:09	ゆうげん	かわい
09:28	ゆうげん	結婚記念日よー
09:28	ゆうげん	[スタンプ]
09:28	ゆうげん	[スタンプ]
09:36	あすか 11/19 8/11	もう会社かな？
09:36	あすか 11/19 8/11	結婚記念日だねー！
09:36	あすか 11/19 8/11	2年だねー！
09:36	あすか 11/19 8/11	[スタンプ]
09:46	ゆうげん	会社でコーピー入れてた
09:46	ゆうげん	早いなぁ
09:46	ゆうげん	でも一緒に暮らし始めたら
09:46	ゆうげん	まだ新婚気分屋で
10:06	あすか 11/19 8/11	コーヒー？☕️
10:07	あすか 11/19 8/11	なんか不思議な感覚だね、2年
10:07	あすか 11/19 8/11	新婚気分かなーー？
10:07	あすか 11/19 8/11	"買い物行くよー
めっちゃさむい"
10:09	ゆうげん	俺は新婚気分
10:09	ゆうげん	俺は汗かきながら出社してた
11:30	あすか 11/19 8/11	新婚気分かどうかはわかんないけどマイホームで一緒に暮らせる時が来たらハッピーすぎる
11:30	あすか 11/19 8/11	電車とかはあったまるよね
11:30	あすか 11/19 8/11	自転車めっちゃ寒い
11:30	あすか 11/19 8/11	梛手真っ赤
11:30	ゆうげん	あら
11:30	ゆうげん	しっかり温まりや
11:34	あすか 11/19 8/11	うん、あったかいとこおる
11:36	あすか 11/19 8/11	今日は夜うどんにしようかな
11:47	ゆうげん	一緒にうどんくう?
11:51	あすか 11/19 8/11	一緒に食べたーい
11:52	あすか 11/19 8/11	"けど梛の生活リズム的に
難しいかなぁぁ"
11:54	ゆうげん	なぎ寝た後にくうか
12:39	あすか 11/19 8/11	"梛寝たあとだったら
デザート系がいいなぁ"
12:40	ゆうげん	なんかケーキ食お
12:40	あすか 11/19 8/11	ハーゲンダッツ🍨
12:40	あすか 11/19 8/11	寒いか
12:40	ゆうげん	一緒にダッツ
12:40	ゆうげん	お家なら行ける
12:40	あすか 11/19 8/11	一緒にダッツしよ
12:40	あすか 11/19 8/11	買いに行っとこ〜
12:41	ゆうげん	俺も帰りt買ってこよ
13:08	あすか 11/19 8/11	"なぎちゃんのお昼寝明けに
またスーパーいく〜"
13:08	あすか 11/19 8/11	ハーゲンダッツ久々すぎる
13:08	あすか 11/19 8/11	何食べよかなぁ
13:34	ゆうげん	挟んだやつが好きちゃうかったっけ
13:34	あすか 11/19 8/11	よく覚えてたね
13:34	あすか 11/19 8/11	でも今日はカップにしよっかな〜
13:38	あすか 11/19 8/11	"今日大阪コロナ約1700人の
見通しって速報はいった"
13:44	ゆうげん	ね
13:44	ゆうげん	速報見た
13:44	ゆうげん	あーあやね
13:47	あすか 11/19 8/11	東京はどれくらいなるかなぁ
13:48	あすか 11/19 8/11	大阪も東京もお互いのいる場所それぞれコロナ感染者多いとこやからお互い気をつけなきゃね
13:52	ゆうげん	より一層
13:52	ゆうげん	家でゲームしてよ
13:59	あすか 11/19 8/11	ね、極力こもろ
16:23	あすか 11/19 8/11	[動画]
16:23	あすか 11/19 8/11	[写真]
16:23	あすか 11/19 8/11	[写真]
16:23	あすか 11/19 8/11	キリン堂でハーゲンダッツ買ったよ
16:32	あすか 11/19 8/11	東京2000人超の見通しやって
16:32	あすか 11/19 8/11	コロナ
16:53	ゆうげん	可愛いなぎたん
16:53	ゆうげん	ねー
16:53	ゆうげん	増えすぎ
16:54	ゆうげん	またテレワーク増えそうやな
16:54	ゆうげん	めっちゃスタスタ行くやん
16:54	ゆうげん	なぎ
17:24	あすか 11/19 8/11	テレワークどうやろね
17:24	あすか 11/19 8/11	"デルタ株とオミクロン株と
なんか対応変わってきそうな
感じもする、、"
17:25	あすか 11/19 8/11	"こっちとしてはテレワーク
増やして欲しいけど、、"
17:25	あすか 11/19 8/11	ね、めっちゃスタスタよ
17:53	ゆうげん	どうなるかねぇ
18:10	あすか 11/19 8/11	不安だね、またこんなに増えたら
18:10	あすか 11/19 8/11	"ゆー君が1人でしんどい思い
したり何か命に関わるような
ことがないこと祈ってる"
18:24	あすか 11/19 8/11	[動画]
18:25	あすか 11/19 8/11	なぎちゃん ＂上＂知ってるみたい
18:27	ゆうげん	後で音ありで聞いてみるね
19:01	あすか 11/19 8/11	いつも仕事中でも動画送り付けてごめんね
19:01	ゆうげん	かわい
19:01	ゆうげん	下も行けそう
19:07	ゆうげん	今から帰るよー
19:45	あすか 11/19 8/11	下いけるかなー？
19:45	あすか 11/19 8/11	お仕事お疲れ様
19:45	あすか 11/19 8/11	気をつけて帰ってね
19:45	ゆうげん	帰りダッツ買わないと
19:45	あすか 11/19 8/11	私はカップのストロベリーにした
19:45	あすか 11/19 8/11	🍓
19:46	ゆうげん	おれなにしょ
19:46	あすか 11/19 8/11	何味売ってるだろね
19:46	あすか 11/19 8/11	パパイチゴ味好きよね
19:47	ゆうげん	甘酸っぱいのすき
19:47	あすか 11/19 8/11	ラズベリーとかもかな
19:47	あすか 11/19 8/11	おいしいよな、甘酸っぱいの
19:48	ゆうげん	甘い系統で一番好き
19:51	あすか 11/19 8/11	レモンの風味するチーズケーキとかも好きよね
19:53	ゆうげん	そそ
19:59	ゆうげん	レモンチーズも上手いなぁ
20:01	あすか 11/19 8/11	ハーゲンダッツ決めたー？
20:08	ゆうげん	1回荷物置いて
20:08	ゆうげん	買い物向かってるー
20:09	あすか 11/19 8/11	お疲れ様
20:09	あすか 11/19 8/11	"どこ買い物行くのー？
ハーゲンダッツタイムたのしみ"
20:14	ゆうげん	マイバス
20:19	ゆうげん	まいばすけっとー
20:20	ゆうげん	クランチショコラとか
20:20	あすか 11/19
