ゆうげん	関電なんやと
09:51	ゆうげん	うーむ
09:51	ゆうげん	わかった
09:51	ゆうげん	でも教えてくれへんからな
13:13	あすか 11/19 8/11	服とか、よっぽどの余裕がないとみないからなあわ
13:22	ゆうげん	もうしばらくいらないと思う
13:22	ゆうげん	ナギの夏服もな
13:22	ゆうげん	準備しないと
13:22	ゆうげん	ナギの靴とサンダルも送ったよ
13:22	ゆうげん	今回
13:22	あすか 11/19 8/11	ナギの服も私も選びたいのにーていつもおもうw
13:23	ゆうげん	選んでいいよ
13:23	ゆうげん	まだなんも買ってない
13:23	あすか 11/19 8/11	ほんとに欲しいものが出てきた時に買えないの辛い、自分のでもなぎのでも
13:24	ゆうげん	アスカのほんとに欲しいのあんまなくない?
13:24	ゆうげん	帽子とかアウターは買ってる気がする
13:26	あすか 11/19 8/11	私ネット苦手やからなぁ
13:26	あすか 11/19 8/11	たまに見つけても、よく似たのあるとか言われて全然イメージと違ったりするしw
13:27	ゆうげん	"todayfulのニットもやけど
着てみたら可愛いのいっぱいあるから"
13:27	ゆうげん	既に
13:27	あすか 11/19 8/11	でもとりあえず服に関しては今はﾌﾟﾁﾐｸﾞの春の新作求む
13:27	あすか 11/19 8/11	いや、普段使いしにくいのとか多いやん
13:28	ゆうげん	どれがいいんかわからん
14:15	あすか 11/19 8/11	ﾌﾟﾁﾐｸﾞ？
14:39	ゆうげん	そそ
14:40	あすか 11/19 8/11	ﾌﾟﾁﾐｸﾞは、春服第2弾が今月末に発表されるから、それ発表された後に全部見てどれがいいか決める予定
15:10	ゆうげん	うむ
15:10	ゆうげん	デニムは欲しいね
15:10	ゆうげん	今わかってるのどれやっけ
15:29	あすか 11/19 8/11	新作デニムあったっけ？
15:42	ゆうげん	出るでしょ
16:15	あすか 11/19 8/11	どーやろなー
16:16	あすか 11/19 8/11	冬の新作でデニム出てたからなぁ
17:05	ゆうげん	また欲しいの教えて
17:26	あすか 11/19 8/11	第2弾発表されたらまた話すーっ
17:51	ゆうげん	おけ
18:02	あすか 11/19 8/11	第1弾もかわいいのあるんやけど第2弾チラ見えしてて第2弾の方が可愛いのありそう
20:11	ゆうげん	チラ見みせて
20:11	ゆうげん	ーー
20:19	あすか 11/19 8/11	[写真]
20:19	あすか 11/19 8/11	[写真]
20:46	ゆうげん	うーーーーん
20:46	ゆうげん	やな
21:07	あすか 11/19 8/11	まだちゃんと見えてないし
21:07	あすか 11/19 8/11	まぁﾊﾟﾊﾟのうーんと私のうーんは違うし
21:07	ゆうげん	いいと思うのあった?
21:09	あすか 11/19 8/11	前半に既にこれは欲しいなってのあるし、後半もありそう
21:14	ゆうげん	あったら全部言っといてね
21:33	ゆうげん	たぶん全部買うから

2023/02/19(日)
08:53	あすか 11/19 8/11	おはよう
08:54	ゆうげん	おはよう
08:55	ゆうげん	昨日くらい暖かかった
10:38	あすか 11/19 8/11	[写真]
10:38	あすか 11/19 8/11	今日雨やけど最高17度ある
10:38	ゆうげん	だいぶぽかってきたな
10:39	ゆうげん	早く春服着たいね
10:43	あすか 11/19 8/11	まぁまだ2月中は寒そう
10:47	ゆうげん	早く花見したい
14:10	ゆうげん	荷物届いた?
16:10	あすか 11/19 8/11	届いてるーっ
16:20	ゆうげん	ベランダスリッパも入れてるで
17:38	あすか 11/19 8/11	見た！ありがとう
17:41	ゆうげん	サイズ会いそう?
17:41	ゆうげん	"1個はベランダ
ほかは屋上ね"
21:01	ゆうげん	予約したよ
21:01	ゆうげん	かに道楽
21:01	ゆうげん	金曜18:30
21:01	ゆうげん	中身はお楽しみ
21:02	あすか 11/19 8/11	18:30……いけるかな、間に合うかな
21:03	ゆうげん	[写真]
21:03	あすか 11/19 8/11	なんか、今回家じゃなくて堺？まで出かけることなってん、何時解散かわからん
21:03	ゆうげん	"いいんちゃう?
18:00に家出ても余裕やから
行けるやろ"
21:04	あすか 11/19 8/11	どーやろ、一人、幼稚園行ってる子も連れていくって言ってたからさ、幼稚園休ませて行くんか、幼稚園終わってから行くんかわからんねんなー
21:04	ゆうげん	18:00前後まで北助松帰ってきてくれたらなんでもいいよ
21:04	あすか 11/19 8/11	終わってからやとしたら15時くらいから行くことなるから何時解散なんやろ
21:05	あすか 11/19 8/11	それができるかわからんのよ、車で行くし
21:05	ゆうげん	20:00予約も空いてるけど
21:05	ゆうげん	遅いやろ
21:08	ゆうげん	早めに車借りて
21:08	ゆうげん	"送ろか?
俺車内で仕事してるし"
21:10	あすか 11/19 8/11	いや、車出せる子いてるから大丈夫
21:10	あすか 11/19 8/11	18:30いけるんかな、わからん
21:10	ゆうげん	どうしたらいい
21:10	あすか 11/19 8/11	20時の方が安全かな、それでも19:30くらいには出なあかんもんな
21:11	あすか 11/19 8/11	時間遅なるけど……
21:11	あすか 11/19 8/11	うーん、、
21:13	あすか 11/19 8/11	18:30にしとくか、、
21:15	ゆうげん	☎ 通話時間 1:07
21:16	ゆうげん	19:00にしたよ
21:18	あすか 11/19 8/11	このメンバーで遊ぶの2回目やからあんま細かいこと聞きづらいねんなー、多分いけると思うけどもし無理なったらごめん、いけるとはおもう
21:19	ゆうげん	"無理って言うのは?
遅くなるのかそもそも行かれへんくなるのか"
21:19	ゆうげん	"行かれへんはアカンで
事前注文やから"
21:20	ゆうげん	1ミリでも行かれへん可能性あるならキャンセルする
21:20	あすか 11/19 8/11	行かれへんくなることはないようにする
21:21	ゆうげん	"さすがにアカンで
金額が金額やし
そんな遠慮するくらいなら最初っから言っといてや
18:30には駅に戻ったかないと行けないって"
21:22	あすか 11/19 8/11	なに遠慮って
21:23	ゆうげん	その遊ぶ人らに
21:23	ゆうげん	最初っから言っといてや
21:23	あすか 11/19 8/11	"行かれへんくなることはないようにする

で解決やのに何でそこに追い打ちでせめてくんのw"
21:23	ゆうげん	"いや
そんなあやふやな感じなのに数万円出せる?"
21:24	あすか 11/19 8/11	"行かれへんくなることはないようにするってあやふやじゃないで、

行けれへんくなることはないようにできると思う

とかならあやふややけど"
21:24	ゆうげん	別に遊ぶのはいいし、ギリギリになるのもいいよ
21:24	ゆうげん	でもさすがに戻ってくるのは確約して
21:25	ゆうげん	"戻ってくる
この一言でいいやん"
21:25	あすか 11/19 8/11	それと同じやん、行かれへんくなることはないようにするってw
21:25	ゆうげん	まあいいや
21:26	あすか 11/19 8/11	カニは別にその日じゃなくてもよかったけど、平日の方が空いてんのかなと思ってその日は？て言っただけ
21:26	ゆうげん	なんで遅れるかもしれんみたいなのがわずかでも含まれてるん
21:26	あすか 11/19 8/11	どこに？w
21:27	ゆうげん	"これやと遅れる可能性も行かれへんくなる可能性も感じる

戻るの一言でいいやん"
21:27	ゆうげん	なんでご飯予約するだけでこんなグダグダなん
21:27	ゆうげん	"時間通りに戻る
これでいいやん"
21:27	あすか 11/19 8/11	自分が勝手に怒ってるだけやんww
21:27	ゆうげん	それなら会うグループに初めから言っとけばいいやん
21:28	あすか 11/19 8/11	"カニ金曜日にするって言ったの、遊ぶ約束した後やしw
それやのにカニ優先で
みんなのこと振り回されへんやん、わからんのかw"
21:29	ゆうげん	"いや
こっちでそう決まったんやから言っとくのが筋やん

それやったらもうキャンセルするで"
21:29	ゆうげん	"そもそも会う時間やってもっと早かったやん

変わったの直前やし"
21:29	あすか 11/19 8/11	とりあえず一番仲いい子にどうなりそうかきいたら5時前後には戻ってると思うって
21:30	あすか 11/19 8/11	"しゃーないやん、誰の家も無理になったんやから

後から予定入れたんはこっちやしw"
21:31	ゆうげん	"いや
金曜ご飯行くってなったのはこっちがさきやん

時間変わったのが後や"
21:31	ゆうげん	とりあえずあんまりグダグダならキャンセルする
21:31	ゆうげん	"行くなら行くでいいやん
また今度ならまた今度"
21:31	あすか 11/19 8/11	その前に会う約束してたから後はこっちやで
21:32	あすか 11/19 8/11	グダグダせんて、5時前後には戻る
21:33	ゆうげん	ならそれでいい

2023/02/20(月)
08:02	あすか 11/19 8/11	おはよう
08:02	あすか 11/19 8/11	Amazonでカラコン買ってもいいですか
08:03	ゆうげん	いいよ
08:03	あすか 11/19 8/11	ありがとう
08:04	ゆうげん	メルカリでやすいのない?
08:05	あすか 11/19 8/11	私目悪いし左右違うから見つけるのムズい
08:06	ゆうげん	わかっts
08:06	ゆうげん	た
08:06	あすか 11/19 8/11	ごめん
08:07	あすか 11/19 8/11	あ、今Amazonのカートに入ってるのって削除していいやつ？
08:07	ゆうげん	いいよ
08:07	あすか 11/19 8/11	おけです
08:09	あすか 11/19 8/11	[写真]
08:09	あすか 11/19 8/11	これはチェックいらんのやったっけ？
08:09	あすか 11/19 8/11	[写真]
08:10	あすか 11/19 8/11	あと、ギフトカード使われてこうなってるけどこれで注文確定していい？
08:10	ゆうげん	ぎふと?
08:10	あすか 11/19 8/11	前話し聞いた時にもらったやつ？
08:10	ゆうげん	おけ
08:10	あすか 11/19 8/11	じゃあこれで注文確定します
08:10	ゆうげん	うい
08:11	あすか 11/19 8/11	これはチェックいらん？
08:14	ゆうげん	いらん
10:49	ゆうげん	カニやけど
10:49	ゆうげん	一応カニ味噌は確定で入ってる
11:00	あすか 11/19 8/11	それは嬉しいありがとう
11:01	あすか 11/19 8/11	[写真]
11:01	あすか 11/19 8/11	[写真]
11:01	あすか 11/19 8/11	これまたコンビニとか行かなあかんやつちゃん
12:00	ゆうげん	あれま
12:01	ゆうげん	クレジットにしたつもりやったけど
12:01	ゆうげん	まあいいや
12:47	あすか 11/19 8/11	保険の17万とかどーしたらいーの
13:14	ゆうげん	俺が帰る時に下ろして
13:14	ゆうげん	金曜にでも振り込む
13:14	ゆうげん	ちゃうわ
13:14	ゆうげん	払う
13:15	あすか 11/19 8/11	どっから下ろすん？
13:28	ゆうげん	ろうきん
13:29	ゆうげん	いや
13:29	ゆうげん	UFJかな
14:25	あすか 11/19 8/11	え、この保険UFJなん？
16:08	ゆうげん	いや下ろす元
17:12	あすか 11/19 8/11	それはわかってるけど
17:12	あすか 11/19 8/11	下ろすのUFJからにするん？UFJって？私が管理してるやつ？
17:12	ゆうげん	いや俺の
17:13	ゆうげん	"今UFJに65
労金に100入ってるから"
17:13	あすか 11/19 8/11	ゆーくんのに65あるんか、17もあるんかなって思った
17:13	ゆうげん	一応引き落としにも耐えれるように持ってる
17:14	あすか 11/19 8/11	電気は今回から口座引き落としかなんかになってるんかな？
17:14	ゆうげん	"保険と外交で120くらいやから
35-40は残るんちゃう"
17:14	ゆうげん	電気はまだなんもしてない
17:14	あすか 11/19 8/11	ガスは払い込みのハガキ届いてたけど
17:14	ゆうげん	やったっけ
17:14	ゆうげん	覚えてない
17:14	あすか 11/19 8/11	これ、保険とガス
17:15	あすか 11/19 8/11	電気はまだ何も届いてなかった
17:15	ゆうげん	ガス安いな
17:16	あすか 11/19 8/11	つい最近払った気がするのにもうハガキ入っててびびった
17:29	ゆうげん	あっという間やね
17:31	ゆうげん	俺なんか税金と固定費で16万くらい飛んでて禿げそう
17:31	ゆうげん	まじで
17:52	あすか 11/19 8/11	まだまだこれからお金かかると思うとやべぇなぁ
17:52	あすか 11/19 8/11	家族増えた分かかるしなぁ
17:52	あすか 11/19 8/11	学校とか行きだしたらやりたいことも出てくるやろし子どもら
17:58	ゆうげん	早く給料上がってくれ
19:03	ゆうげん	頑張るしかない
19:08	ゆうげん	カニ食う時
19:08	ゆうげん	お酒飲めないの辛い
19:08	ゆうげん	あすかは飲んでいいよ
19:19	ゆうげん	24日どんな格好で行く??
20:04	あすか 11/19 8/11	私最近別に飲みたい欲ないから大丈夫
20:04	あすか 11/19 8/11	24日は出かけ先が子どもの遊び場やから、ユニクロのブラウンパンツにベージュに赤い文字？のトレーナー？かな
20:04	あすか 11/19 8/11	さっき中西さんから電話あって
20:05	あすか 11/19 8/11	現場監督ね
20:05	ゆうげん	うむ
20:05	あすか 11/19 8/11	洗面の横のやつとかその他もろもろ確認も含めて松本さんと中西さんが一緒に来たいらしいねんけど
20:05	ゆうげん	うい
20:05	あすか 11/19 8/11	最短24日の朝10:00頃らしいねん
20:06	ゆうげん	うむ
20:06	あすか 11/19 8/11	私もう出かけてるか、出かける直前とかやから
20:06	あすか 11/19 8/11	夫が対応できるか聞いて返事しますって言ったんやけど
20:06	あすか 11/19 8/11	どーやろ
20:06	ゆうげん	俺もずっと対応できるかわからんで
20:06	あすか 11/19 8/11	厳しそうやったら他の日でも大丈夫って言ってたけど
20:06	あすか 11/19 8/11	どーする
20:07	ゆうげん	他の日はいつなん
20:07	あすか 11/19 8/11	今24日しかわからん
20:07	あすか 11/19 8/11	その日私が出かけてて夫がおるけど対応できるかわからんから確認して松本さんに返事しますって言った
20:07	ゆうげん	ずっとは出来へんで
20:08	ゆうげん	今のとこスケジュールはないけど
20:08	あすか 11/19 8/11	じゃあ別日にしとく？
20:08	ゆうげん	別日の候補聞いといて

2023/02/21(火)
09:52	ゆうげん	おはよう
10:23	あすか 11/19 8/11	おはよう
12:30	ゆうげん	明日23:00前後に着くね
12:30	ゆうげん	ご飯はあってもなくても大丈夫よ
12:30	ゆうげん	寝てていいよ
12:31	ゆうげん	明日は何する?
12:31	ゆうげん	公園行きたいなぁ
12:37	ゆうげん	あと次の排卵日はいつ??
13:31	あすか 11/19 8/11	了解です
13:32	あすか 11/19 8/11	わかんないなぁ、生理きてない
13:57	ゆうげん	今血は出てる?
17:00	ゆうげん	まあ
17:00	ゆうげん	子どももそうやし
17:00	ゆうげん	シンプルにしたい
20:45	あすか 11/19 8/11	ううん、前回バイバイした日からずっと出血はないし生理も来てない
20:54	ゆうげん	不安やね
20:54	ゆうげん	病院行った?

2023/02/22(水)
07:30	あすか 11/19 8/11	病院行ってない
07:30	あすか 11/19 8/11	そして生理きたっぽい
07:36	ゆうげん	きたか
07:49	ゆうげん	よかったけど残念
10:06	あすか 11/19 8/11	最近の情緒と爆食具合で生理来そうな気がするなーとかは思っててんけど
10:07	あすか 11/19 8/11	昨日朝ちょっとお腹痛かったからきたかな？ておもったら来てなくて、今朝もお腹痛かったからきてるかなって思ったら来てた
10:08	ゆうげん	そんなに食べてたのか
10:08	あすか 11/19 8/11	なんかずーっと食べてたしおなかいっぱいにならんかった
10:10	ゆうげん	"ふむ
とりあえず無理せずね"
17:42	あすか 11/19 8/11	ほい
19:08	ゆうげん	21:30に新大阪
19:08	ゆうげん	23:00前には家着くね
19:13	ゆうげん	とりあえずチューしたい
20:26	あすか 11/19 8/11	気をつけてね
20:27	あすか 11/19 8/11	まずお風呂だね
21:45	ゆうげん	さきちゅ
21:53	ゆうげん	もう南海
21:53	ゆうげん	10:30くらいt
22:15	あすか 11/19 8/11	ＮＯ
22:15	あすか 11/19 8/11	おけ
22:28	ゆうげん	北助松
22:28	ゆうげん	ついた
22:34	ゆうげん	トイレよってた
22:34	ゆうげん	むかう

2023/02/23(木)
16:52	あすか 11/19 8/11	https://item.rakuten.co.jp/kyarahouse/7088024/

2023/02/24(金)
13:34	あすか 11/19 8/11	[写真]
13:34	あすか 11/19 8/11	1人だけ汗やばい
13:41	ゆうげん	びちゃびちゃやん
13:46	ゆうげん	楽しそうでよかった

2023/02/26(日)
10:48	あすか 11/19 8/11	https://item.rakuten.co.jp/emoorbaby/ko-ta-0013/?iasid=07rpp_10097___e0-ld7b8kvu-7y-8e5f643e-c260-440d-a1ae-09ec991df3ab
10:48	あすか 11/19 8/11	https://item.rakuten.co.jp/hakusan/tom0947/
10:48	あすか 11/19 8/11	https://item.rakuten.co.jp/hakusan/tom0844/
10:50	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	[写真]
10:50	あすか 11/19 8/11	[写真]
18:32	あすか 11/19 8/11	[写真]
18:32	あすか 11/19 8/11	[写真]
20:05	ゆうげん	IKEAのランプってどれや
20:06	ゆうげん	スツールは1つでいいの?
20:08	あすか 11/19 8/11	椅子？
20:09	あすか 11/19 8/11	この2つが可愛いなと思ってる
20:09	あすか 11/19 8/11	[写真]
20:09	あすか 11/19 8/11	[写真]
20:10	ゆうげん	"そう
椅子"
20:11	あすか 11/19 8/11	"理想は

子ども部屋2こ
子ども部屋の隣1こ
寝室1こ

やけど、

とりあえず2こでも"
20:12	あすか 11/19 8/11	ナギの部屋に置く机はもう1回探してみてるけどあれが1番良さげにみてる
20:12	あすか 11/19 8/11	これ
20:12	あすか 11/19 8/11	なんか、白っぽい色があって折りたたみで…いいの知らん？
20:16	ゆうげん	計4こか
20:16	ゆうげん	椅子は折り畳めなくてもいいと思う
20:17	あすか 11/19 8/11	椅子はさっき送ったやつがかわいいなぁとは思ってる
20:17	ゆうげん	[写真]
20:17	ゆうげん	どっち
20:17	あすか 11/19 8/11	机は折りたたみできるのがいいんよな、机畳んで広々遊べるようにもしたいから
20:17	あすか 11/19 8/11	それは任せる
20:19	ゆうげん	下の木目の方が可愛いな
20:20	ゆうげん	折りたたみは極端にダサくなるから
20:20	ゆうげん	足外したりする解体するやつとかの方がいい
20:28	ゆうげん	"スツールとりあえず3つ
寝室は後回しで買う"
20:35	あすか 11/19 8/11	ht
