	あすか 11/19 8/11	今日は夜起きれるようにします
16:22	ゆうげん	551
16:22	あすか 11/19 8/11	おけ
16:22	あすか 11/19 8/11	手土産は持ってる
16:23	あすか 11/19 8/11	けど
16:23	あすか 11/19 8/11	お菓子とそうめん
16:23	あすか 11/19 8/11	"そうめんはじぃの頂き物で
美味しいやつらしい"
16:24	ゆうげん	ありがとう
16:24	ゆうげん	あ
16:24	ゆうげん	お土産じゃなくて
16:24	ゆうげん	食いたい
16:24	ゆうげん	おれが
16:25	あすか 11/19 8/11	おけおけ！
16:46	あすか 11/19 8/11	私の歯ブラシ忘れた
16:52	ゆうげん	買お買お
16:53	あすか 11/19 8/11	"なんか忘れものありそやけど
なんとかなるよね"
16:57	ゆうげん	行ける行ける
17:02	ゆうげん	大阪ついた
17:02	ゆうげん	あつすぎるやろ
17:26	ゆうげん	35の着くわ
17:26	ゆうげん	天王寺
17:31	あすか 11/19 8/11	予定よりちょい遅れた
17:31	あすか 11/19 8/11	18:00くらいには着く
17:31	ゆうげん	うい
17:32	あすか 11/19 8/11	ごめんね
17:32	あすか 11/19 8/11	ちょい遅れたプラス電車が遅れてる
17:32	ゆうげん	アイス食べよ
17:32	ゆうげん	あち
17:33	あすか 11/19 8/11	ほんま暑すぎる
17:33	ゆうげん	天王寺着く手前で
17:33	ゆうげん	なんか止まった
17:33	ゆうげん	あ
17:33	ゆうげん	動いた
18:01	ゆうげん	まってて
18:02	あすか 11/19 8/11	☎ 通話時間 1:13
18:02	あすか 11/19 8/11	聞こえてた？
18:02	あすか 11/19 8/11	[写真]
18:02	あすか 11/19 8/11	私がおる改札口
18:02	あすか 11/19 8/11	目の前に近鉄みえてる
18:03	あすか 11/19 8/11	今どこおる？
18:04	あすか 11/19 8/11	どこおったらいい？
18:04	あすか 11/19 8/11	近鉄のとこ入ってていける？

2022/07/03(日)
17:31	あすか 11/19 8/11	パパ帰ってきてくれてありがとう！そして義実家もめっちゃお世話になってありがとうございますーーーー
17:32	あすか 11/19 8/11	気をつけて帰ってね
17:32	ゆうげん	おれも
17:32	ゆうげん	体はいっぱい疲れたけど
17:33	ゆうげん	心はリフレッシュした
17:33	ゆうげん	また
17:33	ゆうげん	帰ってくるね
17:33	ゆうげん	母にも言っときます
17:33	あすか 11/19 8/11	私も心リフレッシュできた！
17:33	あすか 11/19 8/11	リフレッシュできた分明日からの現実が､､､笑
17:34	あすか 11/19 8/11	また会えるの楽しみにしてるね！
17:34	あすか 11/19 8/11	お義母さんにLINEはしたけどまた口でもしっかり感謝お伝えください🥲
17:34	ゆうげん	[スタンプ]
17:34	ゆうげん	今度はもう少し
17:34	ゆうげん	あすかぎゅーしたい
17:35	あすか 11/19 8/11	そだね
17:35	あすか 11/19 8/11	そういう時間はとれんかったもんね
17:39	あすか 11/19 8/11	"頭使うの疲れるやろけど，
また労金のやつよろしくね"
17:39	ゆうげん	うい
17:39	ゆうげん	いつ頃
17:39	ゆうげん	二人目作ろうか
18:20	あすか 11/19 8/11	めっちゃ唐突
18:20	あすか 11/19 8/11	私の希望は
18:20	ゆうげん	ゼリー買っとかないと
18:21	あすか 11/19 8/11	家が建って片付けが落ち着いた年末年始（12〜2月）くらいに妊活
18:21	あすか 11/19 8/11	今どこにいるの？
18:21	ゆうげん	11月末がいいな
18:21	ゆうげん	いま
18:22	ゆうげん	難波
18:24	あすか 11/19 8/11	そしたら予定日は来年の10〜12月くらいかなぁ
18:25	あすか 11/19 8/11	11月末はマイホーム片づけとか忙しそう
18:25	あすか 11/19 8/11	11月半ば〜11月末の引き渡しとか言ってたしね
18:26	あすか 11/19 8/11	"難波なんやね！
新大阪何時頃つくん？
予定してた新幹線間に合う？"
18:26	ゆうげん	シンプルにえっちもしたい
18:26	ゆうげん	あと10分くらいで
18:26	ゆうげん	新大阪
18:27	ゆうげん	予定の2時間早い
18:27	あすか 11/19 8/11	そもそも一緒に居れる時間少ないからそういう機会も少ないよね
18:28	あすか 11/19 8/11	ベビーは授かりものやからどうなるか分からんけど、妊活スタート時期はちゃんと考えたいね
18:28	あすか 11/19 8/11	そんなに早いのか
18:28	あすか 11/19 8/11	どーするん？？？
18:39	ゆうげん	新幹線早めにずらせるから
18:39	ゆうげん	早めに帰るよ
18:39	ゆうげん	多分
18:39	ゆうげん	速攻さずかる
18:47	あすか 11/19 8/11	そかそか、色々気をつけて帰ってね
18:47	あすか 11/19 8/11	わかんないよ〜、ほんと授かりものやから
18:47	ゆうげん	帰り寝てまうかも
18:47	ゆうげん	淡白えっち
18:47	ゆうげん	物足りない
18:48	あすか 11/19 8/11	そだね、新幹線で1人やと寝ちゃいそ
18:48	あすか 11/19 8/11	妊活スタートまでにちょっと欲満たしとこ
18:49	ゆうげん	頼むで
18:49	ゆうげん	満足させて
18:49	あすか 11/19 8/11	私はそんななにもテクニックないのでw
18:50	あすか 11/19 8/11	頼まれると困るけど､､､笑
18:50	ゆうげん	鍛えてこ
18:51	あすか 11/19 8/11	鍛える？
18:51	ゆうげん	テクニック
18:52	あすか 11/19 8/11	いやぁ、そういうの苦手かも､､､笑
18:52	ゆうげん	[スタンプ]
18:52	あすか 11/19 8/11	どゆこと
18:53	あすか 11/19 8/11	[スタンプ]
18:53	ゆうげん	まあ
18:53	ゆうげん	いっぱいぎゅっとしたい
18:56	あすか 11/19 8/11	うん、そういう時間ほしいね
18:56	ゆうげん	それが1番大事ゅ
18:57	ゆうげん	ゆ
18:57	ゆうげん	って
18:58	あすか 11/19 8/11	そだね、ゆっくりね、そういう時間もちたい
19:10	ゆうげん	新幹線乗ったよ
19:10	ゆうげん	[スタンプ]
20:21	あすか 11/19 8/11	何時に東京？？
20:22	あすか 11/19 8/11	新幹線寝れそかな
20:23	ゆうげん	21:30よ
20:24	ゆうげん	ねれぬ
21:06	ゆうげん	バッテリー切れるわ
21:54	ゆうげん	東京ついて
21:54	ゆうげん	あるいてるよ
22:26	あすか 11/19 8/11	細かく連絡ありがとう
22:26	あすか 11/19 8/11	無事おうち着いてる？
22:26	あすか 11/19 8/11	なぎ寝ました
22:42	ゆうげん	お家ついて
22:42	ゆうげん	落ち着いたよ
22:42	ゆうげん	ちゅかれた
22:43	あすか 11/19 8/11	お疲れ様
22:43	あすか 11/19 8/11	会えてよかったよー、
22:43	ゆうげん	[スタンプ]
22:43	ゆうげん	いやしかし
22:43	ゆうげん	早く異動したいね
22:43	あすか 11/19 8/11	忙しい中帰ってきてくれてありがとね
22:43	ゆうげん	移動何回もはやっぱ体力が
22:44	あすか 11/19 8/11	そうよねー、離れててもやっていけるならいいけどね
22:44	あすか 11/19 8/11	まだまだ若い新婚(？笑)夫婦には単身赴任は何かと寂しいし難しいね
22:44	ゆうげん	さっさと自立したいもんや
22:54	あすか 11/19 8/11	自立か
22:54	あすか 11/19 8/11	どんなことで自立したい、？
22:55	ゆうげん	やり込めること
23:03	あすか 11/19 8/11	やり込めること？
23:03	あすか 11/19 8/11	とは？
23:13	ゆうげん	なんやろ
23:14	ゆうげん	時間忘れられること
23:17	あすか 11/19 8/11	でもそういうのしたら
23:17	あすか 11/19 8/11	家族に対して何かと疎かになりそ、そっち優先で
23:17	ゆうげん	そこ上手いこと
23:18	ゆうげん	まきこも
23:18	あすか 11/19 8/11	何するかによるよね
23:19	あすか 11/19 8/11	とりあえず私は今は空いた時間、余裕のある時、ひたすらハンドメイドに時間割いてるからハンドメイドもっと上手くなって販売とかしたいなぁぁ
23:19	あすか 11/19 8/11	ねぇゆー君
23:19	あすか 11/19 8/11	ハーゲンダッツ
23:19	ゆうげん	あ
23:19	あすか 11/19 8/11	食べるの忘れた
23:19	ゆうげん	まあ
23:19	ゆうげん	プレゼント
23:20	あすか 11/19 8/11	"で、また今度会えた時
ゆー君と食べたくて"
23:20	あすか 11/19 8/11	今日晩ご飯とか調達しにスーパー行ったから
23:20	あすか 11/19 8/11	もう買っておいた
23:20	あすか 11/19 8/11	笑
23:20	ゆうげん	[スタンプ]
23:20	ゆうげん	ありがとう
23:21	あすか 11/19 8/11	"母がスーパー行くっていうから
重い腰をあげて行ったんやけど、
逃げ回る梛を対応しながらの買い物めっちゃ久々感あって疲れた笑"
23:22	あすか 11/19 8/11	母が自分の買い物済ませたら梛のこと先に車乗せてくれたから最後はちょい楽できた
23:22	あすか 11/19 8/11	お風呂も一人で入れるのめっちゃ久々感w
23:24	ゆうげん	大変
23:24	ゆうげん	おれも
23:24	ゆうげん	たった2日やのに
23:24	ゆうげん	死ぬほど疲れた
23:25	あすか 11/19 8/11	"2泊3日、洗い物も料理も
洗濯物の取り入れとかも
梛のオムツもトイレも一切
しなかったのいつぶりやろ、、
パパにも感謝だしお義母さんにも感謝だしたくさん遊んでくれたあやみちゃんにも感謝だな"
23:26	あすか 11/19 8/11	"梛、今ほんまに難しい時期やし
やんちゃ度も高いし毎日クタクタ"
23:26	あすか 11/19 8/11	パパも2日間お疲れ様
23:27	ゆうげん	なぎ
23:27	ゆうげん	のうんちは
23:27	ゆうげん	変えるの楽しい
23:28	ゆうげん	健康状態見れるし
23:28	あすか 11/19 8/11	"💩かえるの楽しいの？笑
まぁでも、💩かえるのは
嫌がること少なくなったし
楽になったよね"
23:29	あすか 11/19 8/11	"でも毎日のことやし💩とか
他の誰かに変えてもらうこと滅多にないから"
23:30	あすか 11/19 8/11	"パパおる時は毎回パパに任せちゃって申し訳ないけどその小さい積み重ねも私の心の余裕に
繋がって助かってる"
23:33	ゆうげん	全然ええで
23:34	ゆうげん	ちょっとは俺も動かないとな
23:36	あすか 11/19 8/11	"またほぼワンオペ育児生活､､､
切り替え大変やけど頑張ります"
23:36	あすか 11/19 8/11	"パパも仕事大変な時期に
帰ってきてくれてありがとね、
明日からも無理せずね"
23:37	あすか 11/19 8/11	熱中症や他のことも，体調気をつけてね
23:46	ゆうげん	もちろん
23:46	ゆうげん	健康あっての家族との幸せ
23:46	あすか 11/19 8/11	私も気をつけます
23:47	ゆうげん	"あすかが奥さんで良かったと
家族でいる時間伸びるほど思うよ"
23:47	ゆうげん	毎日ほんとありがとう
23:53	あすか 11/19 8/11	"えぇ、そなの？
そんなこと思ってると思ってなかった"
23:53	あすか 11/19 8/11	こちらこそよ、ありがとう

2022/07/04(月)
00:00	ゆうげん	なんでやねん
00:00	ゆうげん	なぎとおるの
00:00	ゆうげん	やっぱめっちゃ大変やし
00:07	あすか 11/19 8/11	めっちゃ大変やし
00:07	あすか 11/19 8/11	…とは？
00:07	ゆうげん	体力とか
00:07	ゆうげん	眠気との戦いとか
00:07	ゆうげん	なかなか厳しい
00:07	ゆうげん	時間の管理も
00:08	ゆうげん	あすかみたいにきっちり出来へん
00:10	あすか 11/19 8/11	"普段疲れたなーて時はちゃんと
梛とお昼寝してるし"
00:11	ゆうげん	それを踏まえた上で
00:11	ゆうげん	いつもありがとう
00:12	あすか 11/19 8/11	"時間もできるだけ臨機応変に…ていう意識はしてる！けど、
梛ができるだけ機嫌良く過ごせるように…て思うとやっぱ時間管理した方が…てなっていつも同じようなスケジュールで動いてるw"
00:12	あすか 11/19 8/11	大変やけど、働きに出るのだって大変やからね
00:13	あすか 11/19 8/11	これからも一緒に頑張っていきたいね
00:13	あすか 11/19 8/11	パパもありがとね
00:13	ゆうげん	"
いえいえ
お互い無理せず体壊さずね"
00:15	あすか 11/19 8/11	うん、ほんと無理せず体壊さずは大事よね
00:16	ゆうげん	お風呂入らねば
00:18	あすか 11/19 8/11	まだやったのね
00:19	あすか 11/19 8/11	入っといで〜
00:28	ゆうげん	[スタンプ]
00:28	ゆうげん	だいすきよ
00:48	あすか 11/19 8/11	私も好きよ
00:51	あすか 11/19 8/11	[アルバム] (null)
07:20	ゆうげん	おはーー
08:38	あすか 11/19 8/11	おはよう
08:42	ゆうげん	[スタンプ]
08:42	ゆうげん	なぎかわいいね
08:42	あすか 11/19 8/11	水遊びがめっちゃ楽しそう
08:43	ゆうげん	上半身裸が
08:43	ゆうげん	良く似合う
08:43	あすか 11/19 8/11	梛、昨日寝るのも遅かったけど
08:43	あすか 11/19 8/11	今日8時に起きてきた
08:43	ゆうげん	おそい
08:43	あすか 11/19 8/11	また水遊びしたいなぁ
08:44	あすか 11/19 8/11	ね、めっちゃ遅起き
08:44	あすか 11/19 8/11	昼寝の時間何時やろ､､､
08:45	ゆうげん	なぎもこの数日
08:45	ゆうげん	めっちゃ体力使ったからね
08:45	ゆうげん	いっぱい食べたし
08:45	ゆうげん	消化にエネルギー使ってるのだろう
08:48	あすか 11/19 8/11	また生活リズム戻せるように頑張ろ
09:00	ゆうげん	無理せずね
09:13	ゆうげん	地鎮祭さ
09:13	ゆうげん	8月入るなら
09:13	ゆうげん	7月3,4週に
09:13	ゆうげん	また帰りたいな
09:21	あすか 11/19 8/11	どういうスケジュールなるやろね
09:22	あすか 11/19 8/11	7月中に打ち合わせとか入れれるなら一緒に現地で参加したいなぁ
09:22	あすか 11/19 8/11	zoomじゃなくて
09:22	あすか 11/19 8/11	今度畑中先生とする打ち合わせって仕様の部分とかやろうから
09:22	あすか 11/19 8/11	お互い目で見て、色味とかのサンプルもみながら
09:22	あすか 11/19 8/11	ちゃんと決めたいよね
09:49	ゆうげん	せやな
09:49	ゆうげん	家建てたい言ってから
09:49	ゆうげん	早1年半近く
09:49	ゆうげん	マジで長い道のり
10:04	ゆうげん	少しでも
10:04	ゆうげん	時間あったら
10:04	ゆうげん	一緒に動画みたりしよ
12:27	あすか 11/19 8/11	長い道のりやねぇほんと
12:27	あすか 11/19 8/11	動画？
12:28	あすか 11/19 8/11	[動画]
12:28	あすか 11/19 8/11	[動画]
12:28	あすか 11/19 8/11	[動画]
12:28	あすか 11/19 8/11	"買い物行ってたんやけど
雨やばすぎた"
12:28	あすか 11/19 8/11	[写真]
12:29	あすか 11/19 8/11	背中びしょぬれ笑
12:31	ゆうげん	雨すごいね
12:31	ゆうげん	東京も朝方やばかった
12:32	ゆうげん	あー鬱な気温に鬱な天気
12:36	あすか 11/19 8/11	やばいほんまに
12:37	あすか 11/19 8/11	ほんま鬱な天気よね〜
12:37	あすか 11/19 8/11	ジメジメするし
12:38	あすか 11/19 8/11	嫌な感じの夏
12:45	ゆうげん	ていうかもう
12:45	ゆうげん	夏が嫌い
12:45	ゆうげん	いい夏なんてここ数年味わってない
12:59	ゆうげん	もっとこう
12:59	ゆうげん	家族でお祭り行ったり
12:59	ゆうげん	花火見たり
12:59	ゆうげん	したい
13:17	ゆうげん	"出店で楽しむなぎ
美味しいご飯食べてるあすか

水遊びで楽しむなぎ
麦わら帽子のあすか"
13:17	ゆうげん	もっといい夏味わいたい
13:18	ゆうげん	家がたったら
13:18	ゆうげん	コロナと実家で抑圧されたあすかに
13:18	ゆうげん	好きなことしてもらいたい
13:29	あすか 11/19 8/11	確かにな〜
13:29	あすか 11/19 8/11	"これがあるから夏楽しいのに
っていうものが今はないもんな"
13:31	あすか 11/19 8/11	"手持ち花火したいな〜とか
水遊びしたいな〜とか
思っても今はなかなかね〜"
13:31	あすか 11/19 8/11	思うようにはいかんよね
13:48	ゆうげん	あと
13:48	ゆうげん	ご飯
13:48	ゆうげん	あすかのご飯食いたい
13:50	あすか 11/19 8/11	そだね、ゆーくんにご飯作りたい
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:14	あすか 11/19 8/11	[写真]
15:15	あすか 11/19 8/11	幸せのパンケーキ淡路島リゾート
15:15	あすか 11/19 8/11	すごいー
17:44	あすか 11/19 8/11	パパ今日も残業ありそ？
17:44	ゆうげん	こわ
17:45	ゆうげん	もちろん
17:47	あすか 11/19 8/11	怖そうやけど行ってみたい
17:48	あすか 11/19 8/11	そだよね、無理せずファイト
17:48	あすか 11/19 8/11	[写真]
17:48	あすか 11/19 8/11	[写真]
17:48	あすか 11/19 8/11	"今日これ投稿したら
早速パパを絶賛するコメント"
17:49	ゆうげん	まあ
17:49	ゆうげん	そうやろう
17:49	ゆうげん	[スタンプ]
17:51	あすか 11/19 8/11	"なんか使うのもったいないって
思っちゃってまだあけてないけど…笑"
17:51	ゆうげん	数回使ってみ
17:51	ゆうげん	特にスティック
19:09	あすか 11/19 8/11	うん、使ってみる！
19:09	あすか 11/19 8/11	ありがとね
19:15	ゆうげん	[スタンプ]
19:19	ゆうげん	今日夜
19:19	ゆうげん	マンスリー探そ
19:20	あすか 11/19 8/11	うん、探そーー
19:21	あすか 11/19 8/11	ナギの誕生日のタペストリー届いた！
19:22	あすか 11/19 8/11	[写真]
19:22	あすか 11/19 8/11	[写真]
19:22	あすか 11/19 8/11	めっちゃ素敵に包装されてる
19:39	ゆうげん	これで
19:39	ゆうげん	揃ってきたね
19:40	あすか 11/19 8/11	うん、そだね
19:40	あすか 11/19 8/11	[写真]
19:40	ゆうげん	ポテトちきん?
19:40	あすか 11/19 8/11	明日からのお昼ご飯のストックが無かったから色々作ってたら遅なった
19:41	あすか 11/19 8/11	いつものブロッコリーのつくねと人参インゲンとじゃがいもののりバター
19:41	あすか 11/19 8/11	そして安定のトマト
19:48	ゆうげん	トマトまじで好きね
19:49	あすか 11/19 8/11	今日もちゃんと飲み干してた
19:50	あすか 11/19 8/11	パパにご飯作りたい〜
19:50	あすか 11/19 8/11	ナ
